Addr,City,Control,Hbcu,Hloffer,Iclevel,Instnm,Latitude,Locale,Longitud,Newid,Number of Records,Obereg,Prgmofr,Sector,Stabbr,Unitid,ZIP
3233 South Byron Butler Parkway,Perry,1,2,4,2,Taylor Technical Institute,30.077954,41,-83.565783,-2,1,5,11,4,FL,137856,32348
3016 Hwy 77,Panama City,1,2,4,2,Tom P Haney Technical Center,30.203363,22,-85.646585,-2,1,5,18,4,FL,137865,32405
2184 Gulf Gate Dr,Sarasota,3,2,2,3,Fashion Focus Hair Academy,27.258911,21,-82.517388,-2,1,5,3,9,FL,138132,34231-4813
757 Hoyt Street,Chipley,1,2,4,2,Washington-Holmes Technical Center,30.77449,32,-85.553345,-2,1,5,45,4,FL,138284,32428-1618
955 E Story Rd,Winter Garden,1,2,2,3,Westside Tech,28.559574,21,-81.571532,-2,1,5,17,7,FL,138372,34787-3733
6500 Nova Drive,Davie,1,2,4,2,William T McFatter Technical Center,26.085022,21,-80.232201,-2,1,5,37,4,FL,138479,33317
901 Webster Ave,Winter Park,1,2,2,3,Winter Park Tech,28.604386,21,-81.36174,-2,1,5,19,7,FL,138488,32789
1201 W Main St,Inverness,1,2,2,3,Withlacoochee Technical Institute,28.834861,23,-82.345563,-2,1,5,19,7,FL,138497,34450-4696
1171 Main Street,Forest Park,3,2,2,3,Beauty College of America,33.618673,21,-84.351999,-2,1,5,5,9,GA,139092,30297-1443
900 Flat Shoals Road SE,Conyers,3,2,2,3,Georgia Career Institute,33.642805,21,-84.015071,-2,1,5,5,9,GA,138822,30094
2 Dunwoody Park South,Atlanta,3,2,2,3,Atlanta School of Massage,33.927829,21,-84.29844,-2,1,5,3,9,GA,138938,30338
3028 S US 1,Fort Pierce,3,2,2,3,Fort Pierce Beauty Academy,27.412426,21,-80.324698,-2,1,5,3,9,FL,134228,34982-6333
2400 Longleaf Dr,Pensacola,1,2,2,3,George Stone Technical Center,30.488083,21,-87.295105,-2,1,5,22,7,FL,134291,32526-8922
3275 NW 42nd Ave,Miami,1,2,4,2,George T Baker Aviation School,25.804092,21,-80.263591,-2,1,5,3,4,FL,134307,33142
420 S. State Rd. 7,Hollywood,3,2,2,3,Hollywood Institute of Beauty Careers,26.007554,21,-80.2076,-2,1,5,10,9,FL,134529,33023
4045 Park Blvd,Pinellas Park,3,2,1,3,Cortiva Institute-Florida,27.839722,21,-82.688959,-2,1,5,1,9,FL,134574,33781
2550 S Ridgewood Ave,South Daytona,3,2,2,3,International Academy,29.162159,21,-80.997811,-2,1,5,7,9,FL,134714,32119
"6630 Orion Drive, Suite 200",Fort Myers,3,2,3,2,Heritage Institute-Ft Myers,26.540884,21,-81.842475,-2,1,5,7,6,FL,135124,33912
1495 West 49 Street,Hialeah,3,2,2,3,La Belle Beauty School,25.86695,21,-80.312711,-2,1,5,5,9,FL,135142,33012
2001 Kurt Street,Eustis,1,2,4,2,Lake Technical Center,28.833446,22,-81.690874,-2,1,5,31,4,FL,135179,32726
3800 Michigan Ave,Fort Myers,1,2,4,2,Fort Myers Institute of Technology,26.64855,13,-81.832974,-2,1,5,34,4,FL,135267,33916-2204
500 N Appleyard Dr,Tallahassee,1,2,2,3,Lively Technical Center,30.448534,12,-84.339057,-2,1,5,29,7,FL,135276,32304-2895
750 NW 20 Street,Miami,1,2,4,2,Lindsey Hopkins Technical Education Center,25.794676,11,-80.208154,-2,1,5,17,4,FL,135294,33127
1012 58th St N,Saint Petersburg,3,2,2,3,Loraines Academy Inc,27.781266,12,-82.711151,-2,1,5,11,9,FL,135337,33710
6305 State Rd 70 East,Bradenton,1,2,4,2,Manatee Technical Institute,27.446198,21,-82.480488,-2,1,5,52,4,FL,135407,34203
4315 S Manhattan Ave,Tampa,3,2,2,3,Manhattan Hairstyling Academy,27.902454,11,-82.518444,-2,1,5,7,9,FL,135416,33611
5780 NW 158th St,Miami Lakes,1,2,4,2,Miami Lakes Educational Center,25.916128,21,-80.29513,-2,1,5,17,4,FL,135647,33014
2900 West Oak Ridge Road,Orlando,1,2,4,2,Mid Florida Tech,28.471695,21,-81.415996,-2,1,5,42,4,FL,135735,32809
1176 SW 67th Avenue,Miami,3,2,2,3,Beauty Schools of America-Miami,25.760695,21,-80.303842,-2,1,5,8,9,FL,135771,33144-4700
3141 S Military Tr,Lake Worth,3,2,2,3,Academy of Healing Arts Massage & Facial Skin Care,26.631072,21,-80.113108,-2,1,5,6,9,FL,136048,33463-2113
"4624 Town Crossing Drive, Suite 155",Jacksonville,3,2,2,3,Paul Mitchell the School-Jacksonville,30.258922,11,-81.527303,-2,1,5,2,9,FL,136109,32246
301 W Amelia Street,Orlando,1,2,4,2,Orlando Tech,28.550422,12,-81.383783,-2,1,5,19,4,FL,136303,32801-1197
6100 154th Ave N,Clearwater,1,2,4,2,Pinellas Technical Education Center-Clearwater,27.911922,21,-82.719064,-2,1,5,36,4,FL,136491,33760-2140
5330 Berryhill Rd,Milton,1,2,2,3,Radford M Locklin Technical Center,30.646762,41,-87.100567,-2,1,5,14,7,FL,136659,32570-8188
8206 Philips Hwy. Suite33,Jacksonville,3,2,2,3,Toni & Guy Hairdressing Academy-Jacksonville,30.2196,11,-81.586731,-2,1,5,1,9,FL,136783,32256
18180 SW 122nd Ave,Miami,1,2,4,2,Robert Morgan Educational Center,25.599133,21,-80.390354,-2,1,5,24,4,FL,136826,33177
2980 Collins Ave,Saint Augustine,1,2,2,3,First Coast Technical College,29.924377,23,-81.345829,-2,1,5,31,7,FL,137023,32084-1919
5684 Memorial Dr,Stone Mountain,3,2,2,3,Pro Way Hair School,33.801802,21,-84.205183,-2,1,5,2,9,GA,139506,30083-3254
1128 Nuuanu Avenue,Honolulu,3,2,2,3,Hawaii Institute of Hair Design,21.313505,11,-157.861958,-2,1,8,1,9,HI,141608,96817-5195
33 S King Ste 223,Honolulu,3,2,2,3,Med-Assist School of Hawaii Inc,21.310091,11,-157.862651,-2,1,8,2,9,HI,141848,96813
1314 S King St Ste 1164,Honolulu,3,2,2,3,Travel Institute of the Pacific,21.298959,11,-157.841529,-2,1,8,3,9,HI,141945,96814
1122 North Liberty Street,Boise,3,2,3,2,Carrington College-Boise,43.615935,12,-116.260571,-2,1,7,8,6,ID,142054,83704-8742
837 Ploe Line Road,Twin Falls,3,2,4,2,Joseph Charles Institute of Cosmetology,42.593695,33,-114.461693,-2,1,7,2,6,ID,142407,83301
618 S Main St,Moscow,3,2,4,2,Mr Leon's School of Hair Design-Moscow,46.729394,32,-117.001352,-2,1,7,2,6,ID,142416,83843
141 East Chubbuck Road,Chubbuck,3,2,4,2,The School of Hairstyling,42.920006,23,-112.465046,-2,1,7,3,6,ID,142489,83202
333 South Kansas St,Edwardsville,3,2,2,3,Alvareitas College of Cosmetology-Edwardsville,38.80781,21,-89.953398,-2,1,3,2,9,IL,142869,62025
3048 Godfrey Rd,Godfrey,3,2,2,3,Alvareitas College of Cosmetology-Godfrey,38.927728,23,-90.191309,-2,1,3,3,9,IL,142878,62035-4150
"202 East University Street, suite H, I,& J",Urbana,3,2,2,3,Concept College of Cosmetology,40.117722,13,-88.205839,-2,1,3,2,9,IL,143181,61801
Broadway at 14th,Quincy,2,2,4,2,Blessing Hospital School of Radiologic Technology,39.936595,33,-91.398901,-2,1,3,1,5,IL,143303,62305-7005
1600 N. State Rt. 50 Room 522,Bourbonnais,3,2,4,2,Paul Mitchell the School-Bradley,41.17415,23,-87.850691,-2,1,3,4,6,IL,143376,60914
9714 S Cicero,Oak Lawn,3,2,2,3,Cameo Beauty Academy,41.716251,21,-87.740865,-2,1,3,2,9,IL,143464,60453
617 W. NORTH,Villa Park,3,2,2,3,Cannella School of Hair Design-Villa Park,41.901717,21,-87.939652,-2,1,3,2,9,IL,143473,60181
9012 S Commercial,Chicago,3,2,2,3,Cannella School of Hair Design-Chicago,41.731437,11,-87.551315,-2,1,3,2,9,IL,143482,60617-4303
4269 S Archer Ave,Chicago,3,2,2,3,Cannella School of Hair Design-Chicago,41.815699,11,-87.701239,-2,1,3,2,9,IL,143491,60632-2549
117 W Chicago St,Elgin,3,2,2,3,Cannella School of Hair Design-Elgin,42.036421,12,-88.286781,-2,1,3,2,9,IL,143516,60120
2653 W. 63rd Street,Chicago,3,2,2,3,Capri Beauty College,41.778957,11,-87.690557,-2,1,3,1,9,IL,143534,60629
1166 East Lake St,Hanover Park,3,2,2,3,Empire Beauty School-Hanover Park,41.970117,21,-88.114475,-2,1,3,2,9,IL,143543,60133-5421
15815 S Rob Roy Dr,Oak Forest,3,2,2,3,Capri Beauty College,41.603863,21,-87.771567,-2,1,3,3,9,IL,143552,60452
485 42nd Ave,East Moline,3,2,2,3,La James International College-East Moline,41.490281,21,-90.451978,-2,1,3,3,9,IL,143695,61244
330 North Green Street,Chicago,3,2,3,2,Coyne College,41.887808,11,-87.649026,-2,1,3,11,6,IL,144485,60607-1300
1745 E Eldorado St.,Decatur,3,2,4,2,Mr John's School of Cosmetology Esthetics & Nails-Decatur,39.846782,13,-88.933718,-2,1,3,5,6,IL,147439,62521
8057 N. Milwaukee Avenue,Niles,3,2,2,3,Niles School of Cosmetology,42.026599,21,-87.814865,-2,1,3,2,9,IL,147642,60714
112 Nicholas Dr,Marshalltown,3,2,4,2,Iowa School of Beauty-Marshalltown,42.014681,32,-92.913104,-2,1,4,3,6,IA,153171,50158
100 Meadow Ave,East Peoria,3,2,2,3,Oehrlein School of Cosmetology,40.666403,21,-89.556364,-2,1,3,1,9,IL,147819,61611
1560 Sherman Avenue - Suite 700,Evanston,3,2,2,3,Pivot Point Academy-Evanston,42.045853,13,-87.682259,-2,1,3,3,9,IL,147970,60201
2719 W Jefferson St,Joliet,3,2,2,3,Professional's Choice Hair Design Academy,41.522921,21,-88.149391,-2,1,3,1,9,IL,148098,60435
395 Main St,Dubuque,3,2,4,2,Capri College-Dubuque,42.497443,13,-90.665345,-2,1,4,5,6,IA,153074,52004-0873
2945 Williams Parkway S.W.,Cedar Rapids,3,2,4,2,Capri College-Cedar Rapids,41.9607,12,-91.71027,-2,1,4,5,6,IA,153083,52404
2500 Georgetown Rd,Danville,3,2,2,3,Concept College of Cosmetology,40.075994,23,-87.634654,-2,1,3,2,9,IL,144573,61832
700 E. Terra Cotta,Crystal Lake,3,2,2,3,Cosmetology & Spa Academy,42.24918,21,-88.294087,-2,1,3,3,9,IL,144795,60014
790 McHenry Ave,Crystal Lake,3,2,2,3,First Institute Inc,42.212921,21,-88.33789,-2,1,3,3,9,IL,145099,60014
700 State St,Quincy,3,2,2,3,Gem City College,39.926572,33,-91.404548,-2,1,3,7,9,IL,145309,62301
825 B6 Village Quarter Road,West Dundee,3,2,4,2,Hair Professionals Academy of Cosmetology,42.094047,21,-88.289103,-2,1,3,5,6,IL,145406,60118
2245 Gateway Drive,Sycamore,3,2,2,3,Hair Professionals Career College,41.961956,23,-88.716692,-2,1,3,4,9,IL,145424,60178
5460 Rte 34,Oswego,3,2,2,3,Hair Professionals School of Cosmetology,41.682461,21,-88.365535,-2,1,3,2,9,IL,145433,60543
122 Wright St,La Salle,3,2,2,3,Educators of Beauty College of Cosmetology-La Salle,41.328509,32,-89.098246,-2,1,3,2,9,IL,146454,61301
8317 W North Avenue,Melrose Park,3,2,4,2,Lincoln College of Technology-Melrose Park,41.906487,21,-87.831253,-2,1,3,7,6,IL,146700,60160-1605
"100 N Western, 3rd Floor",Chicago,2,2,2,3,CET-Chicago,41.869752,11,-87.70911,-2,1,3,4,8,IL,146791,60612
1113-15 W Belmont,Chicago,3,2,2,3,Mac Daniels Beauty School,41.939774,11,-87.656981,-2,1,3,3,9,IL,146807,60657
2011 W Pershing Rd,Chicago,2,2,2,3,National Latino Education Institute,41.822756,11,-87.675917,-2,1,3,3,8,IL,148955,60609-2205
211 E Third St,Sterling,3,2,2,3,Educators of Beauty College of Cosmetology-Sterling,41.788153,33,-89.692686,-2,1,3,2,9,IL,149204,61081-3611
219 N State St,Litchfield,3,2,2,3,Tri-County Beauty Academy,39.175681,32,-89.655411,-2,1,3,2,9,IL,149499,62056
2913 W. White Oaks Dr.,Springfield,3,2,2,3,University of Spa & Cosmetology Arts,39.76672,12,-89.710839,-2,1,3,6,9,IL,149550,62704
333 Jackson St,Anderson,3,2,2,3,Apex Academy of Hair Design Inc,40.112113,13,-85.680769,-2,1,3,1,9,IN,150075,46016-1158
2549 Highway Ave,Highland,3,2,2,3,Tricoci University of Beauty Culture-Highland,41.555885,21,-87.467018,-2,1,3,3,9,IN,150303,46322
152 East US Route 30,Schererville,3,2,2,3,Don Roberts School of Hair Design,41.569292,21,-87.508236,-2,1,3,4,9,IN,150428,46375
1354 West Lincolnway,Valparaiso,3,2,2,3,Don Roberts Beauty School,41.472458,21,-87.077998,-2,1,3,3,9,IN,150437,46385
1111 S 10th St,Noblesville,3,2,2,3,Hair Fashions By Kaye Beauty College-Noblesville,40.03632,21,-86.012158,-2,1,3,3,9,IN,150695,46060-0000
6346 E 82nd St,Indianapolis,3,2,2,3,Hair Fashions By Kaye Beauty College-Indianapolis,39.905397,11,-86.058688,-2,1,3,3,9,IN,150710,46250
2232 Wabash Ave,Terre Haute,3,2,2,3,J Michael Harrold Beauty Academy,39.470177,13,-87.383296,-2,1,3,1,9,IN,150765,47807
1414 Blackiston Mill Rd,Clarksville,3,2,4,2,PJ's College of Cosmetology-Clarksville,38.313346,21,-85.770179,-2,1,3,7,6,IN,150853,47129
320 E Culver Rd,Knox,3,2,2,3,Knox Beauty College,41.287883,32,-86.619527,-2,1,3,2,9,IN,151564,46534
833 Ferry Street,Lafayette,3,2,2,3,Lafayette Beauty Academy,40.41982,13,-86.887653,-2,1,3,1,9,IN,151607,47901
3810 E Southport Rd.,Indianapolis,3,2,2,3,Empire Beauty School-Indianapolis,39.666467,11,-86.100614,-2,1,3,3,9,IN,151652,46237-3249
7225 Winton Drive - Building 128,Indianapolis,3,2,4,2,Lincoln College of Technology-Indianapolis,39.688509,11,-86.165937,-2,1,3,11,6,IN,151661,46268
1732 Bluffton Rd,Fort Wayne,3,2,4,2,Masters of Cosmetology College,41.051279,11,-85.161628,-2,1,3,4,6,IN,151829,46809-1305
48 W 67th Pl,Merrillville,3,2,2,3,Merrillville Beauty College,41.49617,21,-87.336642,-2,1,3,4,9,IN,151874,46410
3200 South Westnedge Ave,Kalamazoo,3,2,4,2,West Michigan College of Barbering and Beauty,42.259724,13,-85.590152,-2,1,3,4,6,MI,152044,49008
115 N Ninth St,Richmond,3,2,2,3,PJ's College of Cosmetology-Richmond,39.830803,32,-84.889518,-2,1,3,3,9,IN,152150,47374
7302 Woodland Dr,Indianapolis,3,2,3,2,Kaplan College-Indianapolis,39.885267,11,-86.268129,-2,1,3,4,6,IN,152220,46278-1736
4530 Lahmeyer Road,Fort Wayne,3,2,2,3,Ravenscroft Beauty College,41.12233,11,-85.046961,-2,1,3,5,9,IN,152275,46835
2903 Mt. Vernon Avenue,Evansville,3,2,2,3,Rogers Academy of Hair Design,37.983398,12,-87.609971,-2,1,3,1,9,IN,152309,47712
208 W Jefferson St,Kokomo,3,2,2,3,Rudae's School of Beauty Culture-Kokomo,40.491296,13,-86.132711,-2,1,3,4,9,IN,152327,46901-4516
7833 Indianapolis Blvd,Hammond,3,2,3,2,Kaplan College-Hammond,41.5708,21,-87.474172,-2,1,3,7,6,IN,152415,46324
12 S Second St,Vincennes,3,2,2,3,Vincennes Beauty College,38.679524,33,-87.532858,-2,1,3,2,9,IN,152628,47591
1531 First Ave SE,Cedar Rapids,3,2,4,2,American College of Hairstyling-Cedar Rapids,41.967378,12,-91.733905,-2,1,4,1,6,IA,153092,52402
1290 N. Lake Avenue,Storm Lake,3,2,4,2,Faust Institute of Cosmetology-Storm Lake,42.655239,33,-95.20077,-2,1,4,1,6,IA,153339,50588
910 Ave G,Fort Madison,3,2,4,2,American Hair Academy,40.630777,33,-91.314095,-2,1,4,1,6,IA,153463,52627
603 E Sixth St,Des Moines,3,2,4,2,American College of Hairstyling-Des Moines,41.592188,12,-93.610649,-2,1,4,1,6,IA,153588,50309
3305 70th St,Des Moines,3,2,4,2,Iowa School of Beauty-Des Moines,41.624599,21,-93.712317,-2,1,4,5,6,IA,153597,50322-3203
6322 University Ave,Cedar Falls,3,2,4,2,La James International College-Cedar Falls,42.513781,13,-92.428555,-2,1,4,5,6,IA,153746,50613
8805 Chambery Blvd,Johnston,3,2,4,2,La James International College-Johnston,41.660739,21,-93.737831,-2,1,4,5,6,IA,153764,50131
24 Second St NE,Mason City,3,2,4,2,La James College of Hairstyling and Cosmetology,43.153636,33,-93.200593,-2,1,4,5,6,IA,153773,50401-3308
111 West Chester Avenue,Middlesboro,3,2,4,2,Collins School of Cosmetology,36.605544,33,-83.7152,-2,1,5,4,6,KY,156444,40965
"1031 Zorn Avenue , Suite 400",Louisville,3,2,3,2,Galen College of Nursing-Louisville,38.27732,11,-85.697564,-2,1,5,3,6,KY,156471,40207
504 Maple St,Murray,3,2,4,2,Ezell's Cosmetology School,36.60976,33,-88.302686,-2,1,5,3,6,KY,156675,42071-2530
920 Happy Valley Road,Glasgow,3,2,4,2,PJ's College of Cosmetology-Glasgow,37.011737,32,-85.924944,-2,1,5,4,6,KY,156754,42141
156 North Hurstbourne Parkway,Louisville,3,2,4,2,Paul Mitchell the School-Louisville,38.250293,21,-85.578801,-2,1,5,2,6,KY,156842,40222
114 N Cumberland Ave,Harlan,3,2,4,2,Jenny Lea Academy of Cosmetology,36.847296,33,-83.323659,-2,1,5,3,6,KY,156949,40831
1300 New Circle Rd Ste 110,Lexington,3,2,4,2,The Salon Professional Academy-Lexington,38.02873,11,-84.453521,-2,1,5,3,6,KY,156967,40505
2419 5th Avenue South,Fort Dodge,3,2,4,2,La James International College-Ft Dodge,42.500499,33,-94.163856,-2,1,4,5,6,IA,153782,50501
609 W Second St,Ottumwa,3,2,4,2,Iowa School of Beauty-Ottumwa,41.023103,33,-92.417962,-2,1,4,3,6,IA,154165,52501
309 Kitty Hawk Dr.,Ames,3,2,4,2,PCI Academy-Ames,41.99767,13,-93.613611,-2,1,4,4,6,IA,154208,50010
5205 North Brady Street,Davenport,3,2,4,2,La James International College-Davenport,41.573987,12,-90.5726,-2,1,4,5,6,IA,154332,52806
227 E Market-Brewery Sq,Iowa City,3,2,4,2,La James International College-Iowa City,41.663776,13,-91.532238,-2,1,4,5,6,IA,154341,52245
2540 E. 53rd Street,Davenport,3,2,4,2,Capri College-Davenport,41.574837,12,-90.539206,-2,1,4,5,6,IA,154448,52807-3003
3320 Line Drive,Sioux City,3,2,4,2,Iowa School of Beauty-Sioux City,42.443573,13,-96.369994,-2,1,4,2,6,IA,154457,51106
536 W Broadway,Council Bluffs,3,2,4,2,E Q School of Hair Design,41.261088,13,-95.851059,-2,1,4,1,6,IA,154466,51503
"722 Water St, Ste 201",Waterloo,3,2,4,2,College of Hair Design,42.478333,13,-92.323842,-2,1,4,1,6,IA,154545,50703-4734
512 Poyntz Ave,Manhattan,3,2,2,3,Marinello Schools of Beauty-Manhattan,39.179536,13,-96.563855,-2,1,4,3,9,KS,154970,66502-6082
1214 East 27th Street,Hays,3,2,2,3,Hays Academy of Hair Design,38.872,33,-99.331018,-2,1,4,2,9,KS,155159,67601
3239 Broadway,Kansas City,3,2,5,1,Concorde Career Colleges,39.068592,11,-94.590066,-2,1,4,12,3,MO,155283,64111-2407
1211 E Douglas,Wichita,3,2,2,3,Old Town Barber College-Wichita,37.6858,11,-97.323367,-2,1,4,1,9,KS,155353,67211-1605
8119 Robinson,Overland Park,3,2,2,3,La Baron Hairdressing Academy-Overland Park,38.981813,12,-94.675845,-2,1,4,2,9,KS,155441,66204
1209 Harrison St,Goodland,1,2,4,2,Northwest Kansas Technical College,39.346424,33,-101.70022,-2,1,4,20,4,KS,155618,67735
200 E. 3rd,Hutchinson,3,2,2,3,Sidneys Hair Dressing College,38.057048,32,-97.91256,-2,1,4,1,9,KS,155867,67501
2051 South Meridian,Wichita,3,2,3,2,Wichita Technical Institute,37.656976,11,-97.371819,-2,1,4,7,6,KS,156134,67213-1927
973 Kimberly Sq Unit F,Nicholasville,3,2,4,2,Barrett and Company School of Hair Design,37.866379,31,-84.579948,-2,1,5,3,6,KY,156277,40356-2152
1901 Russellville Road,Bowling Green,3,2,4,2,PJ's College of Cosmetology-Bowling Green,36.979878,13,-86.467746,-2,1,5,7,6,KY,156310,42101
3644 Boston Road,Lexington,3,2,4,2,Paul Mitchell the School-Lexington,37.980117,11,-84.551363,-2,1,5,2,6,KY,156426,40514
153 Evans Drive,Mount Sterling,3,2,4,2,Nutek Academy of Beauty Inc,38.075504,32,-83.949364,-2,1,5,1,6,KY,157456,40353
326 N Main,Henderson,3,2,4,2,Pat Wilson's Beauty College,37.842152,22,-87.590395,-2,1,5,4,6,KY,157508,42420
151 Chenoweth Ln,Louisville,3,2,4,2,Empire Beauty School-Chenoweth,38.255692,21,-85.657718,-2,1,5,2,6,KY,157614,40207
554 Westport Road,Elizabethtown,3,2,4,2,Empire Beauty School-Elizabethtown,37.700034,13,-85.880054,-2,1,5,2,6,KY,157650,42701
5120 Dixie Highway,Louisville,3,2,4,2,Empire Beauty School-Dixie,38.167059,11,-85.830866,-2,1,5,2,6,KY,157669,40216
7285 Turfway Rd,Florence,3,2,4,2,Empire Beauty School-Florence,39.011018,21,-84.627357,-2,1,5,2,6,KY,157678,41042
7283 Dixie Hwy,Louisville,3,2,4,2,Trend Setters' Academy of Beauty Culture-Louisville,38.146034,11,-85.837659,-2,1,5,3,6,KY,157827,40258
702 Professional Dr N,Shreveport,3,2,2,3,American School of Business,32.414975,12,-93.724963,-2,1,5,6,9,LA,158158,71105-5646
8820 Jewella Ave,Shreveport,3,2,1,3,Ayers Career College,32.418291,12,-93.798229,-2,1,5,5,9,LA,158246,71118
9352 Interline Ave,Baton Rouge,3,2,3,2,Baton Rouge School of Computers,30.427256,12,-91.070821,-2,1,5,6,6,LA,158343,70809
2740 Canal St,New Orleans,3,2,3,2,Cameron College,29.965586,11,-90.088158,-2,1,5,7,6,LA,158440,70119
603 Natchitoches St,West Monroe,3,2,2,3,Cloyd's Beauty School 1 Inc,32.499877,22,-92.126977,-2,1,5,3,9,LA,158538,71291-0603
209 N. Broad,New Orleans,3,2,1,3,Crescent City Bartending School,29.966614,11,-90.086573,-2,1,5,3,9,LA,158617,70119
10120 Red Oaks Dr.,Baton Rouge,3,2,2,3,D'Jay's School of Beauty Arts and Sciences,30.462232,12,-91.071568,-2,1,5,4,9,LA,158644,70815
3430 Fifth Avenue,Lake Charles,3,2,2,3,Demmons School of Beauty,30.222689,13,-93.21874,-2,1,5,1,9,LA,158778,70607
923 Florida Blvd,Denham Springs,3,2,2,3,Denham Springs Beauty School,30.484636,21,-90.944774,-2,1,5,2,9,LA,158787,70726
1141 Shreveport Barksdale Highway,Shreveport,3,2,2,3,Guy's Shreveport Academy of Cosmetology Inc,32.483496,12,-93.705504,-2,1,5,5,9,LA,159027,71105
540 Robert E. Lee Blvd.,New Orleans,3,2,2,3,John Jay Beauty College,30.01925,11,-90.107891,-2,1,5,1,9,LA,159319,70124
2844 Tennessee Ave,Kenner,3,2,2,3,John Jay Beauty College,30.00734,21,-90.230327,-2,1,5,3,9,LA,159328,70062
2834 S Sherwood Forest Blvd Ste A,Baton Rouge,3,2,2,3,Aveda Institute-Baton Rouge,30.425546,12,-91.053805,-2,1,5,1,9,LA,159513,70816-2246
2922 Johnston St,Lafayette,3,2,2,3,Aveda Institute-Lafayette,30.206168,12,-92.042092,-2,1,5,2,9,LA,159522,70503-3246
550 E Laurel,Eunice,3,2,2,3,Louisiana Academy of Beauty,30.49566,32,-92.41062,-2,1,5,2,9,LA,159531,70535
529 E Vine St,Opelousas,3,2,2,3,Opelousas School of Cosmetology Inc,30.531104,31,-92.078121,-2,1,5,2,9,LA,159601,70570
1701 Old Minden Rd Ste 36,Bossier City,3,2,2,3,Pat Goins Benton Road Beauty School,32.516132,13,-93.71635,-2,1,5,3,9,LA,160117,71111
3138 Louisville Ave,Monroe,3,2,2,3,Pat Goins Monroe Beauty School,32.522115,13,-92.086177,-2,1,5,3,9,LA,160126,71201-5135
213 W Alabama Ave,Ruston,3,2,2,3,Pat Goins Ruston Beauty School,32.528018,32,-92.639693,-2,1,5,2,9,LA,160135,71270
1008 Main Street,Pineville,3,2,2,3,Pineville Beauty School,31.325645,23,-92.43115,-2,1,5,4,9,LA,160199,71360-0000
1355 Polders Lane,Covington,3,2,2,3,Aveda Institute-Covington,30.494047,23,-90.104224,-2,1,5,2,9,LA,160320,70433
740 Oak Harbor Blvd,Slidell,3,2,2,3,Vanguard College of Cosmetology-Slidell,30.228064,23,-89.778542,-2,1,5,1,9,LA,160445,70458-0458
300 Howard Ave,Houma,3,2,2,3,South Louisiana Beauty College,29.592736,13,-90.696282,-2,1,5,3,9,LA,160472,70363
401 Opelousas Avenue,New Orleans,3,2,2,3,Stevensons Academy of Hair Design,29.948489,11,-90.052369,-2,1,5,5,9,LA,160597,70114
99 Farm Road,Bangor,3,2,3,2,Beal College,44.785249,13,-68.780752,-2,1,1,11,6,ME,160995,4401
215 Fitchburg St,Marlborough,1,2,2,3,Assabet Valley Regional Technical School,42.36834,21,-71.565261,-2,1,1,1,7,MA,164535,1752
333 Shrewsbury St,Worcester,3,2,1,3,Bancroft School of Massage Therapy,42.26931,12,-71.778773,-2,1,1,1,9,MA,164599,1604
225 Turnpike St,Canton,3,2,2,3,Bay State School of Technology,42.179506,21,-71.113455,-2,1,1,8,9,MA,164678,02021-2358
700 York Rd,Towson,3,2,2,3,Fortis Institute-Towson,39.403271,13,-76.604593,-2,1,2,5,9,MD,163347,21204-9840
8736 Arliss St,Silver Spring,3,2,2,3,Montgomery Beauty School,38.999774,13,-77.001486,-2,1,2,1,9,MD,163408,20901
