Addr,City,Control,Hbcu,Hloffer,Iclevel,Instnm,Latitude,Locale,Longitud,Newid,Number of Records,Obereg,Prgmofr,Sector,Stabbr,Unitid,ZIP
2443 West Lucas Street,Florence,3,2,2,3,Kenneth Shuler School of Cosmetology-Florence,34.23883,23,-79.809171,-2,1,5,3,9,SC,460011,29501
8131 Kingston St Ste 300 - 400,Avon,3,2,2,3,Avant Gard The School,39.75967,21,-86.378261,-2,1,3,2,9,IN,460057,46123
1411 Railroad Ave,Bellingham,3,2,2,3,Toni & Guy Hairdressing Academy-Bellingham,48.75066,13,-122.476441,-2,1,8,1,9,WA,460066,98225
815 S State St,Davison,3,2,2,3,Ross Medical Education Center-Davison,43.021555,21,-83.517726,-2,1,3,4,9,MI,460093,48423
445 E University Dr,Granger,3,2,2,3,Ross Medical Education Center-Granger,41.71857,13,-86.174251,-2,1,3,4,9,IN,460109,46530
"5555 Youngstown-Warren Rd, Unit 909",Niles,3,2,2,3,Ross Medical Education Center-Niles,41.21108,21,-80.750931,-2,1,3,4,9,OH,460118,44446
44958 Ford Rd,Canton,3,2,2,3,Ross Medical Education Center-Canton,42.322134,21,-83.482189,-2,1,3,4,9,MI,460127,48187
10201 Katy Freeway,Houston,3,2,4,2,Pima Medical Institute-Houston,29.78295,11,-95.548461,-2,1,6,13,6,TX,460136,77024
530 S. State St.,Chicago,3,2,2,3,Illinois Center for Broadcasting–Chicago Campus,41.87496,11,-87.627971,-2,1,3,1,9,IL,460145,60605
734 SE Military,San Antonio,3,2,2,3,South Texas Vocational Technical Institute-San Antonio,29.35599,11,-98.4891,-2,1,6,3,9,TX,460172,78216
12606 Greenville Ave Ste 130,Dallas,3,2,4,2,Concorde Career Institute-Dallas,32.91856,11,-96.741711,-2,1,6,9,6,TX,460181,75243
3444 McCrory Place,Orlando,3,2,3,2,Concorde Career Institute-Orlando,28.55984,12,-81.340421,-2,1,5,10,6,FL,460190,32803
4803 NW Loop 410,San Antonio,3,2,4,2,Concorde Career Institute-San Antonio,29.49002,11,-98.582341,-2,1,6,8,6,TX,460206,78229
500 West Santa Ana Blvd,Santa Ana,3,2,2,3,Everest College-Santa Ana,33.74756,11,-117.872801,-2,1,8,9,9,CA,460367,92701
"500 8th Ave., 8th Floor",New York,3,2,2,3,Hair Design Institute at Fifth Avenue-New York,40.75301,11,-73.992421,-2,1,2,1,9,NY,460446,10018
302 N Goodman St Ste 200,Rochester,3,2,2,3,Onondaga School of Therapeutic Massage-Rochester,43.15865,12,-77.583691,-2,1,2,1,9,NY,460455,14607
"47120 Dune Palms Ste C-2, D and E",La Quinta,3,2,2,3,Milan Institute of Cosmetology-La Quinta,33.70601,21,-116.27686,-2,1,8,3,9,CA,460516,92253
1021 W. Hemingway,Nampa,3,2,1,3,Milan Institute-Nampa,43.600821,22,-116.593523,-2,1,7,6,9,ID,460525,83651
"1580 George Dieter Dr., Ste 207",El Paso,3,2,2,3,Milan Institute of Cosmetology-El Paso,31.74942,11,-106.300611,-2,1,6,3,9,TX,460534,79925
5151 Regent Blvd.,Irving,3,2,2,3,Universal Technical Institute - Dallas Fort Worth,32.93806,12,-97.012741,-2,1,6,3,9,TX,460543,75063
272 North Bedford Rd,Mt. Kisco,3,2,2,3,Finger Lakes School of Massage,41.21709,21,-73.718171,-2,1,2,1,9,NY,460552,10549
306 Main Ave S,Park Rapids,3,2,2,3,Park Avenue School of Cosmetology,46.9196,33,-95.059451,-2,1,4,1,9,MN,460561,56470-1551
670 N. Commercial St. Suite 403,Manchester,3,2,2,3,Salter School of Nursing and Allied Health,42.9975,12,-71.468411,-2,1,1,3,9,NH,460570,3103
950 Kings Hwy,New Bedford,3,2,1,3,Salter School-New Bedford,41.67488,22,-70.941711,-2,1,1,3,9,MA,460589,2745
20 South 69th St,Upper Darby,3,2,2,3,Harris School of Business-Upper Darby Campus,39.95908,21,-75.258801,-2,1,2,2,9,PA,460598,19082
200 Great Meadows Rd,Stratford,1,2,4,2,Stratford School of Aviation Maintenance Technicians,41.16124,13,-73.13076,-2,1,1,1,4,CT,460604,6615
1440 79th St Causeway Ste 100,Miami Beach,3,2,2,3,Hollywood Institute of Beauty Careers,25.84825,21,-80.15473,-2,1,5,7,9,FL,460631,33141
501 Main Street,Woodland,3,2,2,3,Cambridge Junior College-Woodland,38.67783,23,-121.774381,-2,1,8,2,9,CA,460659,95695
2733 W Avenue L,Lancaster,3,2,2,3,Western Beauty Institute,34.66194,21,-118.180561,-2,1,8,5,9,CA,460686,93536
44 Shelter Rock Rd,Danbury,3,2,2,3,Ridley-Lowell Business & Technical Institute-Danbury,41.38993,13,-73.429921,-2,1,1,6,9,CT,460695,6810
985 E Memorial Blvd,Lakeland,3,2,2,3,Artistic Nails and Beauty Academy-Lakeland,28.05287,13,-81.946581,-2,1,5,5,9,FL,460701,33801
"1720 Old Fort Pkwy, Suite L200",Murfreesboro,3,2,2,3,Paul Mitchell the School-Murfreesboro,35.8485,12,-86.418411,-2,1,5,2,9,TN,460710,37129
22952 Alcalde Drive,Laguna Hills,3,2,5,1,Allied American University,33.62311,21,-117.729351,-2,1,8,35,3,CA,460729,92653-1337
85 Tunnel Road,Asheville,3,2,2,3,Carolina College of Hair Design,35.59477,13,-82.532911,-2,1,5,1,9,NC,460765,28805-1232
98 Poplar Street,Blackfoot,1,2,1,3,College of Massage Therapy,43.192948,32,-112.347384,-2,1,7,1,7,ID,460808,83221-1758
325 Northwest 13th Avenue,Portland,3,2,4,2,Aveda Institute-Portland,45.52484,11,-122.684541,-2,1,8,3,6,OR,460862,97209-3144
3330 Parkcrest Lane,Cincinnati,3,2,2,3,The Salon Professional Academy-Cincinnati,39.14616,11,-84.621191,-2,1,3,3,9,OH,460905,45211-2660
13402 North Scottsdale Road; Suite B160,Scottsdale,3,2,2,3,Penrose Academy,33.60796,11,-111.926421,-2,1,6,6,9,AZ,460914,85254-4065
25 Ronnies Plaza,Saint Louis,3,2,2,3,Skin Institute,38.526494,21,-90.362952,-2,1,4,1,9,MO,460932,63126
300 Southwind Road,Siler City,3,2,1,3,Body Therapy Institute,35.77931,42,-79.335181,-2,1,5,1,9,NC,460950,27344-6728
9800 NW 77 Avenue,Hialeah Gardens,3,2,2,3,Beauty Academy of South Florida,25.86289,21,-80.323571,-2,1,5,7,9,FL,460969,33016-2421
17174 Preston Road,Dallas,3,2,2,3,Ogle School Hair Skin Nails-North Dallas,32.984647,11,-96.804009,-2,1,6,3,9,TX,460978,75248-1216
4619 John F Kennedy Boulevard,North Little Rock,3,2,2,3,The Salon Professional Academy-North Little Rock,34.797562,13,-92.255778,-2,1,5,4,9,AR,460987,72116-7310
3141 West Clay Street,St. Charles,3,2,2,3,The Salon Professional Academy-St Charles,38.788184,13,-90.539768,-2,1,4,4,9,MO,460996,63301-1021
1420 Celebration Boulevard Ste 101,Celebration,3,2,5,1,American Institute,28.31233,41,-81.562971,-2,1,5,6,3,FL,461005,34747-5161
2501 Monroe Boulevard,Audubon,3,2,2,3,Star Career Academy-Audubon,40.11858,21,-75.417361,-2,1,2,4,9,PA,461041,19403-2422
2546 Lorain Avenue,Cleveland,3,2,4,2,Allstate Hairstyling & Barber College,41.48396,11,-81.704251,-2,1,3,5,6,OH,461111,44113-3413
"100 Universal City Plaza, Building 9128, Suite 179",Universal City,3,2,7,1,New York Film Academy,34.136113,21,-118.353893,-2,1,8,50,3,CA,461148,91608-1002
3701 International Boulevard,Oakland,3,2,2,3,International College of Cosmetology,37.77491,11,-122.220871,-2,1,8,4,9,CA,461175,94601-3525
151 Wyngate Drive,Monroeville,3,2,2,3,Bella Capelli Academy,40.43278,21,-79.781411,-2,1,2,2,9,PA,461193,15146-2388
133 Jefferson Road Suite 101,Pittsburgh,3,2,4,2,Institute of Medical Careers,40.46534,21,-79.823941,-2,1,2,7,6,PA,461218,15235-3718
3600 Sisk Road,Modesto,3,2,2,3,Toni & Guy Hairdressing Academy-Modesto,37.69058,12,-121.060591,-2,1,8,1,9,CA,461227,95356-0535
1 Corporate Drive Suite 2-J,Palm Coast,1,2,2,3,Flagler Technical Institute,29.55247,21,-81.240211,-2,1,5,21,7,FL,461245,32137-4714
"6400 Laurel Canyon Boulevard, Suite 270",North Hollywood,3,2,2,3,Galaxy Medical College,34.18699,11,-118.395921,-2,1,8,7,9,CA,461254,91606-1593
"225 West Broadway, Suite 115",Glendale,3,2,4,2,American Medical Sciences Center,34.14709,12,-118.257021,-2,1,8,2,6,CA,461263,91204-5108
"648 East State Road, Unit B",American Fork,3,2,4,2,Mandalyn Academy,40.372999,21,-111.78173,-2,1,7,3,6,UT,461272,84003-2161
981 Second Street,Manchester,3,2,2,3,Laird Institute of Spa Therapy,42.96755,12,-71.480871,-2,1,1,4,9,NH,461290,03102-5263
7100 N. W. 17th Avenue,Miami,1,2,4,2,D A Dorsey Educational Center,25.839659,21,-80.225644,-2,1,5,9,4,FL,461306,33147-6304
73-310 U'u Street,Kailua Kona,3,2,1,3,Mauna Loa Helicopters,19.72935,41,-156.041184,-2,1,8,1,9,HI,461333,96740-2650
"86 North University Avenue, Suite 130",Provo,3,2,2,3,Acaydia School of Aesthetics,40.23479,12,-111.658171,-2,1,7,4,9,UT,461342,84601-0000
255 Fifth Avenue,New York,3,2,2,3,Manhattan Institute,40.74479,11,-73.986791,-2,1,2,8,9,NY,461351,10016-6516
1789 Hampton Street,Walterboro,3,2,2,3,Cosmetic Arts Institute,32.89577,32,-80.639021,-2,1,5,1,9,SC,461360,29488-4216
"1 East University Parkway, Suite 110",Baltimore,3,2,1,3,Holistic Massage Training Institute,39.33143,11,-76.616801,-2,1,2,1,9,MD,461379,21218-2407
1950 North Grand Avenue,Sherman,3,2,2,3,Diamonds Cosmetology College,33.656417,13,-96.602559,-2,1,6,1,9,TX,461388,75090-2657
5911 University Avenue #318,San Diego,3,2,2,3,Tramy Beauty School,32.750757,11,-117.069485,-2,1,8,5,9,CA,461397,92115-6347
4557 Washtenaw Avenue,Ann Arbor,3,2,2,3,Scholars Cosmetology University,42.251998,21,-83.670023,-2,1,3,4,9,MI,461403,48108-0000
"200 Little Falls Street, Suite 303",Falls Church,3,2,1,3,Northern Virginia School of Therapeutic Massage,38.88486,21,-77.171901,-2,1,5,1,9,VA,461412,22046-4302
30 Maryland Plaza Suite 200,St. Louis,3,2,2,3,Paul Mitchell the School-St Louis,38.64474,11,-90.262731,-2,1,4,1,9,MO,461421,63108-1554
5150 S. Decatur Blvd.,Las Vegas,3,2,2,3,Advanced Training Institute,36.09589,12,-115.206821,-2,1,8,3,9,NV,461430,89118-1519
"4201 John Marr Drive, Suite 206",Annandale,3,2,2,3,Cosmopolitan Beauty and Tech School,38.831706,21,-77.189181,-2,1,5,1,9,VA,461449,22003-3204
264 S. Randall Road,Elgin,3,2,2,3,The Salon Professional Academy-Elgin,42.026193,12,-88.33886,-2,1,3,9,9,IL,461458,60123-2319
496 S. Pleasantburg Drive,Greenville,3,2,2,3,Salon 496 Barber Academy,34.83147,13,-82.371351,-2,1,5,1,9,SC,461476,29607-2548
9052 South 1510 West,West Jordan,3,2,2,3,Taylor Andrews Academy of Hair Design-West Jordan,40.586388,21,-111.934116,-2,1,7,1,9,UT,461494,84088-6577
2231 North Tustin Avenue,Santa Ana,3,2,2,3,Santa Ana Beauty Academy,33.76664,11,-117.835281,-2,1,8,4,9,CA,461500,92705-7820
570 S Main St,Saint Clair,3,2,2,3,Cosmetology College of Franklin County,38.344295,32,-90.98091,-2,1,4,1,9,MO,461537,63077-1515
4229 Highway 52 North,Rochester,3,2,2,3,Rochester School of Hair Design,44.06759,12,-92.504121,-2,1,4,2,9,MN,461546,55901-4310
1816 Central Ave SW,Albuquerque,3,2,2,3,Aveda Institute-New Mexico,35.09187,11,-106.667721,-2,1,6,2,9,NM,461555,87104-1160
966 Madison Square,Madison,3,2,2,3,Nashville Barber and Style Academy,36.253689,11,-86.717564,-2,1,5,2,9,TN,461564,37115
3925 Industrial Drive,Saint Ann,3,2,2,3,American Trade School,38.72877,21,-90.380171,-2,1,4,3,9,MO,461573,63074-1807
"10024 Skokie Blvd, #301",Skokie,3,2,1,3,Estelle Skin Care and Spa Institute,42.06358,13,-87.747041,-2,1,3,2,9,IL,461582,60077-9945
"1123 Eleventh Avenue, Suite 102",Honolulu,3,2,4,2,Paul Mitchell the School-Honolulu,21.28208,11,-157.800461,-2,1,8,2,6,HI,461591,96816-2433
"56300 Twentynine Palms Highway, Suite 113",Yucca Valley,3,2,2,3,Elite Cosmetology School,34.12129,32,-116.435411,-2,1,8,3,9,CA,461607,92284-2860
10316 Shawnee Mission Parkway,Shawnee,3,2,2,3,Academy of Aesthetic Arts,39.01583,21,-94.706671,-2,1,4,1,9,KS,461616,66203-3502
"Ave Castiglioni U-27, Bayamon Garden",Bayamon,3,2,2,3,American Technical Institute,18.375939,21,-66.177693,-2,1,9,1,9,PR,461625,00957-0000
3222 Winona Way,North Highlands,1,2,2,3,Twin Rivers Adult School,38.65085,21,-121.389191,-2,1,8,5,7,CA,461634,95660-5523
3419 North Cole Road,Boise,3,2,4,2,Aveda Institute-Boise,43.636369,12,-116.274333,-2,1,7,3,6,ID,461652,83704-4406
"98 East McNab Road, Suite 98",Pompano Beach,3,2,2,3,Progressive Training Centers,26.211064,12,-80.121858,-2,1,5,7,9,FL,461661,33060-9238
10138 US Highway 19,Port Richey,3,2,2,3,American Health Institute,28.304582,21,-82.702554,-2,1,5,6,9,FL,461670,34654-3743
13750 E. Mississippi Avenue,Aurora,3,2,3,2,Pima Medical Institute-South Denver,39.6956,11,-104.831481,-2,1,7,5,6,CO,461689,80012-0000
528 West Lincoln Ave Ste B100,Anaheim,3,2,2,3,Real Barbers College,33.83353,11,-117.920621,-2,1,8,7,9,CA,461698,92805-2962
43 Bridge Street,Augusta,3,2,2,3,Capilo School of Hair Design,44.317554,32,-69.777061,-2,1,1,5,9,ME,461704,04330-0000
5110 East Fifth Street,Tucson,3,2,1,3,Pure Aesthetics,32.22855,11,-110.883491,-2,1,6,2,9,AZ,461713,85711-2328
1059 Shive Lane,Bowling Green,3,2,4,2,Lindsey Institute of Cosmetology,36.94734,13,-86.420761,-2,1,5,3,6,KY,461722,42103-8036
1550 South 1st Avenue,Iowa City,3,2,4,2,The Salon Professional Academy-Iowa City,41.64259,13,-91.503041,-2,1,4,3,6,IA,461731,52240-6083
"1515 South Buckner Boulevard, Suite 147",Dallas,3,2,2,3,Buckner Barber School,32.738573,11,-96.683035,-2,1,6,1,9,TX,461740,75217-1775
"386 Park Avenue South, Suite 1409",New York,3,2,1,3,Atelier Esthetique Institute of Esthetics,40.74306,11,-73.984851,-2,1,2,1,9,NY,461768,10016-8804
25 West Main Street,Waupun,3,2,4,2,Advanced College of Cosmetology,43.63283,32,-88.736121,-2,1,3,1,6,WI,461786,53963-0000
12004 West 95th Street,Lenexa,3,2,2,3,Entourage Institute of Beauty and Esthetics,38.958,21,-94.725291,-2,1,4,3,9,KS,461801,66215-3803
1907 West Mississippi Avenue,Denver,3,2,2,3,United Beauty College,39.69726,11,-105.011261,-2,1,7,5,9,CO,461810,80223-2936
305 Kearny Street,San Francisco,3,2,2,3,Cinta Aveda Institute,37.7909,11,-122.404211,-2,1,8,2,9,CA,461829,94108-3204
3709 Hempstead Turnpike,Levittown,3,2,1,3,Long Island Nail & Skin Care Institute,40.725716,21,-73.498936,-2,1,2,4,9,NY,461838,11756-1316
5200 Lankershim Boulevard - Suite 150,North Hollywood,3,2,2,3,Southern California Health Institute,34.16535,11,-118.374371,-2,1,8,3,9,CA,461856,91601-3154
68 South Harrison,East Orange,3,2,2,3,Best Care Training Institute,40.76522,21,-74.220921,-2,1,2,5,9,NJ,461865,07018-1703
306 State Street,Beloit,3,2,4,2,First Class Cosmetology School,42.498817,13,-89.035927,-2,1,3,1,6,WI,461874,53511-0000
"16250 Northland Drive, Suite 205",Southfield,3,2,2,3,Abcott Institute,42.44639,13,-83.210611,-2,1,3,1,9,MI,461892,48075-5227
"3701 80th Street, Suite B",Kenosha,3,2,4,2,The Salon Professional Academy-Kenosha,42.558873,22,-87.852807,-2,1,3,4,6,WI,461908,53142-4950
8751 US 31 Highway South,Indianapolis,3,2,2,3,Paul Mitchell the School-Indianapolis,39.639181,11,-86.129199,-2,1,3,2,9,IN,461917,46227-6252
"42 South River Road, Suite 2",St. George,3,2,4,2,Taylor Andrews Academy-St George,37.107829,13,-113.555163,-2,1,7,3,6,UT,461926,84790-2139
209 South Commercial Street,Seymour,3,2,2,3,Seymour Beauty Academy,37.14678,42,-92.769771,-2,1,4,4,9,MO,461935,65746-8743
"16800 South Chandler Road, Suite 101",East Lansing,3,2,2,3,Protege Academy,42.7734,21,-84.485081,-2,1,3,3,9,MI,461944,48823-8660
"51 US RT 1, Suite K",Scarborough,3,2,2,3,Northeast Technical Institute,43.60867,22,-70.315691,-2,1,1,10,9,ME,461962,04074-0000
916 South Main Street,Salinas,3,2,2,3,Salinas Beauty College Inc,36.66377,12,-121.657791,-2,1,8,1,9,CA,461971,93901-2405
2238 El Camino Real,Santa Clara,3,2,2,3,Academy for Salon Professionals,37.35176,12,-121.963421,-2,1,8,2,9,CA,461980,95050-4057
175 Benedict Avenue,Norwalk,3,2,4,2,Elite School of Cosmetology,41.23337,32,-82.608261,-2,1,3,1,6,OH,461999,44857-2714
"9490 South Eastern Avenue, Suite 100",Las Vegas,3,2,4,2,Paul Mitchell the School-Las Vegas,36.01644,11,-115.117541,-2,1,8,1,6,NV,462008,89123-8014
1012 South Reed Road,Kokomo,3,2,2,3,The Salon Professional Academy-Kokomo,40.47647,13,-86.107547,-2,1,3,4,9,IN,462017,46901-6248
3150 McGehee Road,Montgomery,3,2,2,3,Hair Academy,32.33742,12,-86.256881,-2,1,5,4,9,AL,462026,36111-2201
4387 Colonial Boulevard,Fort Myers,3,2,2,3,Florida Academy,26.607288,13,-81.824346,-2,1,5,6,9,FL,462035,33966-1155
2770 W. Grand Avenue,Waukegan,3,2,2,3,State Career College,42.371,21,-87.870451,-2,1,3,3,9,IL,462053,60085-5129
8372 Topanga Canyon Boulevard,Canoga Park,3,2,2,3,Academy for Salon Professionals,34.2221,11,-118.605351,-2,1,8,2,9,CA,462062,91304-2305
"15303 East Sprague Avenue, Suite C",Spokane Valley,3,2,4,2,Paul Mitchell The School-Spokane,47.65805,13,-117.199441,-2,1,8,2,6,WA,462071,99037-5041
1405 East North,Victoria,3,2,2,3,Manuel and Theresa's School of Hair Design-Victoria,28.800255,13,-96.991738,-2,1,6,1,9,TX,470296,77902-7076
1250 E. Cooley Drive,Colton,3,2,4,2,Coast Career Institute,34.05395,21,-117.307511,-2,1,8,7,6,CA,470302,92324-3956
6458 North Sheridan Road,Chicago,3,2,2,3,Tricoci University of Beauty Culture-Chicago NE,41.999893,11,-87.660768,-2,1,3,3,9,IL,470393,60626-5232
5900 Sepulveda Blvd Ste 101,Van Nuys,3,2,2,3,Marian Health Careers Center-Van Nuys Campus,34.17755,11,-118.465531,-2,1,8,1,9,CA,475282,91411
710 South Tonopah,Las Vegas,3,2,1,3,Milan Institute-Las Vegas,36.16186,11,-115.170281,-2,1,8,5,9,NV,475325,89106-4031
14454 North US Highway 169,Smithville,3,2,2,3,Donna's Academy of Hair Design,39.355923,21,-94.58349,-2,1,4,2,9,MO,475389,64089-9042
"410 E Bell Road, Suite G100",Phoenix,3,2,2,3,Avalon School of Cosmetology-Phoenix,33.64132,11,-112.068591,-2,1,6,5,9,AZ,474915,85022
1992 W Antelope Dr,Layton,3,2,4,2,Avalon School of Cosmetology-Layton,41.089208,21,-112.002413,-2,1,7,4,6,UT,474924,84041
552 E Woolbright Rd,Boynton Beach,3,2,2,3,Hair Design Institute,26.514495,21,-80.060427,-2,1,5,1,9,FL,474933,33435
2289 E Semoran Blvd,Apopka,3,2,2,3,Hair Design Institute,28.67506,21,-81.468531,-2,1,5,1,9,FL,474942,32703
6905 Mills Civic Pkwy Suite 120,West Des Moines,3,2,4,2,Aveda Institute-Des Moines,41.561759,13,-93.802636,-2,1,4,3,6,IA,475015,50266
"2572 Brunswick Pike, Suite 100",Lawrenceville,3,2,2,3,Fortis Institute-Lawrenceville,40.261068,21,-74.722918,-2,1,2,6,9,NJ,475024,8648
4511 SE 29th St,Oklahoma City,3,2,2,3,American Broadcasting School-Online Program,35.435309,21,-97.436906,-2,1,6,1,9,OK,475255,73115
2200 North Irving Street,Allentown,3,2,1,3,International Academy of Medical Reflexology,40.63998,21,-75.449001,-2,1,2,1,9,PA,475088,18109
700 West Hamilton Avenue,Campbell,3,2,1,3,International Culinary Center-California,37.29397,21,-121.961511,-2,1,8,4,9,CA,475097,95008
3470 Eastdale Cir,Montgomery,3,2,3,2,Fortis College-Montgomery,32.3846,12,-86.202684,-2,1,5,2,6,AL,475130,36117
4641 North Ashland Avenue,Chicago,2,2,2,3,Northwestern Institute of Health and Technology,41.966218,11,-87.669311,-2,1,3,1,8,IL,462293,60640-4785
415 Airport Road,Elgin,3,2,1,3,J Renee Career Facilitation,42.07035,12,-88.289481,-2,1,3,2,9,IL,462309,60123
"1658 Cole Boulevard, Suite 50",Lakewood,3,2,1,3,National Personal Training Institute of Colorado,39.74087,12,-105.154321,-2,1,7,1,9,CO,462318,80401-3304
"4305 Beverly Street, Suite F",Colorado Springs,3,2,1,3,National Personal Training Institute of Colorado,38.89411,11,-104.754531,-2,1,7,1,9,CO,462327,80918-5925
5225 San Fernando Road West,Los Angeles,3,2,2,3,International College of Beauty Arts & Sciences,34.147202,11,-118.272624,-2,1,8,3,9,CA,462336,90039-1012
335 Vertin Boulevard,Shorewood,3,2,2,3,The Salon Professional Academy-Shorewood,41.540644,21,-88.200722,-2,1,3,1,9,IL,462345,60404-8789
645 Shawinigan Drive,Chicopee,3,2,3,2,Salter College-Chicopee,42.162329,21,-72.519197,-2,1,1,4,6,MA,466523,01020-3744
2803 Brewerton Road,Mattydale,3,2,2,3,Continental School of Beauty Culture-Mattydale,43.1063,21,-76.148481,-2,1,2,3,9,NY,467094,13211-1003
7414 South Cicero Avenue,Bedford Park,3,2,2,3,Everest College-Bedford Park,41.75753,21,-87.742821,-2,1,3,6,9,IL,467155,60629-5819
1040 East Tallmidge Avenue,Akron,3,2,2,3,Fortis College-Akron,41.10027,12,-81.477041,-2,1,3,2,9,OH,467340,44310-0000
"901 Corporate Center Drive, Ste. 300",Pomona,3,2,3,2,Carrington College California-Pomona,34.06302,21,-117.803691,-2,1,8,6,6,CA,467368,91768-2642
6521 Highway 6 North,Houston,3,2,2,3,Regency Beauty Institute-Copperwood,29.872322,11,-95.645317,-2,1,6,1,9,TX,467508,77084-0000
2614 South Shackleford Road,Little Rock,3,2,2,3,Regency Beauty Institute-Little Rock,34.730956,12,-92.394991,-2,1,5,1,9,AR,467517,72205-0000
8660 Pulaski Highway,Baltimore,3,2,2,3,Regency Beauty Institute-Baltimore Golden Ring,39.33659,21,-76.484301,-2,1,2,1,9,MD,467526,21237-0000
"1120 McRae Boulevard, Building D",El Paso,3,2,2,3,Regency Beauty Institute-El Paso,31.760965,11,-106.354895,-2,1,6,1,9,TX,467535,79925-0000
9200 Arlington Expressway,Jacksonville,3,2,2,3,Regency Beauty Institute-Jacksonville Regency,30.322175,11,-81.557884,-2,1,5,1,9,FL,467544,32225-0000
8239 Kingston Pike,Knoxville,3,2,2,3,Regency Beauty Institute-Knoxville,35.924309,12,-84.055053,-2,1,5,1,9,TN,467553,37919-0000
4107 Steele Boulevard,Fayetteville,3,2,2,3,Regency Beauty Institute-Fayetteville,36.1264,13,-94.156211,-2,1,5,1,9,AR,467562,72703-0000
"3415 East Saginaw Street, Suite E",Lansing,3,2,2,3,Regency Beauty Institute-Lansing,42.740766,12,-84.5041,-2,1,3,1,9,MI,467571,48912-0000
20 Blanding Boulevard,Orange Park,3,2,2,3,Regency Beauty Institute-Jacksonville Orange Park,30.188388,21,-81.739538,-2,1,5,1,9,FL,467580,32073-0000
"5657 Northwest Highway, Suite C1",Crystal Lake,3,2,2,3,Regency Beauty Institute-Crystal Lake,42.226139,21,-88.307694,-2,1,3,1,9,IL,467599,60014-0000
11740 Sudley Manor Drive,Manassas,3,2,2,3,Regency Beauty Institute-Manassas,38.784323,21,-77.518139,-2,1,5,1,9,VA,467605,20109-0000
5939 East 82nd Street,Indianapolis,3,2,2,3,Regency Beauty Institute-Castleton,39.90465,11,-86.066141,-2,1,3,1,9,IN,467614,46250-0000
2293 Gallatin Pike North,Madison,3,2,2,3,Regency Beauty Institute-North Nashville,36.307986,11,-86.683216,-2,1,5,1,9,TN,467623,37115-0000
"2711 LaFrontera, Suite 110",Round Rock,3,2,2,3,Regency Beauty Institute-Round Rock,30.48055,12,-97.684001,-2,1,6,1,9,TX,467632,78681-0000
"2505 Southland Mall, Store 2495D",Merrillville,3,2,2,3,Regency Beauty Institute-Merrillville,41.468369,21,-87.310948,-2,1,3,1,9,IN,467641,46410-0000
5002 Cross Road,Roanoke,3,2,2,3,Regency Beauty Institute-Roanoke,37.31712,13,-79.956601,-2,1,5,1,9,VA,467650,24012-0000
1554 Spring Meadows Drive,Holland,3,2,2,3,Regency Beauty Institute-Toledo,41.61663,21,-83.697697,-2,1,3,1,9,OH,467669,43528-0000
"8201 South Gessner Drive, Suite A",Houston,3,2,2,3,Regency Beauty Institute-SW Houston,29.69022,11,-95.532651,-2,1,6,1,9,TX,467678,77036-0000
"2841 Greenbriar Parkway, SW",Atlanta,3,2,2,3,Everest College-Atlanta West,33.69045,11,-84.489611,-2,1,5,5,9,GA,467784,30331-2620
353 E. Campus Mall,Madison,3,2,4,2,Advanced Institute of Hair Design-Madison,43.072648,12,-89.398944,-2,1,3,1,6,WI,467809,53715-1030
700 Gervais Street Suite D,Columbia,3,2,2,3,Paul Mitchell The School-Columbia,33.998687,12,-81.041517,-2,1,5,1,9,SC,467863,29201-3126
"4952 Centre Pointe Drive, Suite 114",North Charleston,3,2,2,3,Paul Mitchell The School-Charleston,32.8746,13,-80.022641,-2,1,5,2,9,SC,467872,29418-6993
"1101 West North Avenue, Suite 1",Melrose Park,3,2,2,3,Everest College-Melrose Park,41.908234,21,-87.846589,-2,1,3,6,9,IL,467881,60160-1526
3528-A Earl E. Morris Jr. Highway,Greenville,3,2,2,3,Kenneth Shuler School of Cosmetology-Greenville,34.783901,21,-82.475324,-2,1,5,2,9,SC,467906,29611-7553
"1020 Green Acres Road, # 15",Eugene,2,2,4,2,Northwest College-Eugene,44.09207,12,-123.096891,-2,1,8,9,5,OR,468246,97401-1715
8345 South West Nyberg Road,Tualatin,2,2,4,2,Northwest College-Tualatin,45.382921,21,-122.762374,-2,1,8,9,5,OR,468255,97062-9462
8111 Preston Highway,Louisville,3,2,4,2,Trend Setters' Academy of Beauty Culture-Louisville,38.13488,11,-85.684061,-2,1,5,3,6,KY,468705,40219-3805
1011 5th Street,Miami Beach,3,2,2,3,Beauty Schools of America,25.77483,13,-80.138551,-2,1,5,6,9,FL,468732,33139-6504
"930 Los Coches Drive, Suite 103",Soledad,2,2,2,3,CET-Soledad,36.415003,32,-121.317773,-2,1,8,3,8,CA,468769,93960-2996
144 Main Street,Lockport,3,2,2,3,MarJon School of Beauty ltd-Lockport,43.17033,31,-78.688891,-2,1,2,1,9,NY,468866,14094-3702
7045 Southwest Freeway,Houston,3,2,2,3,Houston Training Schools-Southwest,29.70789,11,-95.507201,-2,1,6,2,9,TX,468875,77074-2007
3321 Hessmer Avenue,Metairie,3,2,2,3,Vanguard College of Cosmetology-Metairie,30.00481,12,-90.163241,-2,1,5,2,9,LA,468893,70002-4705
"150 Taylor Station Road, Suite 200",Columbus,3,2,2,3,Heritage College-Columbus,39.98265,11,-82.841521,-2,1,3,6,9,OH,469054,43213
