Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Grcohrt,Number of Records,Pgrcohrt,Ret Nmf,Ret Pcf,Rrftcta,Rrftct,Rrftex,Stufacr,Ugentern,Unitid (Ef2013D),Unitid
21935,25063,,21935,25063,,21935,25063,,2,1,5,2,67,3,3,0,8,44,428268,428268
27172,30676,34618,27172,30676,34618,27172,30676,34618,142,1,43,81,57,142,142,0,19,332,428286,428286
17678,24914,,17678,24914,,17678,24914,,28,1,74,19,76,25,25,0,13,38,428329,428329
7473,14079,,7473,14079,,10281,16887,,183,1,31,51,60,85,85,0,15,598,428392,428392
27100,30604,32593,27100,30604,32593,27100,30604,32593,191,1,46,47,51,93,93,0,16,414,428444,428444
10944,17854,,10944,17854,,10944,17854,,5,1,1,2,100,2,2,0,22,351,429128,429128
22431,29926,,22431,29926,,22431,29926,,76,1,87,0,,0,0,0,20,87,429599,429599
19157,34457,,19157,34457,,19157,34457,,,1,,60,83,72,72,0,17,,430050,430050
15570,24552,,15570,24552,,15570,24552,,11,1,11,8,35,23,23,0,11,103,430087,430087
19407,30632,,19407,30632,,19407,30632,,44,1,29,28,67,42,42,0,15,150,430148,430148
19056,26352,,19056,26352,,19056,26352,,55,1,89,44,76,58,58,0,16,62,430157,430157
18009,25305,,18009,25305,,18009,25305,,49,1,89,47,80,59,59,0,20,55,430166,430166
21147,32064,,21147,32064,,21147,32064,,25,1,7,4,44,9,9,0,19,373,430184,430184
22431,29926,,22431,29926,,22431,29926,,70,1,82,0,,0,0,0,18,85,430263,430263
,,,,,,,,,,1,,7,70,10,10,0,4,,430306,430306
22431,29926,,22431,29926,,22431,29926,,36,1,69,11,29,38,40,2,15,52,430351,430351
22431,29926,,22431,29926,,22431,29926,,31,1,63,20,61,33,34,1,21,49,430360,430360
22431,29926,,22431,29926,,22431,29926,,49,1,72,0,,0,0,0,17,68,430379,430379
22431,29926,,22431,29926,,22431,29926,,49,1,72,0,,0,0,0,12,68,430388,430388
36334,43624,,36334,43624,,36334,43624,,23,1,79,0,,0,0,0,19,29,430485,430485
10593,15093,,10593,15093,,16443,20943,,6,1,46,1,100,1,1,0,6,13,430670,430670
25810,39610,35060,25810,39610,35060,25810,39610,35060,95,1,72,78,81,96,96,0,13,132,430810,430810
11751,23110,,11751,23110,,11751,23110,,,1,,9,64,14,14,0,8,,430883,430883
7880,9490,,7880,9490,,7880,9490,,244,1,68,129,56,229,229,0,30,361,430935,430935
,,,,,,,,,,1,,9,69,13,13,0,8,,430971,430971
,,,,,,,,,,1,,16,94,17,17,0,8,,431105,431105
11045,13045,,11045,13045,,11045,13045,,,1,,82,93,88,88,0,15,,431123,431123
11160,15892,,11160,15892,,11160,15892,,,1,,74,71,104,104,0,16,,431309,431309
28198,36940,,28198,36940,,28198,36940,,,1,,7,30,23,23,0,12,,431600,431600
,,,,,,,,,,1,,31,86,36,36,0,7,,431707,431707
,,,,,,,,,,1,,13,100,13,13,0,8,,431770,431770
10412,10212,,10412,10212,,10412,10212,,,1,,22,59,37,37,0,15,,431929,431929
,,18000,,,18000,,,18000,37,1,95,18,100,18,18,0,27,39,431983,431983
18086,24316,,18086,24316,,18086,24316,,,1,,42,72,58,58,0,13,,432223,432223
18150,24380,,18150,24380,,18150,24380,,,1,,39,48,81,81,0,13,,432232,432232
18150,24380,,18150,24380,,18150,24380,,,1,,31,53,59,59,0,12,,432241,432241
23235,35819,,23235,35819,,23235,35819,,,1,,10,83,12,12,0,13,,432384,432384
29100,40350,40350,29100,40350,40350,29100,40350,40350,87,1,77,64,74,87,87,0,11,113,432524,432524
29251,35893,35317,29251,35893,35317,29251,35893,35317,299,1,52,118,61,195,195,0,21,578,432533,432533
27984,37624,,27984,37624,,27984,37624,,3,1,11,1,33,3,3,0,11,28,433004,433004
,,,,,,,,,,1,,29,91,32,32,0,5,,433040,433040
,,,,,,,,,,1,,1,33,3,3,0,6,,433174,433174
6970,13270,,6970,13270,,6970,13270,,,1,,39,75,52,52,0,41,,433387,433387
16476,26492,,16476,26492,,16476,26492,,25,1,11,4,67,6,6,0,15,236,433420,433420
16037,28673,,16037,28673,,16037,28673,,18,1,45,1,25,4,4,0,14,40,433536,433536
19744,24490,26879,19744,24490,26879,19744,24490,26879,23,1,48,15,44,34,34,0,5,48,433563,433563
10718,20142,19102,10718,20142,19102,30040,39464,38424,2668,1,68,2059,77,2687,2687,0,22,3906,433660,433660
8187,14103,,8187,14103,,8187,14103,,18,1,49,3,27,11,11,0,6,37,434016,434016
18995,26583,,18995,26583,,18995,26583,,1,1,0,0,,0,0,0,12,220,434034,434034
22431,29926,,22431,29926,,22431,29926,,71,1,67,0,,0,0,0,24,106,434052,434052
7977,16766,,7977,16766,,10658,19447,,779,1,32,339,53,640,641,1,26,2461,434061,434061
24902,30525,,24902,30525,,24902,30525,,,1,,300,70,429,429,0,31,,434317,434317
13862,17990,,13862,17990,,13862,17990,,497,1,51,254,44,576,576,0,19,972,434414,434414
21164,30812,,21164,30812,,21164,30812,,10,1,43,14,78,18,18,0,20,23,434432,434432
21707,33101,,21707,33101,,21707,33101,,19,1,49,0,,0,0,0,10,39,434539,434539
22431,29926,,22431,29926,,22431,29926,,29,1,60,0,,0,0,0,16,48,434548,434548
22431,29926,,22431,29926,,22431,29926,,42,1,75,0,,0,0,0,24,56,434557,434557
22431,29926,,22431,29926,,22431,29926,,42,1,82,13,41,32,32,0,19,51,434566,434566
22431,29926,,22431,29926,,22431,29926,,41,1,84,27,63,43,43,0,25,49,434575,434575
7770,19544,17620,7770,19544,17620,8970,20744,18820,21,1,26,6,40,15,15,0,6,80,434584,434584
8637,16063,,11471,18897,,14435,21861,,2508,1,35,1310,52,2539,2539,0,18,7260,434672,434672
18814,26110,,18814,26110,,18814,26110,,122,1,97,131,92,142,142,0,17,126,434690,434690
9610,14110,,9610,14110,,9610,14110,,7,1,41,10,67,15,15,0,6,17,434751,434751
21896,30737,,21896,30737,,21896,30737,,,1,,6,35,17,17,0,7,,434812,434812
22719,31361,,22719,31361,,22719,31361,,109,1,74,120,81,148,148,0,15,147,434821,434821
11160,15892,,11160,15892,,11160,15892,,,1,,286,69,415,415,0,20,,434900,434900
10900,20900,17900,10900,20900,17900,10900,20900,17900,1,1,11,9,100,9,9,0,8,9,434937,434937
18137,24367,,18137,24367,,18137,24367,,,1,,21,41,51,51,0,13,,434946,434946
18076,24306,,18076,24306,,18076,24306,,,1,,13,41,32,32,0,15,,434955,434955
17070,23300,,17070,23300,,17070,23300,,,1,,11,58,19,19,0,10,,434973,434973
17070,23300,,17070,23300,,17070,23300,,,1,,21,53,40,40,0,10,,434982,434982
21935,25063,,21935,25063,,21935,25063,,9,1,14,3,43,7,7,0,11,64,436094,436094
20333,26262,,20333,26262,,20333,26262,,,1,,10,43,23,23,0,22,,436182,436182
18561,24490,,18561,24490,,18561,24490,,,1,,44,58,76,76,0,30,,436191,436191
19527,35027,,19527,35027,,19527,35027,,,1,,102,84,122,122,0,20,,436225,436225
8058,16847,,8058,16847,,11741,20530,,229,1,14,146,47,312,312,0,31,1646,436304,436304
22479,28383,,22479,28383,,22479,28383,,6,1,12,4,33,12,12,0,7,50,436438,436438
11160,15892,,11160,15892,,11160,15892,,,1,,178,68,261,261,0,20,,436465,436465
16038,21546,,16038,21546,,16038,21546,,1,1,1,0,,0,0,0,13,139,436483,436483
10625,15125,,10625,15125,,10625,15125,,,1,,11,85,13,13,0,20,,436553,436553
24624,40633,,24624,40633,,24624,40633,,2,1,11,3,75,4,4,0,5,19,436599,436599
18017,29121,25728,18017,29121,25728,18017,29121,25728,10,1,63,3,50,6,6,0,5,16,436614,436614
13506,25278,,13506,25278,,32454,44226,,639,1,73,641,84,760,762,2,19,874,436818,436818
13506,25278,,13506,25278,,32454,44226,,209,1,73,199,79,253,254,1,13,286,436827,436827
13516,25288,,13516,25288,,32464,44236,,222,1,56,209,82,255,255,0,15,393,436836,436836
22431,29926,,22431,29926,,22431,29926,,96,1,91,0,,0,0,0,24,105,437042,437042
22431,29926,,22431,29926,,22431,29926,,88,1,82,0,,0,0,0,27,107,437051,437051
17944,23873,,17944,23873,,17944,23873,,,1,,13,46,28,28,0,29,,437060,437060
10500,17385,,10500,17385,,10500,17385,,5,1,3,2,67,3,3,0,23,168,437097,437097
9030,16509,,9030,16509,,13086,20565,,1385,1,49,616,44,1394,1394,0,28,2841,437103,437103
22431,29926,,22431,29926,,22431,29926,,64,1,78,0,,0,0,0,31,82,437219,437219
,,,,,,,,,,1,,48,94,51,51,0,10,,437237,437237
,,,,,,,,,,1,,158,81,194,194,0,16,,437635,437635
14427,24327,,14427,24327,,14427,24327,,,1,,61,68,90,90,0,9,,437653,437653
,,,,,,,,,,1,,0,,0,0,0,4,,437705,437705
17985,30500,,17985,30500,,17985,30500,,70,1,100,65,63,103,103,0,17,70,437750,437750
28005,33373,,28005,33373,,28005,33373,,69,1,97,42,61,69,69,0,18,71,437848,437848
,,,,,,,,,,1,,32,74,43,43,0,49,,437927,437927
,,,,,,,,,,1,,29,81,36,36,0,20,,437936,437936
30000,37800,,30000,37800,,30000,37800,,,1,,384,64,604,604,0,20,,438151,438151
18025,28384,,18025,28384,,18025,28384,,453,1,52,324,67,484,484,0,20,864,438212,438212
,,,,,,,,,,1,,23,77,30,30,0,20,,438258,438258
,,,,,,,,,,1,,128,76,169,169,0,20,,438337,438337
18150,24380,,18150,24380,,18150,24380,,,1,,29,30,98,98,0,6,,438416,438416
23534,30296,,23534,30296,,23534,30296,,32,1,9,27,63,43,43,0,7,348,438498,438498
20662,27406,,20662,27406,,20662,27406,,38,1,18,29,38,77,77,0,22,209,438586,438586
20290,27034,,20290,27034,,20290,27034,,,1,,,,,,,8,,438601,438601
17070,23300,,17070,23300,,17070,23300,,,1,,28,46,61,61,0,12,,438610,438610
17070,23300,,17070,23300,,17070,23300,,,1,,5,42,12,12,0,2,,438629,438629
18996,26646,,18996,26646,,18996,26646,,,1,,73,57,127,127,0,24,,438647,438647
7238,9238,,7238,9238,,11366,13366,,55,1,32,53,65,81,81,0,19,170,438708,438708
23103,31974,,23103,31974,,23103,31974,,,1,,12,44,27,27,0,14,,438735,438735
22052,29675,,22052,29675,,22052,29675,,,1,,52,66,79,79,0,31,,438869,438869
22010,29606,,22010,29606,,22010,29606,,,1,,0,,0,0,0,25,,438902,438902
24359,25847,,24359,25847,,24359,25847,,1,1,2,0,0,2,2,0,7,60,439057,439057
,,,,,,,,,,1,,43,72,60,60,0,33,,439118,439118
22431,29926,,22431,29926,,22431,29926,,57,1,92,1,100,1,1,0,18,62,439136,439136
8355,17433,,8355,17433,,13545,22623,,253,1,19,150,51,293,293,0,17,1334,439145,439145
7777,17401,,7777,17401,,12966,22590,,275,1,21,170,62,275,275,0,17,1312,439190,439190
19230,25460,,19230,25460,,19230,25460,,,1,,20,22,90,90,0,12,,439279,439279
31321,35821,41461,31321,35821,41461,31321,35821,41461,327,1,70,242,81,298,298,0,22,469,439288,439288
19230,25460,,19230,25460,,19230,25460,,,1,,10,50,20,20,0,10,,439297,439297
14255,19055,,14255,19055,,14255,19055,,13,1,68,6,50,12,12,0,8,19,439303,439303
14255,19055,,14255,19055,,14255,19055,,5,1,63,5,71,7,7,0,7,8,439312,439312
33481,43541,,33481,43541,,33481,43541,,129,1,77,141,81,175,175,0,15,167,439455,439455
20522,29164,,20522,29164,,20522,29164,,42,1,64,32,64,50,53,3,20,66,439482,439482
21133,29937,,21133,29937,,21133,29937,,,1,,27,19,143,143,0,11,,439491,439491
19050,29850,,19050,29850,,19050,29850,,18,1,15,6,60,10,13,3,15,120,439613,439613
17465,30125,,17465,30125,,17465,30125,,25,1,20,12,57,21,21,0,6,123,439701,439701
18128,29870,,18128,29870,,18128,29870,,,1,,22,61,36,36,0,18,,439738,439738
17695,28684,,17695,28684,,17695,28684,,,1,,30,63,48,48,0,22,,439792,439792
14980,27280,19980,14980,27280,19980,14980,27280,19980,17,1,68,9,82,11,12,1,11,25,439862,439862
13387,24781,19037,13387,24781,19037,13387,24781,19037,,1,,9,38,24,26,2,25,,439899,439899
15355,23843,,15355,23843,,15355,23843,,,1,,,,,,,13,,439969,439969
23103,31944,,23103,31944,,23103,31944,,,1,,31,38,81,81,0,13,,440059,440059
18266,33182,,18266,33182,,18266,33182,,,1,,138,79,174,174,0,19,,440110,440110
16304,31604,,16304,31604,,16304,31604,,,1,,81,72,113,113,0,20,,440129,440129
26565,31549,,26565,31549,,26565,31549,,37,1,93,6,38,16,16,0,15,40,440147,440147
22431,29926,,22431,29926,,22431,29926,,21,1,72,0,,0,0,0,12,29,440165,440165
,,,,,,,,,,1,,17,85,20,20,0,17,,440217,440217
21008,28631,,21008,28631,,21008,28631,,,1,,53,55,97,97,0,19,,440271,440271
22239,33291,,22239,33291,,22239,33291,,,1,,1,50,2,2,0,40,,440299,440299
27280,30784,37126,27280,30784,37126,27280,30784,37126,330,1,53,68,51,133,134,1,17,624,440341,440341
13800,18300,,13800,18300,,13800,18300,,42,1,84,38,95,40,40,0,15,50,440396,440396
7070,12682,,7070,12682,,9936,15548,,289,1,35,144,54,269,269,0,14,837,440402,440402
17070,23300,,17070,23300,,17070,23300,,,1,,2,50,4,4,0,7,,440420,440420
18134,24364,,18134,24364,,18134,24364,,,1,,42,42,100,100,0,24,,440439,440439
18150,24380,,18150,24380,,18150,24380,,,1,,41,39,104,104,0,17,,440448,440448
18150,24380,,18150,24380,,18150,24380,,,1,,22,39,57,57,0,7,,440457,440457
17670,23900,,17670,23900,,17670,23900,,,1,,4,40,10,10,0,9,,440466,440466
28113,33481,,28113,33481,,28113,33481,,120,1,97,22,67,33,33,0,22,124,440484,440484
22431,29926,,22431,29926,,22431,29926,,54,1,90,30,67,45,48,3,10,60,440642,440642
10641,17421,,10641,17421,,10641,17421,,243,1,44,2,40,5,5,0,23,556,440651,440651
9594,15102,,9594,15102,,9594,15102,,1,1,1,0,,0,0,0,19,105,440749,440749
15570,21078,,15570,21078,,15570,21078,,,1,,0,0,5,5,0,15,,440758,440758
16038,21546,,16038,21546,,16038,21546,,,1,,2,29,7,7,0,23,,440767,440767
21404,30404,,21404,30404,,21404,30404,,53,1,36,26,62,42,42,0,15,149,440794,440794
29386,52761,,29386,52761,,29386,52761,,,1,,0,,0,0,0,8,,440800,440800
29386,52761,,29386,52761,,29386,52761,,,1,,0,,0,0,0,16,,440819,440819
19011,24940,,19011,24940,,19011,24940,,,1,,59,63,94,94,0,49,,440873,440873
18603,24532,,18603,24532,,18603,24532,,,1,,9,75,12,12,0,26,,440882,440882
18856,24785,,18856,24785,,18856,24785,,,1,,32,71,45,45,0,27,,440891,440891
18852,25596,,18852,25596,,18852,25596,,16,1,29,7,70,10,10,0,15,56,440925,440925
18715,25659,,18715,25659,,18715,25659,,78,1,33,64,62,103,103,0,21,233,441025,441025
5940,12317,,5940,12317,,5940,12317,,10,1,38,10,56,18,18,0,8,26,441070,441070
10240,21668,,10240,21668,,21400,32828,,,1,,0,,0,0,0,16,,441186,441186
20079,27023,,20079,27023,,20079,27023,,19,1,43,16,59,27,27,0,12,44,441201,441201
36978,45434,,36978,45434,,36978,45434,,185,1,62,143,80,179,179,0,7,298,441229,441229
,,,,,,,,,,1,,0,,0,0,0,10,,441335,441335
20307,25935,,20307,25935,,20307,25935,,,1,,21,72,29,29,0,10,,441487,441487
23103,31944,,23103,31944,,23103,31944,,,1,,13,54,24,24,0,8,,441496,441496
19494,28278,,19494,28278,,19494,28278,,117,1,43,90,88,102,102,0,20,274,441502,441502
10910,28270,,10910,28270,,10910,28270,,44,1,51,63,90,70,70,0,19,86,441511,441511
,,,,,,,,,,1,,4,100,4,4,0,24,,441593,441593
14950,26900,16150,14950,26900,16150,14950,26900,16150,5,1,100,2,100,2,2,0,8,5,441609,441609
19266,30909,,19266,30909,,19266,30909,,6,1,6,5,71,7,7,0,20,109,441636,441636
7576,12072,,7576,12072,,7576,12072,,12,1,12,7,78,9,9,0,13,97,441690,441690
6955,9895,,6955,9895,,6955,9895,,,1,,85,77,111,111,0,17,,441706,441706
,,,,,,,,,,1,,141,84,168,168,0,21,,441742,441742
17600,29600,,17600,29600,,17600,29600,,,1,,2,67,3,3,0,15,,441751,441751
11178,17435,,11178,17435,,19602,25859,,439,1,44,215,51,418,418,0,16,991,441760,441760
23103,31944,,23103,31944,,23103,31944,,,1,,37,55,67,67,0,25,,441788,441788
9812,20052,,9812,20052,,20088,30328,,163,1,18,106,68,157,157,0,19,892,441900,441900
16593,24117,,16593,24117,,16593,24117,,183,1,56,15,27,55,56,1,11,326,441928,441928
11092,22432,25007,11092,22432,25007,22252,33592,36167,823,1,47,572,78,732,732,0,20,1760,441937,441937
22431,29926,,22431,29926,,22431,29926,,93,1,90,0,,0,0,0,29,103,441955,441955
22431,29926,,22431,29926,,22431,29926,,54,1,81,0,,0,0,0,36,67,441964,441964
29251,35893,35326,29251,35893,35326,29251,35893,35326,230,1,38,63,56,113,113,0,19,604,441973,441973
,,61956,,,61956,,,61956,82,1,84,78,96,81,81,0,8,98,441982,441982
18150,24380,,18150,24380,,18150,24380,,,1,,13,38,34,34,0,12,,442143,442143
17064,23294,,17064,23294,,17064,23294,,,1,,74,55,135,135,0,18,,442152,442152
18150,24380,,18150,24380,,18150,24380,,,1,,23,43,54,54,0,11,,442161,442161
17052,23282,,17052,23282,,17052,23282,,,1,,89,44,201,201,0,15,,442170,442170
17070,23300,,17070,23300,,17070,23300,,,1,,12,52,23,23,0,14,,442189,442189
17041,28435,,17041,28435,,17041,28435,,,1,,0,,0,0,0,6,,442213,442213
21935,25063,,21935,25063,,21935,25063,,,1,,3,60,5,5,0,9,,442222,442222
16389,22290,,16389,22290,,16389,22290,,,1,,125,67,187,187,0,36,,442231,442231
22431,29926,,22431,29926,,22431,29926,,45,1,58,0,,0,0,0,14,77,442338,442338
22431,29926,,22431,29926,,22431,29926,,41,1,72,9,33,27,27,0,10,57,442347,442347
27056,35964,,27056,35964,,27056,35964,,109,1,23,0,0,1,1,0,12,476,442356,442356
16789,23870,,16789,23870,,16789,23870,,62,1,62,43,66,65,65,0,22,100,442383,442383
20614,26543,,20614,26543,,20614,26543,,,1,,15,75,20,20,0,30,,442408,442408
,,,,,,,,,,1,,48,84,57,57,0,9,,442426,442426
11750,17711,,11750,17711,,11750,17711,,14,1,78,12,57,21,21,0,10,18,442435,442435
21049,29732,,21049,29732,,21049,29732,,,1,,35,78,45,45,0,17,,442444,442444
18581,36581,,18581,36581,,18581,36581,,,1,,74,77,96,96,0,20,,442462,442462
9594,22091,18094,9594,22091,18094,9594,22091,18094,19,1,76,8,47,17,17,0,10,25,442523,442523
9417,16464,,9417,16464,,9417,16464,,,1,,322,38,839,843,4,15,,442569,442569
22302,27450,,22302,27450,,22302,27450,,12,1,24,0,0,1,1,0,8,49,442578,442578
,,,,,,,,,,1,,50,82,61,61,0,24,,442602,442602
18318,24558,,18318,24558,,18318,24558,,3,1,33,3,75,4,4,0,12,9,442639,442639
17370,35370,,17370,35370,,17370,35370,,,1,,200,71,281,281,0,19,,442648,442648
15462,20970,,15462,20970,,15462,20970,,,1,,2,67,3,3,0,15,,442718,442718
26797,38155,,26797,38155,,26797,38155,,,1,,69,68,101,101,0,17,,442745,442745
6580,15216,6805,6580,15216,6805,8692,17328,8917,12,1,14,11,42,26,26,0,7,87,442781,442781
24442,32056,,24442,32056,,24442,32056,,,1,,52,46,113,113,0,24,,442790,442790
18976,27682,,18976,27682,,18976,27682,,7,1,37,0,,0,0,0,9,19,442842,442842
12671,24065,,12671,24065,,12671,24065,,6,1,21,8,80,10,10,0,15,28,443049,443049
9560,20715,20094,9560,20715,20094,9560,20715,20094,2,1,8,0,,0,1,1,7,24,443058,443058
,,,,,,,,,,1,,32,76,42,42,0,8,,443261,443261
22728,28657,,22728,28657,,22728,28657,,71,1,79,46,72,64,64,0,6,90,443270,443270
39063,51463,,39063,51463,,39063,51463,,16,1,9,10,83,12,12,0,22,169,443331,443331
15630,27270,,15630,27270,,15630,27270,,9,1,41,1,25,4,4,0,7,22,443340,443340
23674,29812,,23674,29812,,23674,29812,,61,1,86,52,85,61,61,0,10,71,443377,443377
30865,41456,41456,30865,41456,41456,30865,41456,41456,148,1,50,121,76,160,160,0,18,294,443410,443410
22556,30224,,22556,30224,,22556,30224,,,1,,12,48,25,25,0,16,,443438,443438
17070,23300,,17070,23300,,17070,23300,,,1,,37,38,97,99,2,18,,443474,443474
8550,16798,15306,8550,16798,15306,14252,22500,21008,503,1,37,244,38,635,635,0,17,1360,443492,443492
22431,29926,,22431,29926,,22431,29926,,35,1,76,0,,0,0,0,38,46,443526,443526
22431,29926,,22431,29926,,22431,29926,,41,1,61,0,,0,0,0,13,67,443535,443535
17658,23888,,17658,23888,,17658,23888,,,1,,25,34,74,74,0,6,,443544,443544
7975,14573,,7975,14573,,7975,14573,,532,1,76,242,70,348,348,0,21,696,443562,443562
13552,23680,,13552,23680,,13552,23680,,3,1,4,0,,0,0,0,24,67,443599,443599
16341,22242,,16341,22242,,16341,22242,,,1,,129,76,169,169,0,40,,443623,443623
18897,25841,,18897,25841,,18897,25841,,77,1,45,63,75,84,84,0,12,170,443650,443650
27221,32205,,27221,32205,,27221,32205,,26,1,96,5,31,16,16,0,17,27,443687,443687
18193,33693,,18193,33693,,18193,33693,,,1,,70,83,84,84,0,20,,443739,443739
20978,28457,,20978,28457,,20978,28457,,,1,,65,73,89,89,0,30,,443748,443748
21147,32064,,21147,32064,,21147,32064,,4,1,1,0,0,1,1,0,17,357,443766,443766
21147,32064,,21147,32064,,21147,32064,,7,1,2,2,33,6,6,0,17,399,443784,443784
21300,28914,,21300,28914,,21300,28914,,,1,,68,71,96,96,0,30,,443854,443854
17670,23900,,17670,23900,,17670,23900,,,1,,27,44,62,62,0,21,,443881,443881
17670,23900,,17670,23900,,17670,23900,,,1,,59,47,125,125,0,18,,443890,443890
17070,23300,,17070,23300,,17070,23300,,,1,,27,29,92,92,0,11,,443924,443924
8740,9740,,8740,9740,,8740,9740,,,1,,39,66,59,59,0,19,,443951,443951
18353,27920,,18353,27920,,18353,27920,,,1,,72,71,102,102,0,30,,444024,444024
11398,16892,,11398,16892,,11398,16892,,260,1,58,44,72,61,61,0,29,448,444042,444042
12124,19774,,12124,19774,,12124,19774,,1081,1,27,308,43,723,723,0,29,4000,444158,444158
14700,21900,,14700,21900,,14700,21900,,440,1,39,8,33,24,24,0,27,1129,444167,444167
8570,9570,,8570,9570,,8570,9570,,,1,,30,70,43,43,0,13,,444194,444194
7080,17682,,7080,17682,,13176,23778,,543,1,20,352,74,476,476,0,29,2762,444219,444219
24084,29691,,24084,29691,,24084,29691,,21,1,51,0,,0,0,0,11,41,444255,444255
,,,,,,,,,,1,,34,94,36,36,0,8,,444264,444264
10300,18530,17170,10300,18530,17170,10300,18530,17170,17,1,44,13,62,21,21,0,9,39,444398,444398
,,16500,,,16500,,,16500,32,1,82,32,67,48,48,0,19,39,444413,444413
19059,33555,,19059,33555,,19059,33555,,3,1,100,4,100,4,4,0,8,3,444547,444547
21275,29015,,21275,29015,,21275,29015,,9,1,18,103,64,161,161,0,14,49,444565,444565
13389,19989,,13389,19989,,13389,19989,,,1,,486,85,569,569,0,30,,444583,444583
,,,,,,,,,,1,,6,60,10,10,0,22,,444644,444644
,,,,,,,,,,1,,16,89,18,18,0,8,,444662,444662
8540,9032,,8540,9032,,8540,9032,,,1,,50,83,60,60,0,13,,444671,444671
20704,20704,,20704,20704,,20704,20704,,,1,,41,20,205,205,0,41,,444723,444723
,,,,,,,,,,1,,4,100,4,4,0,14,,444769,444769
15191,26423,,15191,26423,,15191,26423,,1,1,14,0,0,4,4,0,7,7,444778,444778
,,,,,,,,,,1,,17,55,31,31,0,11,,444866,444866
27100,30604,31273,27100,30604,31273,27100,30604,31273,72,1,49,19,46,41,41,0,16,147,444927,444927
7485,13498,,7485,13498,,12905,18918,,384,1,34,183,37,492,493,1,16,1138,444954,444954
21896,30737,,21896,30737,,21896,30737,,,1,,22,55,40,40,0,9,,444972,444972
8242,14948,,8242,14948,,13182,19888,,254,1,45,77,41,189,189,0,14,561,445018,445018
14761,21561,,14761,21561,,14761,21561,,607,1,26,148,34,430,430,0,40,2310,445027,445027
26527,31463,,26527,31463,,26527,31463,,39,1,93,0,,0,0,0,18,42,445072,445072
22431,29926,,22431,29926,,22431,29926,,19,1,76,0,,0,0,0,12,25,445081,445081
17757,21618,,17757,21618,,17757,21618,,243,1,89,70,85,82,89,7,10,274,445090,445090
16343,22244,,16343,22244,,16343,22244,,,1,,74,54,138,138,0,35,,445115,445115
18799,25543,,18799,25543,,18799,25543,,12,1,29,9,53,17,17,0,12,42,445124,445124
19427,26171,,19427,26171,,19427,26171,,39,1,31,18,60,30,30,0,19,124,445133,445133
24253,26731,33499,24253,26731,33499,47131,49609,56377,1653,1,94,1258,84,1492,1492,0,20,1757,445188,445188
21402,29016,,21402,29016,,21402,29016,,,1,,31,61,51,51,0,24,,445197,445197
20810,28433,,20810,28433,,20810,28433,,,1,,133,73,183,183,0,19,,445203,445203
22619,30242,,22619,30242,,22619,30242,,,1,,53,48,110,110,0,18,,445249,445249
26536,31472,,26536,31472,,26536,31472,,36,1,84,2,67,3,3,0,15,43,445276,445276
17054,23284,,17054,23284,,17054,23284,,,1,,20,44,45,45,0,9,,445300,445300
19230,25460,,19230,25460,,19230,25460,,,1,,6,32,19,19,0,6,,445319,445319
,,,,,,,,,,1,,55,73,75,75,0,35,,445364,445364
17070,23300,,17070,23300,,17070,23300,,,1,,11,69,16,17,1,7,,445391,445391
21677,29273,,21677,29273,,21677,29273,,,1,,0,,0,0,0,24,,445434,445434
22560,30210,,22560,30210,,22560,30210,,,1,,27,75,36,36,0,24,,445470,445470
19392,25321,,19392,25321,,19392,25321,,,1,,21,62,34,34,0,33,,445559,445559
19167,37167,,19167,37167,,19167,37167,,,1,,67,72,93,93,0,20,,445577,445577
18997,33913,,18997,33913,,18997,33913,,,1,,169,69,244,244,0,22,,445601,445601
19063,34363,,19063,34363,,19063,34363,,,1,,54,71,76,76,0,16,,445610,445610
8285,14110,11286,8285,14110,11286,13225,19050,16226,150,1,22,55,51,107,107,0,23,678,445674,445674
27920,34970,34970,27920,34970,34970,27920,34970,34970,,1,,85,83,103,103,0,23,,445692,445692
31321,35821,41663,31321,35821,41663,31321,35821,41663,622,1,79,344,72,475,475,0,23,788,445708,445708
18139,24369,,18139,24369,,18139,24369,,,1,,31,51,61,61,0,20,,445717,445717
20861,26790,,20861,26790,,20861,26790,,,1,,13,37,35,35,0,16,,445726,445726
28700,43844,,28700,43844,,28700,43844,,,1,,80,73,110,110,0,13,,445744,445744
19606,29155,,19606,29155,,19606,29155,,,1,,14,67,21,21,0,14,,445753,445753
23103,31944,,23103,31944,,23103,31944,,,1,,24,100,24,24,0,9,,445762,445762
22302,27450,,22302,27450,,22302,27450,,41,1,41,2,40,5,5,0,15,99,445920,445920
22302,27450,,22302,27450,,22302,27450,,6,1,25,2,100,2,2,0,9,24,445939,445939
30076,37830,36860,30076,37830,36860,30076,37830,36860,254,1,80,178,70,255,255,0,16,316,446048,446048
,,,,,,,,,,1,,52,87,60,60,0,11,,446093,446093
15333,22956,,15333,22956,,15333,22956,,27,1,20,2,100,2,2,0,19,132,446127,446127
16659,28053,,16659,28053,,16659,28053,,17,1,59,7,47,15,15,0,11,29,446163,446163
21653,32525,26663,21653,32525,26663,21653,32525,26663,56,1,64,17,47,36,36,0,9,87,446233,446233
8900,9900,,8900,9900,,8900,9900,,,1,,,,,,,20,,446251,446251
,,,,,,,,,,1,,10,77,13,13,0,6,,446303,446303
