name_x,czname_x,public,iclevel,tier,tier_name,avgfacsal_2013,exp_instr_pc_2013,k_median_x,k_mean,k_rank
ETI School Of Skilled Trades,Chicago,0,3.0,12,Less than two-year schools of any type,,5241.6597,37400,41533.84505208334,0.58460808
Seton Hall University,Newark,0,1.0,6,Selective private,9282.0,8680.6719,56900,65906.42457287884,0.70781344
New Mexico State University,El Paso,1,1.0,5,Selective public,6799.2808,4522.8848,33500,39274.2993278449,0.55261987
Westwood College - South Bay,Los Angeles,0,1.0,10,Four-year for-profit,4450.042,4208.9604,19000,29111.49283854167,0.47305888
California Institute Of Technology,Los Angeles,0,1.0,2,Other elite schools (public and private),16120.0,84188.586,83000,119502.5454955201,0.77411675
Northeastern Illinois University,Chicago,1,1.0,5,Selective public,6988.0,7636.2656,34900,37860.10075231482,0.56129807
Roosevelt University,Chicago,0,1.0,6,Selective private,7992.0,6109.6221,37000,41396.08478969194,0.57676411
Montclair State University,Newark,1,1.0,5,Selective public,9661.0,7148.8882,50000,53779.79140679455,0.66246444
Strayer University,Washington DC,0,1.0,10,Four-year for-profit,6647.2744,1504.6345,34200,39556.049649095985,0.55449265
Methodist University,Fayetteville,0,1.0,6,Selective private,6726.0,6525.6973,39300,43386.46403197734,0.59622675
Lasell College,Boston,0,1.0,6,Selective private,7409.0,5288.5605,45300,43003.74609375,0.60853666
Advanced Technology Institute,Virginia Beach,0,2.0,11,Two-year for-profit,3814.0,8173.1704,33900,33265.162364352145,0.54722869
Anthem Institute,Newark,0,3.0,12,Less than two-year schools of any type,4317.0,2703.5679,32200,37753.193384426966,0.53804046
Lee College,Houston,1,2.0,9,Two-year (public and private not-for-profit),7582.0,3247.9216,34400,43372.48786833941,0.56510103
Mitchell Technical Institute,Mitchell,1,2.0,9,Two-year (public and private not-for-profit),4859.0,6458.71,41400,47342.70963541666,0.63080984
El Camino College,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),8367.1543,2307.7446,28300,33298.01473075484,0.50301731
Victoria College,Victoria,1,2.0,9,Two-year (public and private not-for-profit),5777.0,2916.7927,34700,40992.65044871051,0.5671823
Kettering University,Detroit,0,1.0,4,Highly selective private,7704.0,8894.9971,85400,85388.95225348606,0.83900541
South Georgia Technical College,Americus,1,2.0,9,Two-year (public and private not-for-profit),4207.0,4584.0952,18500,21867.87239583333,0.41413859
Morehouse College,Atlanta,0,1.0,6,Selective private,6903.0,9449.9795,49800,55799.97135416666,0.62832618
Lurleen B. Wallace Community College,Troy,1,2.0,9,Two-year (public and private not-for-profit),5629.0,4238.6113,23000,31801.717431991914,0.47583267
Western New Mexico University,Deming,1,1.0,5,Selective public,5920.0,4913.3809,28000,32729.998220431786,0.50785697
George Mason University,Washington DC,1,1.0,5,Selective public,10524.0,8497.9473,56500,60989.62961658691,0.69400525
New Mexico Highlands University,Las Vegas,1,1.0,5,Selective public,6118.0,4584.6011,33600,34194.26100852273,0.54117626
Campbell University,Raleigh,0,1.0,6,Selective private,7536.0,8065.4346,42700,48090.27424847146,0.62192988
Loyola University Chicago,Chicago,0,1.0,4,Highly selective private,9432.0,9682.2051,53500,66501.64181299528,0.68212032
Alabama Southern Community College,Atmore,1,2.0,9,Two-year (public and private not-for-profit),5869.0,5085.6196,24300,28755.539844800067,0.47551450000000006
"University Of California, Santa Barbara",Santa Barbara,1,1.0,3,Highly selective public,13048.0,10640.534,58800,71105.52184797966,0.70207489
Columbia University In The City Of New York,New York,0,1.0,1,Ivy Plus,15706.0,71529.219,75300,128030.6852439392,0.75204265
Florida Atlantic University,Port St. Lucie,1,1.0,5,Selective public,7962.0,4695.1157,40500,45817.91820975057,0.59683084
University Of New Orleans ,New Orleans,1,1.0,5,Selective public,7448.0,5170.9268,36500,41012.22641099284,0.57039148
Bergen Community College,Newark,1,2.0,9,Two-year (public and private not-for-profit),7030.0,3815.2412,33900,38240.72775213719,0.55053645
Iona College,New York,0,1.0,6,Selective private,9082.0,6855.9302,56200,65826.71273795485,0.69227666
Rensselaer Polytechnic Institute,Albany,0,1.0,2,Other elite schools (public and private),12145.0,16340.343,84100,95497.06490087936,0.81823272
University Of Saint Joseph,Bridgeport,0,1.0,6,Selective private,8193.0,8089.1089,45800,45084.37184665533,0.62264049
Montgomery College,Washington DC,1,2.0,9,Two-year (public and private not-for-profit),7929.0,3298.0259,36100,39560.53869595705,0.56024104
University Of Phoenix,Phoenix,0,1.0,10,Four-year for-profit,4648.105,1282.8785,35200,39164.27701646003,0.56524324
Lincoln Technical Institutes And Lincoln College Of Technology,Bridgeport,0,2.0,11,Two-year for-profit,4030.0,6433.3984,27300,31595.49342477375,0.48623443
Heald College,Fresno,0,2.0,11,Two-year for-profit,4237.8257,2099.5649,33600,35981.13637826013,0.54028553
Winston-Salem State University,Winston-Salem,1,1.0,5,Selective public,7643.0,9766.8936,33800,36644.99144198981,0.56936055
University Of Rochester,Buffalo,0,1.0,2,Other elite schools (public and private),12762.0,28205.119,62000,78104.43809002022,0.72785884
Saint Martin's University,Seattle,0,1.0,6,Selective private,6350.0,5714.0317,49100,53414.301728661376,0.66898811
Saint Louis College Of Pharmacy,St. Louis,0,1.0,8,Nonselective four-year private not-for-profit,8029.0,11044.131000000001,123600,122044.4244791667,0.90602446
San Jose-Evergreen Community College District,San Jose,1,2.0,9,Two-year (public and private not-for-profit),9889.708,2557.7544,31900,37561.019279895765,0.53794432
Thomas College,Portland,0,1.0,6,Selective private,6177.0,2486.1814,38000,41332.36198607427,0.60258502
University Of Texas Of The Permian Basin,Midland,1,1.0,7,Nonselective four-year public,7196.0,5709.2729,43300,52156.81154749076,0.63755763
Hofstra University,New York,0,1.0,6,Selective private,12848.0,13588.986,55700,70139.24529625472,0.68378055
University Of Miami,Miami,0,1.0,2,Other elite schools (public and private),11115.0,26529.117000000002,54800,76748.49737370873,0.68531317
North Dakota State College Of Science,Fargo,1,2.0,9,Two-year (public and private not-for-profit),5728.0,5178.7705,43500,50000.09357423669,0.64559352
Jackson State University,Jackson,1,1.0,5,Selective public,6761.0,6188.3105,31700,34712.54265438922,0.54825926
Cameron University,Lawton,1,1.0,5,Selective public,5919.0,4357.0029,32800,36064.1875588225,0.54529303
Clarkson University,Watertown,0,1.0,6,Selective private,10138.0,11623.295,73300,77578.30431946929,0.79506242
Hartnell Community College,San Jose,1,2.0,9,Two-year (public and private not-for-profit),8459.0,2412.9543,30500,34724.02799479166,0.52118742
Claremont Mckenna College,Los Angeles,0,1.0,2,Other elite schools (public and private),9388.0,23853.281000000003,69900,98125.42079808899,0.74572706
Whittier College,Los Angeles,0,1.0,6,Selective private,8954.0,10433.391,47900,51710.16999709496,0.63001615
Mount San Antonio College,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),9013.0,3394.8899,30800,36643.542478931966,0.52617526
Cossatot Community College Of The University Of Arkansas,Idabel,1,2.0,9,Two-year (public and private not-for-profit),4802.0,3298.3718,22200,26373.16173023897,0.45501232
Western Texas College,Snyder,1,2.0,9,Two-year (public and private not-for-profit),4544.0,1633.2681,30800,40950.10302918632,0.5363549
Cochise College,Tucson,1,2.0,9,Two-year (public and private not-for-profit),6249.0,4496.894,28400,33305.64043235779,0.5038774
Tennessee State University,Nashville,1,1.0,5,Selective public,7086.0,7575.6255,36200,40092.987819679984,0.58719194
Saint Mary's College Of California,San Francisco,0,1.0,6,Selective private,9229.0,10877.856000000002,55200,65125.45084869603,0.69057578
Bentley University,Boston,0,1.0,4,Highly selective private,12158.0,10753.32,79800,94070.97601628047,0.78980106
Briarcliffe College,New York,0,1.0,10,Four-year for-profit,5611.0,2726.0208,34200,37482.705146204484,0.5401206000000001
Southern Arkansas University,Magnolia,1,1.0,5,Selective public,6077.0,5094.1851,35300,40778.33776077002,0.56933987
Syracuse University,Syracuse,0,1.0,4,Highly selective private,10822.0,13149.895,61100,73173.13991486534,0.72259295
Passaic County Community College,Newark,1,2.0,9,Two-year (public and private not-for-profit),7072.0,2652.469,25200,28811.848941693286,0.47762173
Harvey Mudd College,Los Angeles,0,1.0,2,Other elite schools (public and private),12450.0,25586.389,82400,109616.2766450712,0.78961754
Hawaii Pacific University,Honolulu,0,1.0,6,Selective private,8603.0,4101.1895,41100,44237.55736079135,0.59666204
University Of Arkansas Community College At Hope,Hot Springs,1,2.0,9,Two-year (public and private not-for-profit),4493.0,3004.7715,23900,26721.88272123248,0.47038817
University Of Texas At San Antonio,San Antonio,1,1.0,5,Selective public,9272.0,4679.6353,43000,47790.644603641595,0.62049657
Ranger College,Abilene,1,2.0,9,Two-year (public and private not-for-profit),3780.0,1625.7932,29900,34255.17664048059,0.52779108
Cornell University,Elmira,0,1.0,1,Ivy Plus,13820.0,21218.816000000003,79800,117283.2229400483,0.77441031
Lim College,New York,0,1.0,10,Four-year for-profit,6582.0,4846.6328,38000,42267.19853699882,0.5779503
"New School, The",New York,0,1.0,8,Nonselective four-year private not-for-profit,9716.0,9824.3975,32800,44456.6354317458,0.54046047
Lamar University,Beaumont,1,1.0,5,Selective public,7689.0,4136.832,39400,46999.14489099001,0.60104376
University Of Bridgeport,Bridgeport,0,1.0,6,Selective private,7160.0,5387.5332,31900,39847.140625,0.57661545
Texas State Technical College,Waco,1,2.0,9,Two-year (public and private not-for-profit),4067.0,6810.2612,33900,40437.03425741421,0.55283189
Wilkes University,Scranton,0,1.0,6,Selective private,8186.0,6304.9424,52500,59631.15334201389,0.69586605
Cisco College,Abilene,1,2.0,9,Two-year (public and private not-for-profit),4326.0,1768.6594,29600,33100.42718975362,0.51652712
Southwestern Oklahoma State University,Elk City,1,1.0,5,Selective public,6233.0,5827.9434,37300,47663.110630166375,0.58767712
Wharton County Junior College,Pearland,1,2.0,9,Two-year (public and private not-for-profit),5828.0,2182.1392,36100,43792.83723958334,0.57800162
Shaw University,Raleigh,0,1.0,6,Selective private,4929.0,4932.6963,24200,28618.65559895833,0.48105991
College Of New Rochelle ,New York,0,1.0,6,Selective private,8030.0,3677.2771,30800,35398.47237471847,0.53543437
"Le Cordon Bleu College Of Culinary Arts of Pasadena, CA",Los Angeles,0,2.0,11,Two-year for-profit,4380.0117,3880.0938,27600,31692.847829311715,0.5014652
Nicholls State University,Houma,1,1.0,5,Selective public,5785.0,4387.8462,38900,44280.84895833334,0.5837031
Depaul University,Chicago,0,1.0,6,Selective private,10392.0,9178.6426,51300,60865.185696081375,0.66893345
Community College Of Philadelphia,Philadelphia,1,2.0,9,Two-year (public and private not-for-profit),6211.0,3785.542,27900,31160.752791004816,0.49695396
"University Of Saint Thomas of Houston, TX",Houston,0,1.0,6,Selective private,6830.0,8152.5967,48600,60989.99990389834,0.64895272
North Carolina Central University,Raleigh,1,1.0,5,Selective public,7653.0,8656.9619,32300,33960.20152754292,0.54075789
William Paterson University Of New Jersey,Newark,1,1.0,5,Selective public,10225.0,7860.3335,46900,48463.43553169527,0.64076424
University Of The Incarnate Word,San Antonio,0,1.0,6,Selective private,7616.0,5242.832,40200,43040.2318529212,0.5966844
University Of Arkansas At Pine Bluff,Pine Bluff,1,1.0,5,Selective public,5341.0,5963.0933,28200,30620.71293645252,0.50361347
San Bernardino Community College District,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),3747.0615,1688.8053,25900,31807.685510338866,0.49074244
Fort Valley State University,Macon,1,1.0,5,Selective public,6189.0,4046.8877,30900,34139.17135895122,0.53492987
McMurry University,Abilene,0,1.0,6,Selective private,5688.0,6033.3159,39900,47348.445266066126,0.62428099
Babson College,Boston,0,1.0,4,Highly selective private,14952.0,13442.27,95300,134523.3345042418,0.80889088
Saint Xavier University,Chicago,0,1.0,6,Selective private,7886.0,6645.0581,44500,48197.0984620961,0.63118809
South Carolina State University,Columbia,1,1.0,5,Selective public,6666.0,6826.5396,33500,35558.68719935863,0.55813575
Miles Community College,Miles City,1,2.0,9,Two-year (public and private not-for-profit),3565.0,5685.0771,30500,36638.49571161684,0.54228097
Hood College,Washington DC,0,1.0,6,Selective private,7078.0,5731.2549,45800,44672.39192708334,0.59991908
Robert Morris University Illinois,Chicago,0,1.0,8,Nonselective four-year private not-for-profit,6485.0,3822.8206,30400,33344.65286853267,0.52428907
Northwestern State University,Shreveport,1,1.0,5,Selective public,5898.0,3864.5322,32900,37917.07210925355,0.54535627
Eastern Wyoming College,Torrington,1,2.0,9,Two-year (public and private not-for-profit),5960.0,3997.5239,27800,33790.60790777439,0.51522392
Kern & North Orange County Community College Districts,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),9729.1914,2420.4102,30000,35529.03559573927,0.52386218
Pacific Union College,San Francisco,0,1.0,6,Selective private,6452.0,7862.5454,50700,57674.84375,0.64369875
"University Of California, Santa Cruz",San Jose,1,1.0,5,Selective public,12110.0,8182.6016,46100,53540.244529025804,0.63391191
Norwich University,Claremont,0,1.0,6,Selective private,7147.0,7090.3115,54600,57529.35959085339,0.69541419
Broward College,Miami,1,1.0,7,Nonselective four-year public,6476.0,1991.3456,30200,33781.99516117405,0.51803905
Hilbert College,Buffalo,0,1.0,6,Selective private,5928.0,4481.9229,40200,41604.8688805772,0.60770637
D G Erwin Technical Center,Tampa,1,2.0,9,Two-year (public and private not-for-profit),,6072.9829,25300,26169.10330426478,0.46836969
San Joaquin Valley College,Fresno,0,2.0,11,Two-year for-profit,4856.1465,22420.471,21500,25566.68098958333,0.45249763
University Of South Florida,Tampa,1,1.0,5,Selective public,8064.1348,6592.2241,42400,48232.45131776392,0.62092274
Lincoln Technical Institute And Lincoln College Of Technology,Nashville,0,2.0,11,Two-year for-profit,4503.8335,4681.5952,27800,33280.40559895834,0.51452875
Alderson Broaddus University,Elkins,0,1.0,6,Selective private,4924.0,6949.6162,37800,40454.07528315146,0.58510536
Pearl River Community College,Gulfport,1,2.0,9,Two-year (public and private not-for-profit),6333.0,3989.0161,24700,32533.610600897613,0.49451345
Southwest Mississippi Community College,McComb,1,2.0,9,Two-year (public and private not-for-profit),6471.0,4104.7666,25300,35411.65104166666,0.50112665
Intercoast Colleges,Portland,0,3.0,12,Less than two-year schools of any type,4403.7617,7006.9966,16900,19574.11783854167,0.39207876
North Carolina Agricultural & Technical State University,Greensboro,1,1.0,5,Selective public,8227.0,7681.4585,34300,39435.81196571048,0.57565939
University Of Louisiana At Lafayette,Lafayette,1,1.0,5,Selective public,7568.0,4010.5618,39200,47927.46459145771,0.6001938
Art Institute Of Houston ,Houston,0,1.0,10,Four-year for-profit,4517.6401,2968.094,30300,34363.50914056006,0.5219956
University Of San Francisco,San Francisco,0,1.0,6,Selective private,12409.0,12357.768999999998,56900,69600.16216843046,0.68834144
City Colleges Of Chicago,Chicago,1,2.0,9,Two-year (public and private not-for-profit),8215.6367,2521.1096,25300,29001.7734375,0.4835932
Southwestern College,Winfield,0,1.0,6,Selective private,5689.0,4429.1191,42600,48431.32682291666,0.63120264
San Diego Community College District,San Diego,1,2.0,9,Two-year (public and private not-for-profit),5553.6978,1601.0361,30900,36581.09854297942,0.52464336
