Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Enrft,Enrpt,Enrtot,Number of Records,Unitid (Drvef2013),Unitid
35990,47467,47467,35990,47467,47467,35990,47467,47467,1681,342,2023,1,211981,211981
48615,60183,60183,48615,60183,60183,48615,60183,60183,2356,40,2396,1,212009,212009
25439,33959,,25439,33959,,25439,33959,,266,8,274,1,212045,212045
44255,57870,57870,44255,57870,57870,44255,57870,57870,18909,7223,26132,1,212054,212054
15255,18855,19255,15255,18855,19255,15255,18855,19255,110,12,122,1,212072,212072
19059,26808,,19059,26808,,19059,26808,,460,140,600,1,212090,212090
35435,44567,44567,35435,44567,44567,35435,44567,44567,9008,896,9904,1,212106,212106
14986,23586,20866,14986,23586,20866,25110,33710,30990,5794,984,6778,1,212115,212115
34272,39984,42192,34272,39984,42192,34272,39984,42192,2808,1196,4004,1,212133,212133
12349,22649,20287,12349,22649,20287,16201,26501,24139,5770,1328,7098,1,212160,212160
40300,46690,49650,40300,46690,49650,40300,46690,49650,1856,36,1892,1,212197,212197
11658,15558,,11658,15558,,11658,15558,,122,87,209,1,212425,212425
21920,24435,,21920,24435,,21920,24435,,216,0,216,1,212434,212434
17950,32950,,17950,32950,,17950,32950,,331,49,380,1,212452,212452
19316,31190,,19316,31190,,19316,31190,,202,0,202,1,212568,212568
51161,60765,60765,51161,60765,60765,51161,60765,60765,2258,39,2297,1,212577,212577
30880,41820,41820,30880,41820,41820,30880,41820,41820,3111,1100,4211,1,212601,212601
27270,31270,36520,27270,31270,36520,27270,31270,36520,1669,183,1852,1,212656,212656
,,58320,,,58320,,,58320,2517,7,2524,1,212674,212674
16730,24838,24838,16730,24838,24838,16730,24838,24838,2438,53,2491,1,212805,212805
32450,45780,42030,32450,45780,42030,32450,45780,42030,1998,373,2371,1,212832,212832
31894,34506,34840,31894,34506,34840,31894,34506,34840,1039,588,1627,1,212869,212869
10826,18710,,12731,20615,,15896,23780,,6506,14274,20780,1,212878,212878
48088,61898,61898,48088,61898,61898,48088,61898,61898,1187,0,1187,1,212911,212911
17184,34166,31207,17184,34166,31207,17184,34166,31207,203,3,206,1,212975,212975
29440,38312,41960,29440,38312,41960,29440,38312,41960,1553,1403,2956,1,212984,212984
20214,30792,,20214,30792,,20214,30792,,86,0,86,1,212993,212993
37316,49576,49130,37316,49576,49130,37316,49576,49130,1349,2326,3675,1,213011,213011
12800,23500,23920,12800,23500,23920,23936,34636,35056,12965,1960,14925,1,213020,213020
22195,28807,27765,22195,28807,27765,22195,28807,27765,405,22,427,1,213233,213233
41020,49220,49220,41020,49220,49220,41020,49220,49220,1565,70,1635,1,213251,213251
27980,33970,35500,27980,33970,35500,27980,33970,35500,1317,278,1595,1,213303,213303
17958,35958,,17958,35958,,17958,35958,,223,0,223,1,213312,213312
36732,40560,45468,36732,40560,45468,36732,40560,45468,1991,400,2391,1,213321,213321
13895,22265,22265,13895,22265,22265,24019,32389,32389,8548,965,9513,1,213349,213349
29236,37348,38434,29236,37348,38434,29236,37348,38434,1183,298,1481,1,213358,213358
41700,44900,51770,41700,44900,51770,41700,44900,51770,3948,2488,6436,1,213367,213367
17248,23218,25052,17248,23218,25052,17248,23218,25052,1048,406,1454,1,213376,213376
,,59750,,,59750,,,59750,2435,51,2486,1,213385,213385
21970,27470,29980,21970,27470,29980,21970,27470,29980,895,868,1763,1,213400,213400
14340,25539,,14340,25539,,14340,25539,,186,196,382,1,213473,213473
39700,47090,48630,39700,47090,48630,39700,47090,48630,1725,297,2022,1,213507,213507
8650,12650,,11860,15860,,15070,19070,,2544,4584,7128,1,213525,213525
18325,25165,,18325,25165,,18325,25165,,726,250,976,1,213534,213534
45585,57145,57145,45585,57145,57145,45585,57145,57145,6148,948,7096,1,213543,213543
16292,20282,23239,16292,20282,23239,21572,25562,28519,1712,251,1963,1,213598,213598
13674,23374,21874,13674,23374,21874,21798,31498,29998,4723,537,5260,1,213613,213613
28340,38300,,28340,38300,,28340,38300,,115,69,184,1,213622,213622
7540,12990,,11170,16620,,14800,20250,,3172,3239,6411,1,213659,213659
36817,44729,46707,36817,44729,46707,36817,44729,46707,1292,17,1309,1,213668,213668
9077,12971,,9077,12971,,9077,12971,,59,20,79,1,213686,213686
21962,31116,28013,21962,31116,28013,21962,31116,28013,507,344,851,1,213774,213774
13242,18757,22434,13242,18757,22434,23366,28881,32558,2477,493,2970,1,213783,213783
35850,39790,46556,35850,39790,46556,35850,39790,46556,2580,595,3175,1,213826,213826
17235,22635,,17235,22635,,17235,22635,,385,0,385,1,213914,213914
33250,44838,44838,33250,44838,44838,33250,44838,44838,2706,305,3011,1,213987,213987
34820,43890,42990,34820,43890,42990,34820,43890,42990,2760,324,3084,1,213996,213996
31452,37516,,31452,37516,,31452,37516,,57,39,96,1,214023,214023
11216,22725,21309,11216,22725,21309,21340,32849,31433,6832,1447,8279,1,214041,214041
30310,37060,41940,30310,37060,41940,30310,37060,41940,2057,969,3026,1,214069,214069
10245,16080,,14295,20130,,18345,24180,,4567,8555,13122,1,214111,214111
40728,50838,50838,40728,50838,50838,40728,50838,50838,440,44,484,1,214148,214148
40458,52428,49090,40458,52428,49090,40458,52428,49090,1447,390,1837,1,214157,214157
25768,35768,34598,25768,35768,34598,25768,35768,34598,1277,558,1835,1,214166,214166
44450,55370,55370,44450,55370,55370,44450,55370,55370,2323,125,2448,1,214175,214175
30335,39975,39475,30335,39975,39475,30335,39975,39475,2173,783,2956,1,214272,214272
,,,,,,,,,856,0,856,1,214290,214290
9190,17986,17138,13600,22396,21548,17500,26296,25448,4679,5987,10666,1,214379,214379
16504,25629,,16504,25629,,16504,25629,,44,31,75,1,214476,214476
,,,,,,,,,396,152,548,1,214528,214528
15150,21450,,15150,21450,,15150,21450,,474,269,743,1,214582,214582
20040,30840,30840,20040,30840,30840,27102,37902,37902,3714,343,4057,1,214591,214591
19212,30012,,19212,30012,,25818,36618,,524,156,680,1,214625,214625
19118,29918,,19118,29918,,25674,36474,,315,253,568,1,214634,214634
19154,29954,,19154,29954,,25760,36560,,519,94,613,1,214643,214643
19286,30086,,19286,30086,,25962,36762,,943,235,1178,1,214652,214652
19402,30202,,19402,30202,,26078,36878,,719,206,925,1,214670,214670
20040,30840,30840,20040,30840,30840,27102,37902,37902,3645,216,3861,1,214689,214689
19270,30070,30070,19270,30070,30070,25876,36676,36676,626,77,703,1,214698,214698
20040,30840,30840,20040,30840,30840,27102,37902,37902,2402,330,2732,1,214704,214704
20040,30840,30840,20040,30840,30840,27102,37902,37902,3329,1112,4441,1,214713,214713
19408,30208,,19408,30208,,26084,36884,,1253,239,1492,1,214731,214731
19154,29954,,19154,29954,,25760,36560,,557,147,704,1,214740,214740
19212,30012,,19212,30012,,25818,36618,,653,193,846,1,214759,214759
19350,30150,30150,19350,30150,30150,26026,36826,36826,881,70,951,1,214768,214768
22792,33592,33592,22792,33592,33592,35366,46166,46166,44639,1976,46615,1,214777,214777
19264,30064,30064,19264,30064,30064,25870,36670,36670,562,61,623,1,214786,214786
19270,30070,30070,19270,30070,30070,25876,36676,36676,737,286,1023,1,214795,214795
19408,30208,,19408,30208,,26084,36884,,2888,806,3694,1,214801,214801
19350,30150,30150,19350,30150,30150,26026,36826,36826,658,179,837,1,214810,214810
19402,30202,,19402,30202,,26078,36878,,822,355,1177,1,214829,214829
12346,19706,,12346,19706,,12346,19706,,65,0,65,1,214838,214838
20240,26430,,20240,26430,,20240,26430,,358,1438,1796,1,214883,214883
27100,33900,,27100,33900,,27100,33900,,346,0,346,1,214892,214892
34450,47180,47180,34450,47180,47180,34450,47180,47180,291,8,299,1,214971,214971
25548,30172,,25548,30172,,25548,30172,,208,15,223,1,215053,215053
48878,61800,61800,48878,61800,61800,48878,61800,61800,21344,3286,24630,1,215062,215062
39110,49624,49426,39110,49624,49426,39110,49624,49426,2916,607,3523,1,215099,215099
41839,51415,55327,41839,51415,55327,41839,51415,55327,1983,80,2063,1,215105,215105
25290,35290,34090,25290,35290,34090,25290,35290,34090,826,267,1093,1,215114,215114
39194,52766,52766,39194,52766,52766,39194,52766,52766,2532,241,2773,1,215132,215132
8215,15525,,12655,19965,,17095,24405,,5075,13988,19063,1,215239,215239
17224,25642,25642,17224,25642,25642,27828,36246,36246,1361,120,1481,1,215266,215266
17274,26714,26714,17274,26714,26714,27878,37318,37318,1564,113,1677,1,215275,215275
17276,26262,26262,17276,26262,26262,27880,36866,36866,2753,87,2840,1,215284,215284
21246,32126,32126,21246,32126,32126,31252,42132,42132,25069,3580,28649,1,215293,215293
15470,25614,25614,15470,25614,25614,24844,34988,34988,297,70,367,1,215309,215309
30324,38277,,30324,38277,,30324,38277,,354,0,354,1,215381,215381
,,,,,,,,,119,113,232,1,215390,215390
21066,29319,29319,21066,29319,29319,21066,29319,29319,1841,0,1841,1,215415,215415
28359,41667,,28359,41667,,28359,41667,,262,53,315,1,215433,215433
29350,35450,39800,29350,35450,39800,29350,35450,39800,2801,1040,3841,1,215442,215442
11850,22650,,15180,25980,,18450,29250,,976,3562,4538,1,215585,215585
20681,28121,27246,20681,28121,27246,20681,28121,27246,169,198,367,1,215594,215594
29370,39245,37870,29370,39245,37870,29370,39245,37870,427,0,427,1,215637,215637
32392,38004,40755,32392,38004,40755,32392,38004,40755,3935,1546,5481,1,215655,215655
25422,36722,,25422,36722,,25422,36722,,684,0,684,1,215682,215682
37425,46305,46305,37425,46305,46305,37425,46305,46305,526,431,957,1,215691,215691
37692,48192,45038,37692,48192,45038,37692,48192,45038,1781,563,2344,1,215743,215743
45040,54772,54772,45040,54772,54772,45040,54772,54772,5124,3830,8954,1,215770,215770
36180,44278,42838,36180,44278,42838,36180,44278,42838,1654,159,1813,1,215798,215798
44422,49922,55008,44422,49922,55008,44422,49922,55008,4275,1358,5633,1,215929,215929
33600,42800,43900,33600,42800,43900,33600,42800,43900,1685,672,2357,1,215947,215947
22240,38200,,22240,38200,,22240,38200,,269,77,346,1,215974,215974
12044,15360,,12044,15360,,12044,15360,,263,22,285,1,215992,215992
14502,22622,24046,14502,22622,24046,22970,31090,32514,6535,1013,7548,1,216010,216010
14768,22100,22132,14768,22100,22132,18270,25602,25634,7411,936,8347,1,216038,216038
21600,27600,37000,21600,27600,37000,21600,27600,37000,150,88,238,1,216047,216047
23527,31596,,23527,31596,,23527,31596,,607,58,665,1,216083,216083
41500,51400,51400,41500,51400,51400,41500,51400,51400,2129,58,2187,1,216278,216278
,,60671,,,60671,,,60671,1526,8,1534,1,216287,216287
11130,12130,16780,11130,12130,16780,11130,12130,16780,875,8,883,1,216296,216296
,,18650,,,18650,,,18650,124,0,124,1,216311,216311
17166,32296,29632,17166,32296,29632,27192,42322,39658,31436,5834,37270,1,216339,216339
30602,39102,41078,30602,39102,41078,30602,39102,41078,1061,39,1100,1,216357,216357
18594,29718,,18594,29718,,18594,29718,,465,386,851,1,216418,216418
23795,29933,,23795,29933,,23795,29933,,63,0,63,1,216427,216427
23566,29704,,23566,29704,,23566,29704,,251,0,251,1,216436,216436
19814,29669,,19814,29669,,19814,29669,,171,0,171,1,216445,216445
23594,29732,,23594,29732,,23594,29732,,184,0,184,1,216454,216454
52630,58880,58880,52630,58880,58880,52630,58880,58880,1582,14,1596,1,216524,216524
23232,31026,31026,23232,31026,31026,23232,31026,31026,694,310,1004,1,216542,216542
27455,29055,43595,27455,29055,43595,27455,29055,43595,268,0,268,1,216551,216551
48780,58736,58736,48780,58736,58736,48780,58736,58736,7876,2820,10696,1,216597,216597
12887,21437,,12887,21437,,12887,21437,,76,0,76,1,216630,216630
41410,51690,51690,41410,51690,51690,41410,51690,51690,1318,10,1328,1,216667,216667
23340,29500,31500,23340,29500,31500,23340,29500,31500,1563,627,2190,1,216694,216694
14950,25690,25690,14950,25690,25690,25074,35814,35814,13250,2595,15845,1,216764,216764
13889,28489,20049,13889,28489,20049,13889,28489,20049,95,0,95,1,216773,216773
16683,23242,,16683,23242,,16683,23242,,243,195,438,1,216782,216782
36695,44555,43805,36695,44555,43805,36695,44555,43805,1264,102,1366,1,216807,216807
6320,8820,,9290,11790,,12080,14580,,2967,3137,6104,1,216825,216825
41523,49713,54019,41523,49713,54019,41523,49713,54019,3573,1452,5025,1,216852,216852
35200,42850,46786,35200,42850,46786,35200,42850,46786,2670,1995,4665,1,216931,216931
32450,36950,41963,32450,36950,41963,32450,36950,41963,332,330,662,1,217013,217013
,,14925,,,14925,,,14925,52,0,52,1,217040,217040
20710,30290,29790,20710,30290,29790,20710,30290,29790,4492,758,5250,1,217059,217059
16592,26688,,16592,26688,,16592,26688,,115,7,122,1,217086,217086
,,60460,,,60460,,,60460,8527,416,8943,1,217156,217156
41734,50734,53598,41734,50734,53598,41734,50734,53598,3276,178,3454,1,217165,217165
31321,35821,41461,31321,35821,41461,31321,35821,41461,9594,775,10369,1,217235,217235
27568,34703,,27568,34703,,27568,34703,,2436,497,2933,1,217305,217305
50030,58690,57625,50030,58690,57625,50030,58690,57625,3982,683,4665,1,217402,217402
11002,23302,20053,11002,23302,20053,21700,34000,30751,5802,2898,8700,1,217420,217420
9510,18438,,9510,18438,,16142,25070,,5459,12240,17699,1,217475,217475
21250,26692,26882,21250,26692,26882,36816,42258,42448,13662,2725,16387,1,217484,217484
50128,61054,61054,50128,61054,61054,50128,61054,61054,2420,0,2420,1,217493,217493
34822,39148,49394,34822,39148,49394,34822,39148,49394,4041,691,4732,1,217518,217518
37850,47150,49950,37850,47150,49950,37850,47150,49950,1981,622,2603,1,217536,217536
21369,31224,,21369,31224,,21369,31224,,122,0,122,1,217572,217572
17080,31930,23580,17080,31930,23580,17080,31930,23580,320,89,409,1,217606,217606
9968,10268,,10313,10613,,15780,16080,,955,1628,2583,1,217615,217615
15940,19540,20300,15940,19540,20300,15940,19540,20300,635,16,651,1,217624,217624
29416,38016,37014,29416,38016,37014,29416,38016,37014,2156,810,2966,1,217633,217633
28090,37140,35740,28090,37140,35740,28090,37140,35740,2661,608,3269,1,217688,217688
6340,13540,,6940,14140,,10948,18148,,732,1695,2427,1,217712,217712
28096,36696,30458,28096,36696,30458,28096,36696,30458,2470,42,2512,1,217721,217721
17260,27018,23050,17260,27018,23050,17260,27018,23050,2830,534,3364,1,217749,217749
25210,31255,33750,25210,31255,33750,25210,31255,33750,1672,29,1701,1,217776,217776
15830,24720,26656,15830,24720,26656,32294,41184,43120,10022,1597,11619,1,217819,217819
9777,20832,,9993,21048,,12321,23376,,612,541,1153,1,217837,217837
,,25442,,,25442,,,44243,2668,930,3598,1,217864,217864
25000,35540,32300,25000,35540,32300,25000,35540,32300,1807,77,1884,1,217873,217873
20360,27698,28502,20360,27698,28502,37794,45132,45936,18963,2340,21303,1,217882,217882
6600,14800,14050,6600,14800,14050,6600,14800,14050,182,3,185,1,217891,217891
27079,30873,34689,27079,30873,34689,27079,30873,34689,1010,162,1172,1,217907,217907
26030,36030,32130,26030,36030,32130,26030,36030,32130,754,400,1154,1,217925,217925
32684,40645,39316,32684,40645,39316,32684,40645,39316,867,302,1169,1,217934,217934
35784,39024,42094,35784,39024,42094,35784,39024,42094,775,558,1333,1,217961,217961
8612,12178,12178,8612,12178,12178,10964,14530,14530,1415,423,1838,1,217989,217989
45130,47530,47610,45130,47530,47610,45130,47530,47610,744,71,815,1,217998,217998
9670,15808,,9932,16070,,11766,17904,,2848,3143,5991,1,218025,218025
14455,22865,,14455,22865,,14455,22865,,97,38,135,1,218043,218043
13891,20923,20923,13891,20923,20923,22869,29901,29901,3388,670,4058,1,218061,218061
45532,57272,57276,45532,57272,57276,45532,57272,57276,2722,231,2953,1,218070,218070
,,6400,,,6400,,,6400,128,28,156,1,218089,218089
7192,17230,,7528,17566,,11368,21406,,5452,7996,13448,1,218113,218113
8287,16604,,9201,17518,,10991,19308,,2911,4749,7660,1,218140,218140
14800,22300,22300,14800,22300,22300,23836,31336,31336,2592,285,2877,1,218229,218229
33216,35306,36416,33216,35306,36416,33216,35306,36416,2390,917,3307,1,218238,218238
9320,15827,,10232,16739,,16568,23075,,5248,6386,11634,1,218353,218353
16487,22412,21481,16487,22412,21481,16487,22412,21481,817,7,824,1,218399,218399
29400,40365,40365,29400,40365,40365,29400,40365,40365,1007,32,1039,1,218414,218414
21346,30000,30000,21346,30000,30000,21346,30000,30000,2102,364,2466,1,218441,218441
11779,13783,,12691,14695,,14467,16471,,1244,1474,2718,1,218487,218487
11251,16854,,11659,17262,,12859,18462,,2596,3575,6171,1,218520,218520
38350,46378,46378,38350,46378,46378,38350,46378,46378,1395,38,1433,1,218539,218539
14075,21701,21701,14075,21701,21701,23107,30733,30733,2430,869,3299,1,218645,218645
14014,22796,21396,14014,22796,21396,23866,32648,31248,1376,348,1724,1,218654,218654
15895,26007,24804,15895,26007,24804,33607,43719,42516,28022,3942,31964,1,218663,218663
12395,21837,,12395,21837,,21545,30987,,787,1024,1811,1,218672,218672
12395,21837,,12395,21837,,21545,30987,,600,421,1021,1,218681,218681
12395,21837,,12395,21837,,21545,30987,,526,398,924,1,218690,218690
12395,21837,,12395,21837,,21545,30987,,236,248,484,1,218706,218706
15437,23682,22656,15437,23682,22656,28447,36692,35666,8199,1279,9478,1,218724,218724
16290,27292,26244,16290,27292,26244,25424,36426,35378,2945,518,3463,1,218733,218733
15483,26256,22804,15483,26256,22804,25511,36284,32832,4236,1209,5445,1,218742,218742
17795,27595,28791,17795,27595,28791,17795,27595,28791,798,20,818,1,218821,218821
10445,16544,,11395,17494,,14409,20508,,2789,3075,5864,1,218830,218830
9490,16184,,10037,16731,,12076,18770,,1349,3107,4456,1,218858,218858
12242,19334,,13370,20462,,16826,23918,,3681,2872,6553,1,218885,218885
10929,19370,,11345,19786,,14317,22758,,7521,9968,17489,1,218894,218894
,,19876,,,19876,,,19876,516,20,536,1,218919,218919
8961,20355,,9081,20475,,12367,23761,,287,442,729,1,218955,218955
17610,24840,25450,17610,24840,25450,30180,37410,38020,4928,1202,6130,1,218964,218964
39866,46632,49449,39866,46632,49449,39866,46632,49449,1598,17,1615,1,218973,218973
11020,19120,,11368,19468,,15796,23896,,2478,2552,5030,1,218991,218991
31030,37330,38200,31030,37330,38200,31030,37330,38200,1586,179,1765,1,219000,219000
11917,18629,17862,11917,18629,17862,13917,20629,19862,2526,1938,4464,1,219046,219046
18765,30132,,18765,30132,,18765,30132,,34,219,253,1,219055,219055
12592,19456,18048,12592,19456,18048,14592,21456,20048,1244,1885,3129,1,219082,219082
26460,33860,33060,26460,33860,33060,26460,33860,33060,714,165,879,1,219091,219091
8570,14770,,8570,14770,,8570,14770,,1366,193,1559,1,219143,219143
7842,13942,,7842,13942,,7842,13942,,918,285,1203,1,219189,219189
27468,35234,34802,27468,35234,34802,27468,35234,34802,652,573,1225,1,219198,219198
15714,21222,,15714,21222,,15714,21222,,321,1985,2306,1,219204,219204
14922,20430,,14922,20430,,14922,20430,,78,581,659,1,219213,219213
12463,19013,18921,12463,19013,18921,14462,21012,20920,1588,1687,3275,1,219259,219259
9188,14038,11038,9188,14038,11038,9188,14038,11038,884,667,1551,1,219277,219277
21914,28914,28914,21914,28914,28914,21914,28914,28914,536,255,791,1,219295,219295
16340,23270,21970,16340,23270,21970,19170,26100,24800,2136,504,2640,1,219347,219347
13018,21118,19446,13018,21118,19446,15100,23200,21528,9146,3379,12525,1,219356,219356
11154,21154,,11154,21154,,11154,21154,,268,421,689,1,219374,219374
28005,37645,35780,28005,37645,35780,28005,37645,35780,938,470,1408,1,219383,219383
11010,10010,,11010,10010,,11010,10010,,151,43,194,1,219408,219408
