Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Enrft,Enrpt,Enrtot,Number of Records,Unitid (Drvef2013),Unitid
18814,26110,,18814,26110,,18814,26110,,283,16,299,1,434690,434690
9610,14110,,9610,14110,,9610,14110,,36,24,60,1,434751,434751
21896,30737,,21896,30737,,21896,30737,,9,34,43,1,434812,434812
22719,31361,,22719,31361,,22719,31361,,388,215,603,1,434821,434821
11160,15892,,11160,15892,,11160,15892,,1031,0,1031,1,434900,434900
10900,20900,17900,10900,20900,17900,10900,20900,17900,45,0,45,1,434937,434937
18137,24367,,18137,24367,,18137,24367,,1364,0,1364,1,434946,434946
18076,24306,,18076,24306,,18076,24306,,1238,0,1238,1,434955,434955
18150,24380,,18150,24380,,18150,24380,,717,0,717,1,434964,434964
17070,23300,,17070,23300,,17070,23300,,560,0,560,1,434973,434973
17070,23300,,17070,23300,,17070,23300,,433,0,433,1,434982,434982
17070,23300,,17070,23300,,17070,23300,,435,0,435,1,434991,434991
21935,25063,,21935,25063,,21935,25063,,251,492,743,1,436094,436094
20333,26262,,20333,26262,,20333,26262,,231,0,231,1,436182,436182
18561,24490,,18561,24490,,18561,24490,,624,0,624,1,436191,436191
19527,35027,,19527,35027,,19527,35027,,491,0,491,1,436225,436225
8058,16847,,8058,16847,,11741,20530,,853,2293,3146,1,436304,436304
22479,28383,,22479,28383,,22479,28383,,244,429,673,1,436438,436438
11160,15892,,11160,15892,,11160,15892,,307,0,307,1,436465,436465
16038,21546,,16038,21546,,16038,21546,,88,421,509,1,436483,436483
10625,15125,,10625,15125,,10625,15125,,225,0,225,1,436553,436553
24624,40633,,24624,40633,,24624,40633,,10,66,76,1,436599,436599
18017,29121,25728,18017,29121,25728,18017,29121,25728,32,29,61,1,436614,436614
13506,25278,,13506,25278,,32454,44226,,1966,552,2518,1,436818,436818
13506,25278,,13506,25278,,32454,44226,,539,143,682,1,436827,436827
13516,25288,,13516,25288,,32464,44236,,924,439,1363,1,436836,436836
22431,29926,,22431,29926,,22431,29926,,397,73,470,1,437042,437042
22431,29926,,22431,29926,,22431,29926,,477,96,573,1,437051,437051
17944,23873,,17944,23873,,17944,23873,,280,0,280,1,437060,437060
10500,17385,,10500,17385,,10500,17385,,963,81,1044,1,437097,437097
9030,16509,,9030,16509,,13086,20565,,4216,3827,8043,1,437103,437103
22431,29926,,22431,29926,,22431,29926,,415,77,492,1,437219,437219
,,,,,,,,,71,0,71,1,437237,437237
,,,,,,,,,223,0,223,1,437635,437635
14427,24327,,14427,24327,,14427,24327,,78,1,79,1,437653,437653
,,,,,,,,,9,2,11,1,437705,437705
17985,30500,,17985,30500,,17985,30500,,265,0,265,1,437750,437750
28005,33373,,28005,33373,,28005,33373,,564,208,772,1,437848,437848
,,,,,,,,,49,0,49,1,437927,437927
,,,,,,,,,662,31,693,1,437936,437936
30000,37800,,30000,37800,,30000,37800,,867,0,867,1,438151,438151
18025,28384,,18025,28384,,18025,28384,,2272,1272,3544,1,438212,438212
,,,,,,,,,512,77,589,1,438258,438258
,,,,,,,,,153,35,188,1,438337,438337
16932,23162,,16932,23162,,16932,23162,,632,0,632,1,438382,438382
18150,24380,,18150,24380,,18150,24380,,306,0,306,1,438416,438416
23534,30296,,23534,30296,,23534,30296,,810,2015,2825,1,438498,438498
20662,27406,,20662,27406,,20662,27406,,378,725,1103,1,438586,438586
20290,27034,,20290,27034,,20290,27034,,104,60,164,1,438601,438601
17070,23300,,17070,23300,,17070,23300,,739,0,739,1,438610,438610
17070,23300,,17070,23300,,17070,23300,,43,0,43,1,438629,438629
18996,26646,,18996,26646,,18996,26646,,779,61,840,1,438647,438647
7238,9238,,7238,9238,,11366,13366,,293,574,867,1,438708,438708
23103,31974,,23103,31974,,23103,31974,,148,9,157,1,438735,438735
22052,29675,,22052,29675,,22052,29675,,229,0,229,1,438869,438869
22010,29606,,22010,29606,,22010,29606,,501,164,665,1,438902,438902
24359,25847,,24359,25847,,24359,25847,,73,292,365,1,439057,439057
,,,,,,,,,538,0,538,1,439118,439118
22431,29926,,22431,29926,,22431,29926,,313,90,403,1,439136,439136
8355,17433,,8355,17433,,13545,22623,,1518,1878,3396,1,439145,439145
7777,17401,,7777,17401,,12966,22590,,1539,1282,2821,1,439190,439190
19230,25460,,19230,25460,,19230,25460,,575,0,575,1,439279,439279
31321,35821,41461,31321,35821,41461,31321,35821,41461,1393,136,1529,1,439288,439288
19230,25460,,19230,25460,,19230,25460,,385,0,385,1,439297,439297
14255,19055,,14255,19055,,14255,19055,,75,13,88,1,439303,439303
14255,19055,,14255,19055,,14255,19055,,29,11,40,1,439312,439312
33481,43541,,33481,43541,,33481,43541,,388,116,504,1,439455,439455
20522,29164,,20522,29164,,20522,29164,,186,134,320,1,439482,439482
21133,29937,,21133,29937,,21133,29937,,291,0,291,1,439491,439491
19050,29850,,19050,29850,,19050,29850,,139,118,257,1,439613,439613
17465,30125,,17465,30125,,17465,30125,,212,386,598,1,439701,439701
18128,29870,,18128,29870,,18128,29870,,381,0,381,1,439738,439738
17695,28684,,17695,28684,,17695,28684,,266,0,266,1,439792,439792
14980,27280,19980,14980,27280,19980,14980,27280,19980,57,22,79,1,439862,439862
13387,24781,19037,13387,24781,19037,13387,24781,19037,40,5,45,1,439899,439899
15355,23843,,15355,23843,,15355,23843,,138,35,173,1,439969,439969
23103,31944,,23103,31944,,23103,31944,,521,21,542,1,440059,440059
18266,33182,,18266,33182,,18266,33182,,402,0,402,1,440110,440110
16304,31604,,16304,31604,,16304,31604,,288,0,288,1,440129,440129
26565,31549,,26565,31549,,26565,31549,,275,46,321,1,440147,440147
22431,29926,,22431,29926,,22431,29926,,126,55,181,1,440165,440165
,,,,,,,,,34,0,34,1,440217,440217
21008,28631,,21008,28631,,21008,28631,,300,0,300,1,440271,440271
22239,33291,,22239,33291,,22239,33291,,643,319,962,1,440299,440299
27280,30784,37126,27280,30784,37126,27280,30784,37126,1115,384,1499,1,440341,440341
13800,18300,,13800,18300,,13800,18300,,159,19,178,1,440396,440396
7070,12682,,7070,12682,,9936,15548,,963,1094,2057,1,440402,440402
17070,23300,,17070,23300,,17070,23300,,210,0,210,1,440420,440420
18134,24364,,18134,24364,,18134,24364,,1499,0,1499,1,440439,440439
18150,24380,,18150,24380,,18150,24380,,1841,0,1841,1,440448,440448
18150,24380,,18150,24380,,18150,24380,,268,0,268,1,440457,440457
17670,23900,,17670,23900,,17670,23900,,307,0,307,1,440466,440466
28113,33481,,28113,33481,,28113,33481,,706,273,979,1,440484,440484
22431,29926,,22431,29926,,22431,29926,,311,69,380,1,440642,440642
10641,17421,,10641,17421,,10641,17421,,1056,213,1269,1,440651,440651
9594,15102,,9594,15102,,9594,15102,,47,245,292,1,440749,440749
15570,21078,,15570,21078,,15570,21078,,29,317,346,1,440758,440758
16038,21546,,16038,21546,,16038,21546,,45,711,756,1,440767,440767
21404,30404,,21404,30404,,21404,30404,,353,65,418,1,440794,440794
29386,52761,,29386,52761,,29386,52761,,18,0,18,1,440800,440800
29386,52761,,29386,52761,,29386,52761,,131,0,131,1,440819,440819
19011,24940,,19011,24940,,19011,24940,,882,0,882,1,440873,440873
18603,24532,,18603,24532,,18603,24532,,164,0,164,1,440882,440882
18856,24785,,18856,24785,,18856,24785,,209,0,209,1,440891,440891
18852,25596,,18852,25596,,18852,25596,,289,59,348,1,440925,440925
18715,25659,,18715,25659,,18715,25659,,458,246,704,1,441025,441025
5940,12317,,5940,12317,,5940,12317,,59,58,117,1,441070,441070
10240,21668,,10240,21668,,21400,32828,,517,366,883,1,441186,441186
20079,27023,,20079,27023,,20079,27023,,94,62,156,1,441201,441201
36978,45434,,36978,45434,,36978,45434,,796,0,796,1,441229,441229
,,,,,,,,,29,0,29,1,441335,441335
20307,25935,,20307,25935,,20307,25935,,94,45,139,1,441487,441487
23103,31944,,23103,31944,,23103,31944,,89,3,92,1,441496,441496
19494,28278,,19494,28278,,19494,28278,,199,75,274,1,441502,441502
10910,28270,,10910,28270,,10910,28270,,636,131,767,1,441511,441511
,,,,,,,,,33,0,33,1,441593,441593
14950,26900,16150,14950,26900,16150,14950,26900,16150,116,0,116,1,441609,441609
19266,30909,,19266,30909,,19266,30909,,220,43,263,1,441636,441636
7576,12072,,7576,12072,,7576,12072,,160,252,412,1,441690,441690
6955,9895,,6955,9895,,6955,9895,,189,0,189,1,441706,441706
,,,,,,,,,785,0,785,1,441742,441742
17600,29600,,17600,29600,,17600,29600,,18,0,18,1,441751,441751
11178,17435,,11178,17435,,19602,25859,,1366,1629,2995,1,441760,441760
23103,31944,,23103,31944,,23103,31944,,313,28,341,1,441788,441788
9812,20052,,9812,20052,,20088,30328,,1199,2178,3377,1,441900,441900
16593,24117,,16593,24117,,16593,24117,,315,327,642,1,441928,441928
11092,22432,25007,11092,22432,25007,22252,33592,36167,4401,739,5140,1,441937,441937
22431,29926,,22431,29926,,22431,29926,,495,183,678,1,441955,441955
22431,29926,,22431,29926,,22431,29926,,465,108,573,1,441964,441964
29251,35893,35326,29251,35893,35326,29251,35893,35326,951,810,1761,1,441973,441973
,,61956,,,61956,,,61956,355,0,355,1,441982,441982
18150,24380,,18150,24380,,18150,24380,,567,0,567,1,442143,442143
17064,23294,,17064,23294,,17064,23294,,1510,0,1510,1,442152,442152
18150,24380,,18150,24380,,18150,24380,,882,0,882,1,442161,442161
17052,23282,,17052,23282,,17052,23282,,1436,0,1436,1,442170,442170
17070,23300,,17070,23300,,17070,23300,,865,0,865,1,442189,442189
17041,28435,,17041,28435,,17041,28435,,19,39,58,1,442213,442213
21935,25063,,21935,25063,,21935,25063,,62,433,495,1,442222,442222
16389,22290,,16389,22290,,16389,22290,,961,0,961,1,442231,442231
22431,29926,,22431,29926,,22431,29926,,303,139,442,1,442338,442338
22431,29926,,22431,29926,,22431,29926,,220,90,310,1,442347,442347
27056,35964,,27056,35964,,27056,35964,,520,909,1429,1,442356,442356
16789,23870,,16789,23870,,16789,23870,,194,16,210,1,442383,442383
20614,26543,,20614,26543,,20614,26543,,229,0,229,1,442408,442408
,,,,,,,,,246,55,301,1,442426,442426
11750,17711,,11750,17711,,11750,17711,,39,0,39,1,442435,442435
21049,29732,,21049,29732,,21049,29732,,698,0,698,1,442444,442444
18581,36581,,18581,36581,,18581,36581,,251,0,251,1,442462,442462
9594,22091,18094,9594,22091,18094,9594,22091,18094,49,4,53,1,442523,442523
9417,16464,,9417,16464,,9417,16464,,7841,3347,11188,1,442569,442569
22302,27450,,22302,27450,,22302,27450,,107,83,190,1,442578,442578
,,,,,,,,,545,102,647,1,442602,442602
18318,24558,,18318,24558,,18318,24558,,35,0,35,1,442639,442639
17370,35370,,17370,35370,,17370,35370,,289,0,289,1,442648,442648
15462,20970,,15462,20970,,15462,20970,,88,382,470,1,442718,442718
26797,38155,,26797,38155,,26797,38155,,365,0,365,1,442745,442745
6580,15216,6805,6580,15216,6805,8692,17328,8917,73,170,243,1,442781,442781
24442,32056,,24442,32056,,24442,32056,,889,182,1071,1,442790,442790
18976,27682,,18976,27682,,18976,27682,,126,93,219,1,442842,442842
12671,24065,,12671,24065,,12671,24065,,219,99,318,1,443049,443049
9560,20715,20094,9560,20715,20094,9560,20715,20094,18,21,39,1,443058,443058
,,,,,,,,,148,81,229,1,443261,443261
22728,28657,,22728,28657,,22728,28657,,153,52,205,1,443270,443270
39063,51463,,39063,51463,,39063,51463,,1369,66,1435,1,443331,443331
15630,27270,,15630,27270,,15630,27270,,71,1,72,1,443340,443340
23674,29812,,23674,29812,,23674,29812,,105,0,105,1,443377,443377
30865,41456,41456,30865,41456,41456,30865,41456,41456,852,148,1000,1,443410,443410
22556,30224,,22556,30224,,22556,30224,,214,0,214,1,443438,443438
17070,23300,,17070,23300,,17070,23300,,933,0,933,1,443474,443474
8550,16798,15306,8550,16798,15306,14252,22500,21008,1725,958,2683,1,443492,443492
22431,29926,,22431,29926,,22431,29926,,469,122,591,1,443526,443526
22431,29926,,22431,29926,,22431,29926,,222,100,322,1,443535,443535
17658,23888,,17658,23888,,17658,23888,,372,0,372,1,443544,443544
7975,14573,,7975,14573,,7975,14573,,1772,793,2565,1,443562,443562
13552,23680,,13552,23680,,13552,23680,,35,352,387,1,443599,443599
16341,22242,,16341,22242,,16341,22242,,1108,0,1108,1,443623,443623
18897,25841,,18897,25841,,18897,25841,,275,167,442,1,443650,443650
27221,32205,,27221,32205,,27221,32205,,341,76,417,1,443687,443687
18193,33693,,18193,33693,,18193,33693,,282,0,282,1,443739,443739
20978,28457,,20978,28457,,20978,28457,,523,4,527,1,443748,443748
21147,32064,,21147,32064,,21147,32064,,142,1831,1973,1,443766,443766
21147,32064,,21147,32064,,21147,32064,,267,2062,2329,1,443784,443784
21300,28914,,21300,28914,,21300,28914,,602,41,643,1,443854,443854
17670,23900,,17670,23900,,17670,23900,,889,0,889,1,443881,443881
17670,23900,,17670,23900,,17670,23900,,1249,0,1249,1,443890,443890
17070,23300,,17070,23300,,17070,23300,,611,0,611,1,443924,443924
8740,9740,,8740,9740,,8740,9740,,96,0,96,1,443951,443951
18353,27920,,18353,27920,,18353,27920,,842,17,859,1,444024,444024
11398,16892,,11398,16892,,11398,16892,,1025,844,1869,1,444042,444042
12124,19774,,12124,19774,,12124,19774,,12777,8049,20826,1,444158,444158
14700,21900,,14700,21900,,14700,21900,,2035,1765,3800,1,444167,444167
8570,9570,,8570,9570,,8570,9570,,147,0,147,1,444194,444194
7080,17682,,7080,17682,,13176,23778,,2017,6017,8034,1,444219,444219
24084,29691,,24084,29691,,24084,29691,,156,34,190,1,444255,444255
,,,,,,,,,121,23,144,1,444264,444264
10300,18530,17170,10300,18530,17170,10300,18530,17170,140,49,189,1,444398,444398
,,16500,,,16500,,,16500,113,0,113,1,444413,444413
19059,33555,,19059,33555,,19059,33555,,23,8,31,1,444547,444547
21275,29015,,21275,29015,,21275,29015,,126,248,374,1,444565,444565
13389,19989,,13389,19989,,13389,19989,,886,0,886,1,444583,444583
,,,,,,,,,36,0,36,1,444644,444644
,,,,,,,,,45,14,59,1,444662,444662
8540,9032,,8540,9032,,8540,9032,,258,0,258,1,444671,444671
20704,20704,,20704,20704,,20704,20704,,1599,1183,2782,1,444723,444723
,,,,,,,,,130,153,283,1,444769,444769
15191,26423,,15191,26423,,15191,26423,,56,107,163,1,444778,444778
,,,,,,,,,111,66,177,1,444866,444866
27100,30604,31273,27100,30604,31273,27100,30604,31273,305,121,426,1,444927,444927
7485,13498,,7485,13498,,12905,18918,,1402,855,2257,1,444954,444954
21896,30737,,21896,30737,,21896,30737,,31,33,64,1,444972,444972
8242,14948,,8242,14948,,13182,19888,,984,589,1573,1,445018,445018
14761,21561,,14761,21561,,14761,21561,,6119,5500,11619,1,445027,445027
26527,31463,,26527,31463,,26527,31463,,349,99,448,1,445072,445072
22431,29926,,22431,29926,,22431,29926,,148,60,208,1,445081,445081
17757,21618,,17757,21618,,17757,21618,,425,136,561,1,445090,445090
16343,22244,,16343,22244,,16343,22244,,605,0,605,1,445115,445115
18799,25543,,18799,25543,,18799,25543,,259,92,351,1,445124,445124
19427,26171,,19427,26171,,19427,26171,,306,215,521,1,445133,445133
24253,26731,33499,24253,26731,33499,47131,49609,56377,6132,63,6195,1,445188,445188
21402,29016,,21402,29016,,21402,29016,,460,45,505,1,445197,445197
20810,28433,,20810,28433,,20810,28433,,474,0,474,1,445203,445203
22619,30242,,22619,30242,,22619,30242,,298,0,298,1,445249,445249
26536,31472,,26536,31472,,26536,31472,,337,83,420,1,445276,445276
17054,23284,,17054,23284,,17054,23284,,455,0,455,1,445300,445300
19230,25460,,19230,25460,,19230,25460,,180,0,180,1,445319,445319
,,,,,,,,,392,0,392,1,445364,445364
17070,23300,,17070,23300,,17070,23300,,216,0,216,1,445391,445391
21677,29273,,21677,29273,,21677,29273,,575,136,711,1,445434,445434
22560,30210,,22560,30210,,22560,30210,,208,29,237,1,445470,445470
19392,25321,,19392,25321,,19392,25321,,305,0,305,1,445559,445559
19167,37167,,19167,37167,,19167,37167,,293,0,293,1,445577,445577
18997,33913,,18997,33913,,18997,33913,,883,0,883,1,445601,445601
19063,34363,,19063,34363,,19063,34363,,74,0,74,1,445610,445610
8285,14110,11286,8285,14110,11286,13225,19050,16226,435,727,1162,1,445674,445674
27920,34970,34970,27920,34970,34970,27920,34970,34970,420,0,420,1,445692,445692
31321,35821,41663,31321,35821,41663,31321,35821,41663,2286,39,2325,1,445708,445708
18139,24369,,18139,24369,,18139,24369,,2725,0,2725,1,445717,445717
20861,26790,,20861,26790,,20861,26790,,269,0,269,1,445726,445726
28700,43844,,28700,43844,,28700,43844,,464,0,464,1,445744,445744
19606,29155,,19606,29155,,19606,29155,,130,0,130,1,445753,445753
23103,31944,,23103,31944,,23103,31944,,73,4,77,1,445762,445762
22302,27450,,22302,27450,,22302,27450,,247,107,354,1,445920,445920
22302,27450,,22302,27450,,22302,27450,,76,41,117,1,445939,445939
30076,37830,36860,30076,37830,36860,30076,37830,36860,965,23,988,1,446048,446048
,,,,,,,,,167,0,167,1,446093,446093
15333,22956,,15333,22956,,15333,22956,,228,0,228,1,446127,446127
16659,28053,,16659,28053,,16659,28053,,42,18,60,1,446163,446163
21653,32525,26663,21653,32525,26663,21653,32525,26663,144,34,178,1,446233,446233
8900,9900,,8900,9900,,8900,9900,,67,0,67,1,446251,446251
,,,,,,,,,34,34,68,1,446303,446303
12358,25999,,12358,25999,,12358,25999,,3,0,3,1,446349,446349
27452,36219,,27452,36219,,27452,36219,,142,6,148,1,446385,446385
8953,19825,,8953,19825,,8953,19825,,7,98,105,1,446394,446394
21802,30643,,21802,30643,,21802,30643,,20,25,45,1,446446,446446
10586,11541,,10586,11541,,10586,11541,,31,0,31,1,446516,446516
25382,40382,,25382,40382,,25382,40382,,92,0,92,1,446525,446525
,,,,,,,,,963,0,963,1,446561,446561
19642,25786,,19642,25786,,19642,25786,,28,0,28,1,446598,446598
15600,17600,18200,15600,17600,18200,15600,17600,18200,1561,0,1561,1,446604,446604
27300,36450,37800,27300,36450,37800,27300,36450,37800,281,63,344,1,446640,446640
27075,30579,31998,27075,30579,31998,27075,30579,31998,578,256,834,1,446668,446668
22891,29419,,22891,29419,,22891,29419,,53,0,53,1,446677,446677
17070,23300,,17070,23300,,17070,23300,,61,0,61,1,446729,446729
18078,24308,,18078,24308,,18078,24308,,1048,0,1048,1,446738,446738
18007,24237,,18007,24237,,18007,24237,,756,0,756,1,446747,446747
17052,23282,,17052,23282,,17052,23282,,706,0,706,1,446756,446756
17035,23265,,17035,23265,,17035,23265,,166,0,166,1,446765,446765
8720,15920,,8720,15920,,11216,18416,,1191,3829,5020,1,446774,446774
18552,25296,,18552,25296,,18552,25296,,344,103,447,1,446792,446792
18702,26318,,18702,26318,,18702,26318,,298,86,384,1,446808,446808
16386,22287,,16386,22287,,16386,22287,,721,0,721,1,446835,446835
16265,22166,,16265,22166,,16265,22166,,572,0,572,1,446844,446844
17128,34968,,17128,34968,,17128,34968,,232,0,232,1,446853,446853
16508,24594,,16508,24594,,16508,24594,,319,76,395,1,446880,446880
22431,29926,,22431,29926,,22431,29926,,300,62,362,1,446899,446899
22431,29926,,22431,29926,,22431,29926,,278,73,351,1,446905,446905
22431,29926,,22431,29926,,22431,29926,,432,184,616,1,446914,446914
22431,29926,,22431,29926,,22431,29926,,344,114,458,1,446923,446923
16676,22580,,16676,22580,,16676,22580,,145,137,282,1,447050,447050
28005,33612,,28005,33612,,28005,33612,,264,107,371,1,447069,447069
18143,25757,,18143,25757,,18143,25757,,274,93,367,1,447236,447236
24561,31926,,24561,31926,,24561,31926,,1036,0,1036,1,447263,447263
22479,28383,,22479,28383,,22479,28383,,151,469,620,1,447272,447272
23679,27175,,23679,27175,,23679,27175,,953,0,953,1,447290,447290
18853,27536,,18853,27536,,18853,27536,,318,0,318,1,447351,447351
25533,28183,,25533,28183,,25533,28183,,279,0,279,1,447360,447360
22795,29148,,22795,29148,,22795,29148,,127,114,241,1,447421,447421
24699,35787,,24699,35787,,24699,35787,,574,0,574,1,447458,447458
24084,29691,,24084,29691,,24084,29691,,83,14,97,1,447476,447476
7100,11166,,7100,11166,,11312,15378,,1657,894,2551,1,447582,447582
,,,,,,,,,229,0,229,1,447591,447591
19332,25685,,19332,25685,,19332,25685,,69,117,186,1,447625,447625
17639,23869,,17639,23869,,17639,23869,,391,0,391,1,447652,447652
18150,24380,,18150,24380,,18150,24380,,158,0,158,1,447661,447661
22302,27450,,22302,27450,,22302,27450,,209,55,264,1,447670,447670
10916,22366,21686,10916,22366,21686,20374,31824,31144,6832,2887,9719,1,447689,447689
72400,80200,,72400,80200,,72400,80200,,126,0,126,1,447847,447847
18944,26567,,18944,26567,,18944,26567,,427,0,427,1,447935,447935
11407,31107,18507,11407,31107,18507,11407,31107,18507,327,40,367,1,447953,447953
11315,19715,,11315,19715,,11315,19715,,898,755,1653,1,448284,448284
13074,23120,,13074,23120,,13074,23120,,1118,0,1118,1,448309,448309
24508,28012,29086,24508,28012,29086,24508,28012,29086,523,339,862,1,448345,448345
23775,32458,,23775,32458,,23775,32458,,144,0,144,1,448372,448372
22431,29926,,22431,29926,,22431,29926,,282,87,369,1,448442,448442
22431,29926,,22431,29926,,22431,29926,,351,88,439,1,448451,448451
22431,29926,,22431,29926,,22431,29926,,147,39,186,1,448460,448460
22431,29926,,22431,29926,,22431,29926,,270,132,402,1,448479,448479
22431,29926,,22431,29926,,22431,29926,,181,61,242,1,448488,448488
22431,29926,,22431,29926,,22431,29926,,172,47,219,1,448497,448497
22431,29926,,22431,29926,,22431,29926,,253,155,408,1,448503,448503
22431,29926,,22431,29926,,22431,29926,,362,157,519,1,448512,448512
17070,23300,,17070,23300,,17070,23300,,34,0,34,1,448521,448521
17043,23273,,17043,23273,,17043,23273,,424,0,424,1,448530,448530
17061,23291,,17061,23291,,17061,23291,,784,0,784,1,448567,448567
29251,35893,36022,29251,35893,36022,29251,35893,36022,1422,885,2307,1,448576,448576
15462,20970,,15462,20970,,15462,20970,,61,416,477,1,448585,448585
7311,18156,,7311,18156,,14931,25776,,1361,2741,4102,1,448594,448594
19371,27858,,19371,27858,,19371,27858,,173,144,317,1,448600,448600
28049,33656,,28049,33656,,28049,33656,,254,94,348,1,448628,448628
19005,25949,,19005,25949,,19005,25949,,288,137,425,1,448664,448664
16767,24390,,16767,24390,,16767,24390,,1010,841,1851,1,448673,448673
21935,25063,,21935,25063,,21935,25063,,106,292,398,1,448734,448734
23563,30379,,23563,30379,,23563,30379,,146,0,146,1,448752,448752
23563,30379,,23563,30379,,23563,30379,,60,0,60,1,448761,448761
17070,23300,,17070,23300,,17070,23300,,20,0,20,1,448822,448822
17070,23300,,17070,23300,,17070,23300,,60,0,60,1,448831,448831
10920,20170,20170,10920,20170,20170,21836,31086,31086,2792,1868,4660,1,448840,448840
23674,29812,,23674,29812,,23674,29812,,133,0,133,1,448859,448859
15287,24075,25521,15287,24075,25521,29080,37868,39314,8918,1482,10400,1,448886,448886
27280,30784,33388,27280,30784,33388,27280,30784,33388,926,65,991,1,449010,449010
21147,32064,,21147,32064,,21147,32064,,511,2462,2973,1,449038,449038
25440,37740,,25440,37740,,25440,37740,,323,0,323,1,449083,449083
20205,31285,,20205,31285,,20205,31285,,178,0,178,1,449092,449092
18714,25658,,18714,25658,,18714,25658,,221,99,320,1,449117,449117
20049,27023,,20049,27023,,20049,27023,,149,73,222,1,449126,449126
11160,15892,,11160,15892,,11160,15892,,395,0,395,1,449135,449135
11160,15892,,11160,15892,,11160,15892,,188,0,188,1,449144,449144
11160,15892,,11160,15892,,11160,15892,,169,0,169,1,449153,449153
,,,,,,,,,272,0,272,1,449250,449250
24084,29691,,24084,29691,,24084,29691,,26,7,33,1,449302,449302
8320,14400,,8320,14400,,8320,14400,,3786,51636,55422,1,449339,449339
7510,13300,,7510,13300,,7510,13300,,36,102,138,1,449348,449348
31965,43125,,31965,43125,,31965,43125,,135,0,135,1,449384,449384
,,,,,,,,,544,0,544,1,449506,449506
22235,26890,,22235,26890,,22235,26890,,299,0,299,1,449524,449524
20551,30319,,20551,30319,,20551,30319,,195,0,195,1,449612,449612
,,15000,,,15000,,,15000,113,1,114,1,449658,449658
,,,,,,,,,66,0,66,1,449667,449667
9875,17975,,9875,17975,,9875,17975,,124,0,124,1,449685,449685
21400,31400,,21400,31400,,21400,31400,,505,0,505,1,449700,449700
,,,,,,,,,65,0,65,1,449728,449728
22400,22950,32600,22400,22950,32600,22400,22950,32600,110,8,118,1,449764,449764
,,,,,,,,,88,0,88,1,449861,449861
16424,27532,21640,16424,27532,21640,16424,27532,21640,278,50,328,1,449870,449870
26043,29550,,26043,29550,,26043,29550,,343,640,983,1,449898,449898
20229,27173,,20229,27173,,20229,27173,,202,75,277,1,450003,450003
20455,29207,,20455,29207,,20455,29207,,166,1,167,1,450021,450021
24580,28084,29698,24580,28084,29698,24580,28084,29698,360,106,466,1,450049,450049
17863,26697,,17863,26697,,17863,26697,,628,0,628,1,450058,450058
25343,32915,,25343,32915,,25343,32915,,501,0,501,1,450067,450067
27280,30784,33793,27280,30784,33793,27280,30784,33793,565,78,643,1,450085,450085
29251,35893,32860,29251,35893,32860,29251,35893,32860,626,559,1185,1,450094,450094
19532,28174,,19532,28174,,19532,28174,,107,74,181,1,450119,450119
19617,28259,,19617,28259,,19617,28259,,169,62,231,1,450128,450128
,,,,,,,,,77,3,80,1,450146,450146
19449,34749,,19449,34749,,19449,34749,,286,0,286,1,450155,450155
15451,22975,,15451,22975,,15451,22975,,322,148,470,1,450191,450191
22431,29926,,22431,29926,,22431,29926,,163,67,230,1,450207,450207
22431,29926,,22431,29926,,22431,29926,,551,105,656,1,450216,450216
22431,29926,,22431,29926,,22431,29926,,278,79,357,1,450225,450225
22431,29926,,22431,29926,,22431,29926,,206,97,303,1,450234,450234
22431,29926,,22431,29926,,22431,29926,,345,138,483,1,450243,450243
22431,29926,,22431,29926,,22431,29926,,512,178,690,1,450252,450252
22431,29926,,22431,29926,,22431,29926,,158,48,206,1,450261,450261
22431,29926,,22431,29926,,22431,29926,,230,100,330,1,450270,450270
19399,25273,,19399,25273,,19399,25273,,262,148,410,1,450289,450289
21147,32064,,21147,32064,,21147,32064,,22,325,347,1,450298,450298
21147,32064,,21147,32064,,21147,32064,,61,791,852,1,450377,450377
21762,26910,,21762,26910,,21762,26910,,104,59,163,1,450429,450429
19060,26676,,19060,26676,,19060,26676,,136,58,194,1,450447,450447
18150,24380,,18150,24380,,18150,24380,,301,0,301,1,450456,450456
19042,25786,,19042,25786,,19042,25786,,279,77,356,1,450465,450465
17057,23287,,17057,23287,,17057,23287,,827,0,827,1,450474,450474
17070,23300,,17070,23300,,17070,23300,,313,0,313,1,450483,450483
17670,23900,,17670,23900,,17670,23900,,454,0,454,1,450492,450492
22479,28383,,22479,28383,,22479,28383,,136,568,704,1,450526,450526
21935,25063,,21935,25063,,21935,25063,,87,464,551,1,450535,450535
22479,28383,,22479,28383,,22479,28383,,140,347,487,1,450544,450544
16767,24390,,16767,24390,,16767,24390,,834,672,1506,1,450571,450571
,,,,,,,,,430,35,465,1,450696,450696
,,,,,,,,,420,31,451,1,450702,450702
8615,13615,,8615,13615,,8615,13615,,12365,7820,20185,1,450933,450933
8832,15852,,8832,15852,,8832,15852,,5560,1533,7093,1,450979,450979
20567,29911,,20567,29911,,20567,29911,,222,78,300,1,451060,451060
,,,,,,,,,213,132,345,1,451352,451352
16000,27160,,16000,27160,,16000,27160,,61,0,61,1,451370,451370
17600,28760,21200,17600,28760,21200,17600,28760,21200,182,0,182,1,451398,451398
12900,28060,,12900,28060,,12900,28060,,307,0,307,1,451404,451404
