Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Number of Records,Unitid
16376,23040,,16376,23040,,16376,23040,,1,262332
19348,28031,,19348,28031,,19348,28031,,1,262457
19454,30774,,19454,30774,,19454,30774,,1,363387
24084,29691,,24084,29691,,24084,29691,,1,363439
17952,27456,,17952,27456,,17952,27456,,1,363590
4788,11982,,5100,12294,,6132,13326,,1,363633
,,17300,,,17300,,,17300,1,363712
7251,12776,,7251,12776,,7251,12776,,1,363907
7251,12776,,7251,12776,,7251,12776,,1,363916
24300,32300,34868,24300,32300,34868,24300,32300,34868,1,363934
9780,15504,,9780,15504,,15564,21288,,1,364016
9780,15504,18890,9780,15504,18890,15564,21288,24674,1,364025
20329,25835,,20329,25835,,20329,25835,,1,364168
,,,,,,,,,1,364618
,,,,,,,,,1,364964
16287,22188,,16287,22188,,16287,22188,,1,364973
27940,31444,42955,27940,31444,42955,27940,31444,42955,1,365055
15917,23232,,15917,23232,,15917,23232,,1,365204
,,,,,,,,,1,365213
,,,,,,,,,1,365383
,,,,,,,,,1,365763
9162,16690,,9162,16690,,9162,16690,,1,366003
19480,29270,30193,19480,29270,30193,25720,35510,36433,1,366252
15478,30656,,15478,30656,,15478,30656,,1,366261
8525,16655,,8525,16655,,8525,16655,,1,366340
10060,16130,,10060,16130,,14200,20270,,1,366395
7123,18283,,7123,18283,,12547,23707,,1,366401
5719,12461,,5719,12461,,7759,14501,,1,366447
6552,15607,,6552,15607,,8592,17647,,1,366465
20972,28595,,20972,28595,,20972,28595,,1,366535
20247,29319,,20247,29319,,20247,29319,,1,366544
16574,21826,,16574,21826,,16574,21826,,1,366553
22431,29926,,22431,29926,,22431,29926,,1,366580
22431,29926,,22431,29926,,22431,29926,,1,366650
22431,29926,,22431,29926,,22431,29926,,1,366678
22431,29926,,22431,29926,,22431,29926,,1,366696
10876,22288,23162,10876,22288,23162,22036,33448,34322,1,366711
22343,25471,,22343,25471,,22343,25471,,1,366748
19072,25744,,19072,25744,,19072,25744,,1,367024
21227,29714,,21227,29714,,21227,29714,,1,367097
11750,17710,,11750,17710,,11750,17710,,1,367103
18033,24873,,18033,24873,,18033,24873,,1,367112
32528,40880,36660,32528,40880,36660,32528,40880,36660,1,367194
7105,17302,,8530,18727,,10105,20302,,1,367459
9139,19859,16366,9139,19859,16366,9139,19859,16366,1,367839
18341,29789,,18341,29789,,18341,29789,,1,367884
20804,28400,,20804,28400,,20804,28400,,1,367909
21935,25063,,21935,25063,,21935,25063,,1,367936
,,,,,,,,,1,368407
24084,29691,,24084,29691,,24084,29691,,1,368443
19300,24700,,19300,24700,,19300,24700,,1,368452
22431,29926,,22431,29926,,22431,29926,,1,368601
20721,32142,,20721,32142,,20721,32142,,1,368805
7047,13160,,7047,13160,,9087,15200,,1,368911
23727,31222,,23727,31222,,23727,31222,,1,369084
11504,20133,,11504,20133,,19916,28545,,1,369419
18443,24071,,18443,24071,,18443,24071,,1,369516
20019,26985,,20019,26985,,20019,26985,,1,369862
19845,23345,,19845,23345,,19845,23345,,1,369905
18432,19449,,18432,19449,,18432,19449,,1,371052
19454,30774,,19454,30774,,19454,30774,,1,371760
19454,30774,,19454,30774,,19454,30774,,1,371779
,,,,,,,,,1,371928
20610,31959,,20610,31959,,20610,31959,,1,371982
,,,,,,,,,1,372028
20862,32211,,20862,32211,,20862,32211,,1,372037
14480,20110,,14480,20110,,14480,20110,,1,372213
18105,24335,,18105,24335,,18105,24335,,1,372222
14802,24055,,14802,24055,,14802,24055,,1,372329
22431,29926,,22431,29926,,22431,29926,,1,372578
17777,29135,,17777,29135,,17777,29135,,1,372921
21657,29280,,21657,29280,,21657,29280,,1,372958
19566,25495,,19566,25495,,19566,25495,,1,373058
20907,24403,,20907,24403,,20907,24403,,1,373085
,,,,,,,,,1,373711
18104,23104,25360,18104,23104,25360,18104,23104,25360,1,373827
19845,23345,,19845,23345,,19845,23345,,1,374972
8675,16675,,8675,16675,,8675,16675,,1,375230
19739,27362,,19739,27362,,19739,27362,,1,375416
20897,24353,,20897,24353,,20897,24353,,1,375489
6645,9145,,6645,9145,,6645,9145,,1,375568
16458,23122,,16458,23122,,16458,23122,,1,375841
,,,,,,,,,1,375966
14400,22534,,14400,22534,,14400,22534,,1,376039
10399,13132,,10399,13132,,10399,13132,,1,376224
10084,13584,,10084,13584,,10084,13584,,1,376321
9964,10614,,9964,10614,,9964,10614,,1,376330
7915,10135,8755,7915,10135,8755,7915,10135,8755,1,376695
22431,29926,,22431,29926,,22431,29926,,1,377069
21438,29061,,21438,29061,,21438,29061,,1,377111
,,,,,,,,,1,377218
21375,30216,,21375,30216,,21375,30216,,1,377449
21802,30643,,21802,30643,,21802,30643,,1,377458
,,,,,,,,,1,377485
24583,34225,,24583,34225,,24583,34225,,1,377546
16906,27658,27658,16906,27658,27658,36480,47232,47232,1,377555
16897,27649,27649,16897,27649,27649,36471,47223,47223,1,377564
25648,33612,,25648,33612,,25648,33612,,1,377652
,,,,,,,,,1,378105
22431,29926,,22431,29926,,22431,29926,,1,378406
14796,26766,,14796,26766,,14796,26766,,1,378576
17693,23594,,17693,23594,,17693,23594,,1,379029
,,,,,,,,,1,379782
20495,28118,,20495,28118,,20495,28118,,1,380094
7142,12362,,7142,12362,,7142,12362,,1,380359
10607,16315,14102,10607,16315,14102,10607,16315,14102,1,380368
8436,18243,13701,8436,18243,13701,8436,18243,13701,1,380377
20141,26494,,20141,26494,,20141,26494,,1,380438
18048,24278,,18048,24278,,18048,24278,,1,380465
7778,17402,,7778,17402,,7778,17402,,1,381529
14700,21900,,14700,21900,,14700,21900,,1,381617
18206,29564,,18206,29564,,18206,29564,,1,381732
22191,26951,,22191,26951,,22191,26951,,1,381787
22431,29926,,22431,29926,,22431,29926,,1,381909
13470,19700,,13470,19700,,13470,19700,,1,382063
,,,,,,,,,1,382416
17090,22890,25362,17090,22890,25362,17090,22890,25362,1,382504
17955,24899,,17955,24899,,17955,24899,,1,382771
5387,13399,10655,6557,14569,11825,15497,23509,20765,1,382911
18543,28704,,18543,28704,,18543,28704,,1,382957
5718,18196,,5718,18196,,10470,22948,,1,383190
9950,24200,,9950,24200,,9950,24200,,1,383507
22058,27670,,22058,27670,,22058,27670,,1,383950
6337,13987,,6673,14323,,8905,16555,,1,383996
18757,36757,,18757,36757,,18757,36757,,1,384209
35756,46878,45968,35756,46878,45968,35756,46878,45968,1,384254
9780,15504,,9780,15504,,15564,21288,,1,384333
6870,14270,,10770,18170,,14670,22070,,1,384342
18318,24558,,18318,24558,,18318,24558,,1,384412
16700,27860,18200,16700,27860,18200,16700,27860,18200,1,384421
18389,24290,,18389,24290,,18389,24290,,1,385008
30042,39447,,30042,39447,,30042,39447,,1,385503
23240,43432,,23240,43432,,23240,43432,,1,385619
13820,24980,,13820,24980,,13820,24980,,1,386153
22601,30089,,22601,30089,,22601,30089,,1,386472
17800,26000,,17800,26000,,17800,26000,,1,387660
17831,25124,,17831,25124,,17831,25124,,1,388043
14151,32091,,14151,32091,,14151,32091,,1,388520
15451,22975,,15451,22975,,15451,22975,,1,389727
20831,28382,,20831,28382,,20831,28382,,1,390701
,,,,,,,,,1,391333
,,,,,,,,,1,392257
10100,33500,,10100,33500,,10100,33500,,1,392354
26410,37610,35800,26410,37610,35800,26410,37610,35800,1,392840
7090,18250,,7090,18250,,11674,22834,,1,395362
24254,30896,,24254,30896,,24254,30896,,1,398130
7127,18287,,7127,18287,,11159,22319,,1,399212
22455,31135,,22455,31135,,22455,31135,,1,399869
36414,44752,43128,36414,44752,43128,36414,44752,43128,1,399911
9613,20485,,9613,20485,,9613,20485,,1,401223
43246,58757,,43246,58757,,43246,58757,,1,402776
5074,10861,,10993,16780,,12931,18718,,1,403469
5074,10861,,10993,16780,,12931,18718,,1,403478
5074,10861,,10993,16780,,12931,18718,,1,403487
14700,21900,,14700,21900,,14700,21900,,1,404073
14700,21900,,14700,21900,,14700,21900,,1,404082
26040,36540,,26040,36540,,26040,36540,,1,404338
19469,25398,,19469,25398,,19469,25398,,1,404365
17988,23917,,17988,23917,,17988,23917,,1,404374
19084,25013,,19084,25013,,19084,25013,,1,404383
7594,16162,,7594,16162,,14119,22687,,1,404426
18317,24218,,18317,24218,,18317,24218,,1,404499
18360,24261,,18360,24261,,18360,24261,,1,404505
18226,24127,,18226,24127,,18226,24127,,1,404514
14700,21900,20100,14700,21900,20100,14700,21900,20100,1,404648
8752,15259,,8752,15259,,8752,15259,,1,404806
17298,26132,,17298,26132,,17298,26132,,1,404921
20480,35321,28680,20480,35321,28680,20480,35321,28680,1,404994
14800,25960,16500,14800,25960,16500,14800,25960,16500,1,405058
16000,30950,,16000,30950,,16000,30950,,1,405854
7202,12702,,8700,14200,,10601,16101,,1,405872
18137,24367,,18137,24367,,18137,24367,,1,405979
17070,23300,,17070,23300,,17070,23300,,1,405988
17070,23300,,17070,23300,,17070,23300,,1,405997
18138,24368,,18138,24368,,18138,24368,,1,406006
18150,24380,,18150,24380,,18150,24380,,1,406015
,,,,,,,,,1,406024
,,,,,,,,,1,406033
26557,31541,,26557,31541,,26557,31541,,1,406194
15050,19550,,15050,19550,,15050,19550,,1,406200
24084,29691,,24084,29691,,24084,29691,,1,406219
,,,,,,,,,1,406325
,,,,,,,,,1,406361
,,,,,,,,,1,406422
21707,33101,,21707,33101,,21707,33101,,1,406547
14971,23759,23117,14971,23759,23117,27923,36711,36069,1,407009
22431,29926,,22431,29926,,22431,29926,,1,407063
22302,27450,,22302,27450,,22302,27450,,1,407285
22431,29926,,22431,29926,,22431,29926,,1,407319
15650,32831,,15650,32831,,15650,32831,,1,407328
20897,24403,,20897,24403,,20897,24403,,1,408039
13918,19687,15739,13918,19687,15739,19714,25483,21535,1,408394
21460,27753,,21460,27753,,21460,27753,,1,408844
22431,29926,,22431,29926,,22431,29926,,1,409069
5646,10500,,5930,10784,,9660,14514,,1,409315
21801,29928,,21801,29928,,21801,29928,,1,409670
10057,22229,19210,10057,22229,19210,21217,33389,30370,1,409698
19454,30774,,19454,30774,,19454,30774,,1,409874
22769,26275,,22769,26275,,22769,26275,,1,410283
19845,23345,,19845,23345,,19845,23345,,1,410496
29251,35893,34825,29251,35893,34825,29251,35893,34825,1,410502
14237,14975,,14237,14975,,14237,14975,,1,410520
16507,31139,,16507,31139,,16507,31139,,1,410539
,,,,,,,,,1,412535
20531,28154,,20531,28154,,20531,28154,,1,412599
13791,17994,,13791,17994,,13791,17994,,1,413413
10484,17068,,10484,17068,,10484,17068,,1,413617
9880,18580,,9880,18580,,9880,18580,,1,413626
20692,38532,,20692,38532,,20692,38532,,1,413635
22431,29926,,22431,29926,,22431,29926,,1,413839
22431,29926,,22431,29926,,22431,29926,,1,413848
22431,29926,,22431,29926,,22431,29926,,1,413857
22431,29926,,22431,29926,,22431,29926,,1,413866
22431,29926,,22431,29926,,22431,29926,,1,413884
14700,21900,,14700,21900,,14700,21900,,1,414160
13384,23384,,13384,23384,,13384,23384,,1,414461
22431,29926,,22431,29926,,22431,29926,,1,414531
22431,29926,,22431,29926,,22431,29926,,1,414568
22431,29926,,22431,29926,,22431,29926,,1,414586
18846,33966,,18846,33966,,18846,33966,,1,414595
17400,24600,,17400,24600,,17400,24600,,1,414708
31321,35821,41461,31321,35821,41461,31321,35821,41461,1,414823
22431,29926,,22431,29926,,22431,29926,,1,414841
16940,25940,,16940,25940,,16940,25940,,1,414878
6360,9460,,9560,12660,,12530,15630,,1,414911
,,,,,,,,,1,414939
18121,24351,,18121,24351,,18121,24351,,1,416962
,,,,,,,,,1,417257
5445,7945,,5445,7945,,5445,7945,,1,417275
25670,36670,,25670,36670,,25670,36670,,1,417318
21909,33303,,21909,33303,,21909,33303,,1,417327
,,,,,,,,,1,417442
,,,,,,,,,1,417628
,,,,,,,,,1,417682
,,,,,,,,,1,417716
23800,32300,,23800,32300,,23800,32300,,1,417734
13062,22726,17804,13062,22726,17804,13062,22726,17804,1,417752
,,,,,,,,,1,417840
,,,,,,,,,1,417868
15315,18315,,15315,18315,,15315,18315,,1,417886
16000,18000,,16000,18000,,16000,18000,,1,417910
,,,,,,,,,1,417947
,,,,,,,,,1,417992
,,,,,,,,,1,418001
,,,,,,,,,1,418010
,,,,,,,,,1,418029
,,,,,,,,,1,418056
,,,,,,,,,1,418065
,,,,,,,,,1,418083
17404,34452,,17404,34452,,17404,34452,,1,418126
15945,22945,,15945,22945,,15945,22945,,1,418223
,,,,,,,,,1,418427
,,,,,,,,,1,418445
,,,,,,,,,1,418481
,,,,,,,,,1,418524
,,,,,,,,,1,418588
,,,,,,,,,1,418603
,,,,,,,,,1,418773
10056,15056,,10056,15056,,10056,15056,,1,418782
18956,30314,,18956,30314,,18956,30314,,1,418870
6800,13050,,6800,13050,,6800,13050,,1,419031
10870,30080,,10870,30080,,10870,30080,,1,419183
,,,,,,,,,1,419217
,,,,,,,,,1,419244
17475,30025,,17475,30025,,17475,30025,,1,419341
21935,25063,,21935,25063,,21935,25063,,1,419457
18133,24363,,18133,24363,,18133,24363,,1,419509
10056,15056,,10056,15056,,10056,15056,,1,419703
10056,15056,,10056,15056,,10056,15056,,1,419712
10056,15056,,10056,15056,,10056,15056,,1,419721
22973,30614,,22973,30614,,22973,30614,,1,420006
21375,30216,,21375,30216,,21375,30216,,1,420024
18045,24275,,18045,24275,,18045,24275,,1,420042
,,,,,,,,,1,420130
14461,21985,,14461,21985,,14461,21985,,1,420307
18207,22068,,18207,22068,,18207,22068,,1,420316
11250,22410,13550,11250,22410,13550,11250,22410,13550,1,420325
9248,17284,,12710,20746,,18032,26068,,1,420398
22431,29926,,22431,29926,,22431,29926,,1,420404
6264,10158,,6264,10158,,8304,12198,,1,420431
10560,17160,,10560,17160,,13200,19800,,1,420440
18445,24346,,18445,24346,,18445,24346,,1,420495
18370,24271,,18370,24271,,18370,24271,,1,420501
5585,14873,,5585,14873,,7073,16361,,1,420538
8931,17562,,8931,17562,,8931,17562,,1,420556
14971,23759,23981,14971,23759,23981,27923,36711,36933,1,420574
10225,16825,,10225,16825,,11125,17725,,1,420723
21935,25063,,21935,25063,,21935,25063,,1,420866
17070,23300,,17070,23300,,17070,23300,,1,421009
19230,25460,,19230,25460,,19230,25460,,1,421018
20897,24403,,20897,24403,,20897,24403,,1,421513
17986,25523,,17986,25523,,17986,25523,,1,421708
21091,32485,30565,21091,32485,30565,21091,32485,30565,1,421832
33911,53657,53657,33911,53657,53657,33911,53657,53657,1,421841
16945,25628,,16945,25628,,16945,25628,,1,422020
8436,15384,,8436,15384,,12576,19524,,1,423652
16498,23162,,16498,23162,,16498,23162,,1,423980
16113,21835,,16113,21835,,16113,21835,,1,425986
12932,21412,,12932,21412,,12932,21412,,1,426314
,,,,,,,,,1,427308
22431,29926,,22431,29926,,22431,29926,,1,427663
22978,31819,,22978,31819,,22978,31819,,1,427973
21802,30643,,21802,30643,,21802,30643,,1,427982
29386,52761,,29386,52761,,29386,52761,,1,428000
22728,28657,,22728,28657,,22728,28657,,1,428170
21935,25063,,21935,25063,,21935,25063,,1,428268
27172,30676,34618,27172,30676,34618,27172,30676,34618,1,428286
17678,24914,,17678,24914,,17678,24914,,1,428329
7473,14079,,7473,14079,,10281,16887,,1,428392
27100,30604,32593,27100,30604,32593,27100,30604,32593,1,428444
10944,17854,,10944,17854,,10944,17854,,1,429128
22431,29926,,22431,29926,,22431,29926,,1,429599
19157,34457,,19157,34457,,19157,34457,,1,430050
15570,24552,,15570,24552,,15570,24552,,1,430087
19407,30632,,19407,30632,,19407,30632,,1,430148
19056,26352,,19056,26352,,19056,26352,,1,430157
18009,25305,,18009,25305,,18009,25305,,1,430166
21147,32064,,21147,32064,,21147,32064,,1,430184
22431,29926,,22431,29926,,22431,29926,,1,430263
,,,,,,,,,1,430306
22431,29926,,22431,29926,,22431,29926,,1,430351
22431,29926,,22431,29926,,22431,29926,,1,430360
22431,29926,,22431,29926,,22431,29926,,1,430379
22431,29926,,22431,29926,,22431,29926,,1,430388
36334,43624,,36334,43624,,36334,43624,,1,430485
10593,15093,,10593,15093,,16443,20943,,1,430670
25810,39610,35060,25810,39610,35060,25810,39610,35060,1,430810
11751,23110,,11751,23110,,11751,23110,,1,430883
7880,9490,,7880,9490,,7880,9490,,1,430935
,,,,,,,,,1,430971
,,,,,,,,,1,431105
11045,13045,,11045,13045,,11045,13045,,1,431123
11160,15892,,11160,15892,,11160,15892,,1,431309
28198,36940,,28198,36940,,28198,36940,,1,431600
,,,,,,,,,1,431707
,,,,,,,,,1,431770
10412,10212,,10412,10212,,10412,10212,,1,431929
,,18000,,,18000,,,18000,1,431983
18086,24316,,18086,24316,,18086,24316,,1,432223
18150,24380,,18150,24380,,18150,24380,,1,432232
18150,24380,,18150,24380,,18150,24380,,1,432241
23235,35819,,23235,35819,,23235,35819,,1,432384
29100,40350,40350,29100,40350,40350,29100,40350,40350,1,432524
29251,35893,35317,29251,35893,35317,29251,35893,35317,1,432533
27984,37624,,27984,37624,,27984,37624,,1,433004
,,,,,,,,,1,433040
,,,,,,,,,1,433174
6970,13270,,6970,13270,,6970,13270,,1,433387
16476,26492,,16476,26492,,16476,26492,,1,433420
16037,28673,,16037,28673,,16037,28673,,1,433536
19744,24490,26879,19744,24490,26879,19744,24490,26879,1,433563
10718,20142,19102,10718,20142,19102,30040,39464,38424,1,433660
8187,14103,,8187,14103,,8187,14103,,1,434016
18995,26583,,18995,26583,,18995,26583,,1,434034
22431,29926,,22431,29926,,22431,29926,,1,434052
7977,16766,,7977,16766,,10658,19447,,1,434061
24902,30525,,24902,30525,,24902,30525,,1,434317
13862,17990,,13862,17990,,13862,17990,,1,434414
21164,30812,,21164,30812,,21164,30812,,1,434432
21707,33101,,21707,33101,,21707,33101,,1,434539
22431,29926,,22431,29926,,22431,29926,,1,434548
22431,29926,,22431,29926,,22431,29926,,1,434557
22431,29926,,22431,29926,,22431,29926,,1,434566
22431,29926,,22431,29926,,22431,29926,,1,434575
7770,19544,17620,7770,19544,17620,8970,20744,18820,1,434584
8637,16063,,11471,18897,,14435,21861,,1,434672
18814,26110,,18814,26110,,18814,26110,,1,434690
9610,14110,,9610,14110,,9610,14110,,1,434751
21896,30737,,21896,30737,,21896,30737,,1,434812
22719,31361,,22719,31361,,22719,31361,,1,434821
11160,15892,,11160,15892,,11160,15892,,1,434900
10900,20900,17900,10900,20900,17900,10900,20900,17900,1,434937
18137,24367,,18137,24367,,18137,24367,,1,434946
18076,24306,,18076,24306,,18076,24306,,1,434955
18150,24380,,18150,24380,,18150,24380,,1,434964
17070,23300,,17070,23300,,17070,23300,,1,434973
17070,23300,,17070,23300,,17070,23300,,1,434982
17070,23300,,17070,23300,,17070,23300,,1,434991
21935,25063,,21935,25063,,21935,25063,,1,436094
20333,26262,,20333,26262,,20333,26262,,1,436182
18561,24490,,18561,24490,,18561,24490,,1,436191
19527,35027,,19527,35027,,19527,35027,,1,436225
8058,16847,,8058,16847,,11741,20530,,1,436304
22479,28383,,22479,28383,,22479,28383,,1,436438
11160,15892,,11160,15892,,11160,15892,,1,436465
16038,21546,,16038,21546,,16038,21546,,1,436483
10625,15125,,10625,15125,,10625,15125,,1,436553
24624,40633,,24624,40633,,24624,40633,,1,436599
18017,29121,25728,18017,29121,25728,18017,29121,25728,1,436614
13506,25278,,13506,25278,,32454,44226,,1,436818
13506,25278,,13506,25278,,32454,44226,,1,436827
13516,25288,,13516,25288,,32464,44236,,1,436836
22431,29926,,22431,29926,,22431,29926,,1,437042
22431,29926,,22431,29926,,22431,29926,,1,437051
17944,23873,,17944,23873,,17944,23873,,1,437060
10500,17385,,10500,17385,,10500,17385,,1,437097
9030,16509,,9030,16509,,13086,20565,,1,437103
22431,29926,,22431,29926,,22431,29926,,1,437219
,,,,,,,,,1,437237
,,,,,,,,,1,437635
14427,24327,,14427,24327,,14427,24327,,1,437653
,,,,,,,,,1,437705
17985,30500,,17985,30500,,17985,30500,,1,437750
28005,33373,,28005,33373,,28005,33373,,1,437848
,,,,,,,,,1,437927
,,,,,,,,,1,437936
30000,37800,,30000,37800,,30000,37800,,1,438151
18025,28384,,18025,28384,,18025,28384,,1,438212
,,,,,,,,,1,438258
,,,,,,,,,1,438337
16932,23162,,16932,23162,,16932,23162,,1,438382
18150,24380,,18150,24380,,18150,24380,,1,438416
23534,30296,,23534,30296,,23534,30296,,1,438498
20662,27406,,20662,27406,,20662,27406,,1,438586
20290,27034,,20290,27034,,20290,27034,,1,438601
17070,23300,,17070,23300,,17070,23300,,1,438610
17070,23300,,17070,23300,,17070,23300,,1,438629
18996,26646,,18996,26646,,18996,26646,,1,438647
7238,9238,,7238,9238,,11366,13366,,1,438708
23103,31974,,23103,31974,,23103,31974,,1,438735
22052,29675,,22052,29675,,22052,29675,,1,438869
22010,29606,,22010,29606,,22010,29606,,1,438902
24359,25847,,24359,25847,,24359,25847,,1,439057
,,,,,,,,,1,439118
22431,29926,,22431,29926,,22431,29926,,1,439136
8355,17433,,8355,17433,,13545,22623,,1,439145
7777,17401,,7777,17401,,12966,22590,,1,439190
19230,25460,,19230,25460,,19230,25460,,1,439279
31321,35821,41461,31321,35821,41461,31321,35821,41461,1,439288
19230,25460,,19230,25460,,19230,25460,,1,439297
14255,19055,,14255,19055,,14255,19055,,1,439303
14255,19055,,14255,19055,,14255,19055,,1,439312
33481,43541,,33481,43541,,33481,43541,,1,439455
20522,29164,,20522,29164,,20522,29164,,1,439482
21133,29937,,21133,29937,,21133,29937,,1,439491
19050,29850,,19050,29850,,19050,29850,,1,439613
17465,30125,,17465,30125,,17465,30125,,1,439701
18128,29870,,18128,29870,,18128,29870,,1,439738
17695,28684,,17695,28684,,17695,28684,,1,439792
14980,27280,19980,14980,27280,19980,14980,27280,19980,1,439862
13387,24781,19037,13387,24781,19037,13387,24781,19037,1,439899
15355,23843,,15355,23843,,15355,23843,,1,439969
23103,31944,,23103,31944,,23103,31944,,1,440059
18266,33182,,18266,33182,,18266,33182,,1,440110
16304,31604,,16304,31604,,16304,31604,,1,440129
26565,31549,,26565,31549,,26565,31549,,1,440147
22431,29926,,22431,29926,,22431,29926,,1,440165
,,,,,,,,,1,440217
21008,28631,,21008,28631,,21008,28631,,1,440271
22239,33291,,22239,33291,,22239,33291,,1,440299
27280,30784,37126,27280,30784,37126,27280,30784,37126,1,440341
21802,30643,,21802,30643,,21802,30643,,1,440378
13800,18300,,13800,18300,,13800,18300,,1,440396
7070,12682,,7070,12682,,9936,15548,,1,440402
17070,23300,,17070,23300,,17070,23300,,1,440420
18134,24364,,18134,24364,,18134,24364,,1,440439
18150,24380,,18150,24380,,18150,24380,,1,440448
18150,24380,,18150,24380,,18150,24380,,1,440457
17670,23900,,17670,23900,,17670,23900,,1,440466
28113,33481,,28113,33481,,28113,33481,,1,440484
22431,29926,,22431,29926,,22431,29926,,1,440642
10641,17421,,10641,17421,,10641,17421,,1,440651
9594,15102,,9594,15102,,9594,15102,,1,440749
15570,21078,,15570,21078,,15570,21078,,1,440758
16038,21546,,16038,21546,,16038,21546,,1,440767
21404,30404,,21404,30404,,21404,30404,,1,440794
29386,52761,,29386,52761,,29386,52761,,1,440800
29386,52761,,29386,52761,,29386,52761,,1,440819
19011,24940,,19011,24940,,19011,24940,,1,440873
18603,24532,,18603,24532,,18603,24532,,1,440882
18856,24785,,18856,24785,,18856,24785,,1,440891
18852,25596,,18852,25596,,18852,25596,,1,440925
18715,25659,,18715,25659,,18715,25659,,1,441025
5940,12317,,5940,12317,,5940,12317,,1,441070
10240,21668,,10240,21668,,21400,32828,,1,441186
20079,27023,,20079,27023,,20079,27023,,1,441201
36978,45434,,36978,45434,,36978,45434,,1,441229
,,,,,,,,,1,441335
20307,25935,,20307,25935,,20307,25935,,1,441487
23103,31944,,23103,31944,,23103,31944,,1,441496
19494,28278,,19494,28278,,19494,28278,,1,441502
10910,28270,,10910,28270,,10910,28270,,1,441511
,,,,,,,,,1,441593
14950,26900,16150,14950,26900,16150,14950,26900,16150,1,441609
19266,30909,,19266,30909,,19266,30909,,1,441636
7576,12072,,7576,12072,,7576,12072,,1,441690
6955,9895,,6955,9895,,6955,9895,,1,441706
,,,,,,,,,1,441742
17600,29600,,17600,29600,,17600,29600,,1,441751
11178,17435,,11178,17435,,19602,25859,,1,441760
23103,31944,,23103,31944,,23103,31944,,1,441788
9812,20052,,9812,20052,,20088,30328,,1,441900
16593,24117,,16593,24117,,16593,24117,,1,441928
11092,22432,25007,11092,22432,25007,22252,33592,36167,1,441937
22431,29926,,22431,29926,,22431,29926,,1,441955
22431,29926,,22431,29926,,22431,29926,,1,441964
29251,35893,35326,29251,35893,35326,29251,35893,35326,1,441973
,,61956,,,61956,,,61956,1,441982
18150,24380,,18150,24380,,18150,24380,,1,442143
17064,23294,,17064,23294,,17064,23294,,1,442152
18150,24380,,18150,24380,,18150,24380,,1,442161
17052,23282,,17052,23282,,17052,23282,,1,442170
17070,23300,,17070,23300,,17070,23300,,1,442189
17041,28435,,17041,28435,,17041,28435,,1,442213
21935,25063,,21935,25063,,21935,25063,,1,442222
16389,22290,,16389,22290,,16389,22290,,1,442231
22431,29926,,22431,29926,,22431,29926,,1,442338
22431,29926,,22431,29926,,22431,29926,,1,442347
27056,35964,,27056,35964,,27056,35964,,1,442356
16789,23870,,16789,23870,,16789,23870,,1,442383
20614,26543,,20614,26543,,20614,26543,,1,442408
,,,,,,,,,1,442426
11750,17711,,11750,17711,,11750,17711,,1,442435
21049,29732,,21049,29732,,21049,29732,,1,442444
18581,36581,,18581,36581,,18581,36581,,1,442462
9594,22091,18094,9594,22091,18094,9594,22091,18094,1,442523
9417,16464,,9417,16464,,9417,16464,,1,442569
22302,27450,,22302,27450,,22302,27450,,1,442578
,,,,,,,,,1,442602
18318,24558,,18318,24558,,18318,24558,,1,442639
17370,35370,,17370,35370,,17370,35370,,1,442648
21156,32514,,21156,32514,,21156,32514,,1,442684
15462,20970,,15462,20970,,15462,20970,,1,442718
26797,38155,,26797,38155,,26797,38155,,1,442745
6580,15216,6805,6580,15216,6805,8692,17328,8917,1,442781
24442,32056,,24442,32056,,24442,32056,,1,442790
18976,27682,,18976,27682,,18976,27682,,1,442842
12671,24065,,12671,24065,,12671,24065,,1,443049
9560,20715,20094,9560,20715,20094,9560,20715,20094,1,443058
,,,,,,,,,1,443261
22728,28657,,22728,28657,,22728,28657,,1,443270
39063,51463,,39063,51463,,39063,51463,,1,443331
15630,27270,,15630,27270,,15630,27270,,1,443340
23674,29812,,23674,29812,,23674,29812,,1,443377
30865,41456,41456,30865,41456,41456,30865,41456,41456,1,443410
22556,30224,,22556,30224,,22556,30224,,1,443438
17070,23300,,17070,23300,,17070,23300,,1,443474
8550,16798,15306,8550,16798,15306,14252,22500,21008,1,443492
22431,29926,,22431,29926,,22431,29926,,1,443526
22431,29926,,22431,29926,,22431,29926,,1,443535
17658,23888,,17658,23888,,17658,23888,,1,443544
7975,14573,,7975,14573,,7975,14573,,1,443562
13552,23680,,13552,23680,,13552,23680,,1,443599
16341,22242,,16341,22242,,16341,22242,,1,443623
18897,25841,,18897,25841,,18897,25841,,1,443650
27221,32205,,27221,32205,,27221,32205,,1,443687
18193,33693,,18193,33693,,18193,33693,,1,443739
20978,28457,,20978,28457,,20978,28457,,1,443748
21147,32064,,21147,32064,,21147,32064,,1,443766
21147,32064,,21147,32064,,21147,32064,,1,443784
21300,28914,,21300,28914,,21300,28914,,1,443854
17670,23900,,17670,23900,,17670,23900,,1,443881
17670,23900,,17670,23900,,17670,23900,,1,443890
17070,23300,,17070,23300,,17070,23300,,1,443924
8740,9740,,8740,9740,,8740,9740,,1,443951
18353,27920,,18353,27920,,18353,27920,,1,444024
11398,16892,,11398,16892,,11398,16892,,1,444042
