Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Number of Records,Unitid
12124,19774,,12124,19774,,12124,19774,,1,444158
14700,21900,,14700,21900,,14700,21900,,1,444167
8570,9570,,8570,9570,,8570,9570,,1,444194
7080,17682,,7080,17682,,13176,23778,,1,444219
24084,29691,,24084,29691,,24084,29691,,1,444255
,,,,,,,,,1,444264
10300,18530,17170,10300,18530,17170,10300,18530,17170,1,444398
,,16500,,,16500,,,16500,1,444413
19059,33555,,19059,33555,,19059,33555,,1,444547
21275,29015,,21275,29015,,21275,29015,,1,444565
13389,19989,,13389,19989,,13389,19989,,1,444583
,,,,,,,,,1,444644
,,,,,,,,,1,444662
8540,9032,,8540,9032,,8540,9032,,1,444671
20704,20704,,20704,20704,,20704,20704,,1,444723
,,,,,,,,,1,444769
15191,26423,,15191,26423,,15191,26423,,1,444778
,,,,,,,,,1,444866
27100,30604,31273,27100,30604,31273,27100,30604,31273,1,444927
7485,13498,,7485,13498,,12905,18918,,1,444954
21896,30737,,21896,30737,,21896,30737,,1,444972
8242,14948,,8242,14948,,13182,19888,,1,445018
14761,21561,,14761,21561,,14761,21561,,1,445027
26527,31463,,26527,31463,,26527,31463,,1,445072
22431,29926,,22431,29926,,22431,29926,,1,445081
17757,21618,,17757,21618,,17757,21618,,1,445090
16343,22244,,16343,22244,,16343,22244,,1,445115
18799,25543,,18799,25543,,18799,25543,,1,445124
19427,26171,,19427,26171,,19427,26171,,1,445133
24253,26731,33499,24253,26731,33499,47131,49609,56377,1,445188
21402,29016,,21402,29016,,21402,29016,,1,445197
20810,28433,,20810,28433,,20810,28433,,1,445203
22619,30242,,22619,30242,,22619,30242,,1,445249
26536,31472,,26536,31472,,26536,31472,,1,445276
17054,23284,,17054,23284,,17054,23284,,1,445300
19230,25460,,19230,25460,,19230,25460,,1,445319
,,,,,,,,,1,445364
17070,23300,,17070,23300,,17070,23300,,1,445391
21677,29273,,21677,29273,,21677,29273,,1,445434
22560,30210,,22560,30210,,22560,30210,,1,445470
19392,25321,,19392,25321,,19392,25321,,1,445559
19167,37167,,19167,37167,,19167,37167,,1,445577
18997,33913,,18997,33913,,18997,33913,,1,445601
19063,34363,,19063,34363,,19063,34363,,1,445610
8285,14110,11286,8285,14110,11286,13225,19050,16226,1,445674
27920,34970,34970,27920,34970,34970,27920,34970,34970,1,445692
31321,35821,41663,31321,35821,41663,31321,35821,41663,1,445708
18139,24369,,18139,24369,,18139,24369,,1,445717
20861,26790,,20861,26790,,20861,26790,,1,445726
28700,43844,,28700,43844,,28700,43844,,1,445744
19606,29155,,19606,29155,,19606,29155,,1,445753
23103,31944,,23103,31944,,23103,31944,,1,445762
22302,27450,,22302,27450,,22302,27450,,1,445920
22302,27450,,22302,27450,,22302,27450,,1,445939
30076,37830,36860,30076,37830,36860,30076,37830,36860,1,446048
,,,,,,,,,1,446093
15333,22956,,15333,22956,,15333,22956,,1,446127
16659,28053,,16659,28053,,16659,28053,,1,446163
21653,32525,26663,21653,32525,26663,21653,32525,26663,1,446233
8900,9900,,8900,9900,,8900,9900,,1,446251
,,,,,,,,,1,446303
12358,25999,,12358,25999,,12358,25999,,1,446349
27452,36219,,27452,36219,,27452,36219,,1,446385
8953,19825,,8953,19825,,8953,19825,,1,446394
21802,30643,,21802,30643,,21802,30643,,1,446446
10586,11541,,10586,11541,,10586,11541,,1,446516
25382,40382,,25382,40382,,25382,40382,,1,446525
,,,,,,,,,1,446561
19642,25786,,19642,25786,,19642,25786,,1,446598
15600,17600,18200,15600,17600,18200,15600,17600,18200,1,446604
8088,14088,10664,8088,14088,10664,8088,14088,10664,1,446613
27300,36450,37800,27300,36450,37800,27300,36450,37800,1,446640
27075,30579,31998,27075,30579,31998,27075,30579,31998,1,446668
22891,29419,,22891,29419,,22891,29419,,1,446677
17070,23300,,17070,23300,,17070,23300,,1,446729
18078,24308,,18078,24308,,18078,24308,,1,446738
18007,24237,,18007,24237,,18007,24237,,1,446747
17052,23282,,17052,23282,,17052,23282,,1,446756
17035,23265,,17035,23265,,17035,23265,,1,446765
8720,15920,,8720,15920,,11216,18416,,1,446774
18552,25296,,18552,25296,,18552,25296,,1,446792
18702,26318,,18702,26318,,18702,26318,,1,446808
16386,22287,,16386,22287,,16386,22287,,1,446835
16265,22166,,16265,22166,,16265,22166,,1,446844
17128,34968,,17128,34968,,17128,34968,,1,446853
16508,24594,,16508,24594,,16508,24594,,1,446880
22431,29926,,22431,29926,,22431,29926,,1,446899
22431,29926,,22431,29926,,22431,29926,,1,446905
22431,29926,,22431,29926,,22431,29926,,1,446914
22431,29926,,22431,29926,,22431,29926,,1,446923
16676,22580,,16676,22580,,16676,22580,,1,447050
28005,33612,,28005,33612,,28005,33612,,1,447069
18143,25757,,18143,25757,,18143,25757,,1,447236
24561,31926,,24561,31926,,24561,31926,,1,447263
22479,28383,,22479,28383,,22479,28383,,1,447272
23679,27175,,23679,27175,,23679,27175,,1,447290
18853,27536,,18853,27536,,18853,27536,,1,447351
25533,28183,,25533,28183,,25533,28183,,1,447360
22795,29148,,22795,29148,,22795,29148,,1,447421
24699,35787,,24699,35787,,24699,35787,,1,447458
24084,29691,,24084,29691,,24084,29691,,1,447476
7100,11166,,7100,11166,,11312,15378,,1,447582
,,,,,,,,,1,447591
19332,25685,,19332,25685,,19332,25685,,1,447625
17639,23869,,17639,23869,,17639,23869,,1,447652
18150,24380,,18150,24380,,18150,24380,,1,447661
22302,27450,,22302,27450,,22302,27450,,1,447670
10916,22366,21686,10916,22366,21686,20374,31824,31144,1,447689
72400,80200,,72400,80200,,72400,80200,,1,447847
18944,26567,,18944,26567,,18944,26567,,1,447935
11407,31107,18507,11407,31107,18507,11407,31107,18507,1,447953
11315,19715,,11315,19715,,11315,19715,,1,448284
13074,23120,,13074,23120,,13074,23120,,1,448309
24508,28012,29086,24508,28012,29086,24508,28012,29086,1,448345
23775,32458,,23775,32458,,23775,32458,,1,448372
22431,29926,,22431,29926,,22431,29926,,1,448442
22431,29926,,22431,29926,,22431,29926,,1,448451
22431,29926,,22431,29926,,22431,29926,,1,448460
22431,29926,,22431,29926,,22431,29926,,1,448479
22431,29926,,22431,29926,,22431,29926,,1,448488
22431,29926,,22431,29926,,22431,29926,,1,448497
22431,29926,,22431,29926,,22431,29926,,1,448503
22431,29926,,22431,29926,,22431,29926,,1,448512
17070,23300,,17070,23300,,17070,23300,,1,448521
17043,23273,,17043,23273,,17043,23273,,1,448530
17061,23291,,17061,23291,,17061,23291,,1,448567
29251,35893,36022,29251,35893,36022,29251,35893,36022,1,448576
15462,20970,,15462,20970,,15462,20970,,1,448585
7311,18156,,7311,18156,,14931,25776,,1,448594
19371,27858,,19371,27858,,19371,27858,,1,448600
28049,33656,,28049,33656,,28049,33656,,1,448628
19005,25949,,19005,25949,,19005,25949,,1,448664
16767,24390,,16767,24390,,16767,24390,,1,448673
21935,25063,,21935,25063,,21935,25063,,1,448734
23563,30379,,23563,30379,,23563,30379,,1,448752
23563,30379,,23563,30379,,23563,30379,,1,448761
17070,23300,,17070,23300,,17070,23300,,1,448822
17070,23300,,17070,23300,,17070,23300,,1,448831
10920,20170,20170,10920,20170,20170,21836,31086,31086,1,448840
23674,29812,,23674,29812,,23674,29812,,1,448859
15287,24075,25521,15287,24075,25521,29080,37868,39314,1,448886
27280,30784,33388,27280,30784,33388,27280,30784,33388,1,449010
21147,32064,,21147,32064,,21147,32064,,1,449038
25440,37740,,25440,37740,,25440,37740,,1,449083
20205,31285,,20205,31285,,20205,31285,,1,449092
18714,25658,,18714,25658,,18714,25658,,1,449117
20049,27023,,20049,27023,,20049,27023,,1,449126
11160,15892,,11160,15892,,11160,15892,,1,449135
11160,15892,,11160,15892,,11160,15892,,1,449144
11160,15892,,11160,15892,,11160,15892,,1,449153
,,,,,,,,,1,449250
24084,29691,,24084,29691,,24084,29691,,1,449302
8320,14400,,8320,14400,,8320,14400,,1,449339
7510,13300,,7510,13300,,7510,13300,,1,449348
31965,43125,,31965,43125,,31965,43125,,1,449384
,,,,,,,,,1,449506
22235,26890,,22235,26890,,22235,26890,,1,449524
20551,30319,,20551,30319,,20551,30319,,1,449612
,,15000,,,15000,,,15000,1,449658
,,,,,,,,,1,449667
9875,17975,,9875,17975,,9875,17975,,1,449685
21400,31400,,21400,31400,,21400,31400,,1,449700
,,,,,,,,,1,449728
22400,22950,32600,22400,22950,32600,22400,22950,32600,1,449764
,,,,,,,,,1,449861
16424,27532,21640,16424,27532,21640,16424,27532,21640,1,449870
26043,29550,,26043,29550,,26043,29550,,1,449898
20229,27173,,20229,27173,,20229,27173,,1,450003
20455,29207,,20455,29207,,20455,29207,,1,450021
24580,28084,29698,24580,28084,29698,24580,28084,29698,1,450049
17863,26697,,17863,26697,,17863,26697,,1,450058
25343,32915,,25343,32915,,25343,32915,,1,450067
27280,30784,33793,27280,30784,33793,27280,30784,33793,1,450085
29251,35893,32860,29251,35893,32860,29251,35893,32860,1,450094
19532,28174,,19532,28174,,19532,28174,,1,450119
19617,28259,,19617,28259,,19617,28259,,1,450128
,,,,,,,,,1,450146
19449,34749,,19449,34749,,19449,34749,,1,450155
15451,22975,,15451,22975,,15451,22975,,1,450191
22431,29926,,22431,29926,,22431,29926,,1,450207
22431,29926,,22431,29926,,22431,29926,,1,450216
22431,29926,,22431,29926,,22431,29926,,1,450225
22431,29926,,22431,29926,,22431,29926,,1,450234
22431,29926,,22431,29926,,22431,29926,,1,450243
22431,29926,,22431,29926,,22431,29926,,1,450252
22431,29926,,22431,29926,,22431,29926,,1,450261
22431,29926,,22431,29926,,22431,29926,,1,450270
19399,25273,,19399,25273,,19399,25273,,1,450289
21147,32064,,21147,32064,,21147,32064,,1,450298
21147,32064,,21147,32064,,21147,32064,,1,450377
21762,26910,,21762,26910,,21762,26910,,1,450429
19060,26676,,19060,26676,,19060,26676,,1,450447
18150,24380,,18150,24380,,18150,24380,,1,450456
19042,25786,,19042,25786,,19042,25786,,1,450465
17057,23287,,17057,23287,,17057,23287,,1,450474
17070,23300,,17070,23300,,17070,23300,,1,450483
17670,23900,,17670,23900,,17670,23900,,1,450492
22479,28383,,22479,28383,,22479,28383,,1,450526
21935,25063,,21935,25063,,21935,25063,,1,450535
22479,28383,,22479,28383,,22479,28383,,1,450544
16767,24390,,16767,24390,,16767,24390,,1,450571
,,,,,,,,,1,450696
,,,,,,,,,1,450702
8615,13615,,8615,13615,,8615,13615,,1,450933
8832,15852,,8832,15852,,8832,15852,,1,450979
20567,29911,,20567,29911,,20567,29911,,1,451060
,,,,,,,,,1,451352
16000,27160,,16000,27160,,16000,27160,,1,451370
17600,28760,21200,17600,28760,21200,17600,28760,21200,1,451398
12900,28060,,12900,28060,,12900,28060,,1,451404
30011,47579,,30011,47579,,30011,47579,,1,451413
21510,25850,,21510,25850,,21510,25850,,1,451556
21377,30218,,21377,30218,,21377,30218,,1,451592
28529,40827,,28529,40827,,28529,40827,,1,451608
14508,29652,,14508,29652,,14508,29652,,1,451635
26703,28930,,26703,28930,,26703,28930,,1,451662
10687,19937,,10687,19937,,21602,30852,,1,451671
21545,25051,,21545,25051,,21545,25051,,1,451699
23563,30379,,23563,30379,,23563,30379,,1,451705
10394,13127,,10394,13127,,10394,13127,,1,451741
19845,23345,,19845,23345,,19845,23345,,1,451750
22302,27450,,22302,27450,,22302,27450,,1,451769
27172,30676,32620,27172,30676,32620,27172,30676,32620,1,451796
27352,30856,33550,27352,30856,33550,27352,30856,33550,1,451820
29251,35893,37135,29251,35893,37135,29251,35893,37135,1,451848
21017,28640,,21017,28640,,21017,28640,,1,451857
21233,28856,,21233,28856,,21233,28856,,1,451866
16038,21546,,16038,21546,,16038,21546,,1,451875
15462,20970,,15462,20970,,15462,20970,,1,451884
19049,29795,,19049,29795,,19049,29795,,1,451909
22431,29926,,22431,29926,,22431,29926,,1,451936
22431,29926,,22431,29926,,22431,29926,,1,451945
22431,29926,,22431,29926,,22431,29926,,1,451954
22431,29926,,22431,29926,,22431,29926,,1,451963
22431,29926,,22431,29926,,22431,29926,,1,451972
22431,29926,,22431,29926,,22431,29926,,1,451981
22431,29926,,22431,29926,,22431,29926,,1,451990
27352,30856,33679,27352,30856,33679,27352,30856,33679,1,452018
26812,30316,32821,26812,30316,32821,26812,30316,32821,1,452027
19372,25931,,19372,25931,,19372,25931,,1,452054
16482,22383,,16482,22383,,16482,22383,,1,452063
21935,25063,,21935,25063,,21935,25063,,1,452090
5090,7090,,5090,7090,,5090,7090,,1,452106
15065,17484,,15065,17484,,15065,17484,,1,452115
24542,32385,,24542,32385,,24542,32385,,1,452124
18839,33402,,18839,33402,,18839,33402,,1,452373
,,,,,,,,,1,452948
18550,25786,,18550,25786,,18550,25786,,1,453109
21147,32064,,21147,32064,,21147,32064,,1,453127
21147,32064,,21147,32064,,21147,32064,,1,453163
21147,32064,,21147,32064,,21147,32064,,1,453215
,,,,,,,,,1,453297
18048,25232,,18048,25232,,18048,25232,,1,453455
18048,25232,,18048,25232,,18048,25232,,1,453464
18048,25232,,18048,25232,,18048,25232,,1,453473
17831,25124,,17831,25124,,17831,25124,,1,453482
15025,25150,,15025,25150,,15025,25150,,1,453747
19384,25709,,19384,25709,,19384,25709,,1,453756
34157,43367,48717,34157,43367,48717,34157,43367,48717,1,454184
24920,35232,,24920,35232,,24920,35232,,1,454227
24920,35232,,24920,35232,,24920,35232,,1,454236
24920,36392,,24920,36392,,24920,36392,,1,454245
18821,24449,,18821,24449,,18821,24449,,1,454458
21762,26910,,21762,26910,,21762,26910,,1,454591
27807,32955,,27807,32955,,27807,32955,,1,454616
13853,20316,,13853,20316,,13853,20316,,1,454625
7676,25496,,7676,25496,,7676,25496,,1,454689
14763,16015,,14763,16015,,14763,16015,,1,454698
11492,22886,,11492,22886,,11492,22886,,1,454740
9350,22750,,9350,22750,,9350,22750,,1,454829
20395,31753,,20395,31753,,20395,31753,,1,454856
14299,23119,,14299,23119,,14299,23119,,1,454883
6688,13312,,7688,14312,,10624,17248,,1,455114
,,,,,,,,,1,455196
,,,,,,,,,1,455211
13100,24260,,13100,24260,,13100,24260,,1,455257
25329,47149,,25329,47149,,25329,47149,,1,455390
13300,40300,,13300,40300,,13300,40300,,1,455451
16719,28077,,16719,28077,,16719,28077,,1,455479
23318,31658,,23318,31658,,23318,31658,,1,455488
7129,18289,,7129,18289,,12169,23329,,1,455512
21024,32382,,21024,32382,,21024,32382,,1,455549
24192,35550,,24192,35550,,24192,35550,,1,455558
18928,24857,,18928,24857,,18928,24857,,1,455567
22302,27450,,22302,27450,,22302,27450,,1,455585
21257,24763,,21257,24763,,21257,24763,,1,455600
20907,24403,,20907,24403,,20907,24403,,1,455619
23819,31495,,23819,31495,,23819,31495,,1,455628
24084,29691,,24084,29691,,24084,29691,,1,455646
18953,25897,,18953,25897,,18953,25897,,1,455655
12899,17437,,12899,17437,,12899,17437,,1,455673
18837,21345,,18837,21345,,18837,21345,,1,455716
,,,,,,,,,1,455743
28990,39086,38602,28990,39086,38602,28990,39086,38602,1,455770
8950,9550,,8950,9550,,8950,9550,,1,455974
27280,30784,,27280,30784,,27280,30784,,1,456010
19204,23065,,19204,23065,,19204,23065,,1,456056
16032,24771,,16032,24771,,16032,24771,,1,456117
20491,28159,,20491,28159,,20491,28159,,1,456180
18750,25694,,18750,25694,,18750,25694,,1,456205
16349,27339,,16349,27339,,16349,27339,,1,456278
15816,22616,,15816,22616,,15816,22616,,1,456296
16405,22306,,16405,22306,,16405,22306,,1,456311
27078,33237,,27078,33237,,27078,33237,,1,456348
22431,29926,,22431,29926,,22431,29926,,1,456393
22431,29926,,22431,29926,,22431,29926,,1,456409
22431,29926,,22431,29926,,22431,29926,,1,456418
22431,29926,,22431,29926,,22431,29926,,1,456427
22431,29926,,22431,29926,,22431,29926,,1,456436
22431,29926,,22431,29926,,22431,29926,,1,456445
16362,26248,,16362,26248,,16362,26248,,1,456454
16961,27902,,16961,27902,,16961,27902,,1,456481
18029,27059,,18029,27059,,18029,27059,,1,456490
20907,24403,,20907,24403,,20907,24403,,1,456612
21147,32064,,21147,32064,,21147,32064,,1,456621
21147,32064,,21147,32064,,21147,32064,,1,456630
21147,32064,,21147,32064,,21147,32064,,1,456667
22302,27450,,22302,27450,,22302,27450,,1,456782
20897,24403,,20897,24403,,20897,24403,,1,456791
22302,27450,,22302,27450,,22302,27450,,1,456807
22302,27450,,22302,27450,,22302,27450,,1,456816
22302,27450,,22302,27450,,22302,27450,,1,456834
19983,28666,,19983,28666,,19983,28666,,1,456852
21378,27307,,21378,27307,,21378,27307,,1,456940
16250,25318,25318,16250,25318,25318,16250,25318,25318,1,456959
26218,37218,,26218,37218,,26218,37218,,1,456977
18048,25232,,18048,25232,,18048,25232,,1,457004
15246,26550,,15246,26550,,15246,26550,,1,457022
,,,,,,,,,1,457101
,,,,,,,,,1,457110
24920,35432,,24920,35432,,24920,35432,,1,457129
,,,,,,,,,1,457174
15750,40750,,15750,40750,,15750,40750,,1,457226
,,,,,,,,,1,457244
12565,20839,,12565,20839,,12565,20839,,1,457402
23103,31944,,23103,31944,,23103,31944,,1,457411
13723,23173,22548,13723,23173,22548,13723,23173,22548,1,457484
20750,32730,,20750,32730,,20750,32730,,1,457493
7200,14000,,7200,14000,,7200,14000,,1,457697
19780,28780,,19780,28780,,19780,28780,,1,457767
12150,19750,,12150,19750,,12150,19750,,1,457925
10650,21850,,10650,21850,,10650,21850,,1,458113
,,,,,,,,,1,458131
17503,26866,,17503,26866,,17503,26866,,1,458140
40908,53308,,40908,53308,,40908,53308,,1,458210
39063,51463,,39063,51463,,39063,51463,,1,458229
15318,22479,,15318,22479,,15318,22479,,1,458256
21024,32382,,21024,32382,,21024,32382,,1,458380
18792,25736,,18792,25736,,18792,25736,,1,458405
21405,27819,,21405,27819,,21405,27819,,1,458432
18220,25164,,18220,25164,,18220,25164,,1,458441
11398,16892,,11398,16892,,11398,16892,,1,458469
27280,30784,37744,27280,30784,37744,27280,30784,37744,1,458496
19845,23345,,19845,23345,,19845,23345,,1,458502
22212,27819,,22212,27819,,22212,27819,,1,458557
18303,19082,,18303,19082,,18303,19082,,1,458593
17353,24017,,17353,24017,,17353,24017,,1,458654
18961,24862,,18961,24862,,18961,24862,,1,458663
22502,27252,,22502,27252,,22502,27252,,1,458681
22302,27450,,22302,27450,,22302,27450,,1,458733
22302,27450,,22302,27450,,22302,27450,,1,458742
22302,27450,,22302,27450,,22302,27450,,1,458751
22302,27450,,22302,27450,,22302,27450,,1,458760
22302,27450,,22302,27450,,22302,27450,,1,458779
21147,32064,,21147,32064,,21147,32064,,1,458885
21147,32064,,21147,32064,,21147,32064,,1,458919
21147,32064,,21147,32064,,21147,32064,,1,458937
21147,32064,,21147,32064,,21147,32064,,1,458955
21147,32064,,21147,32064,,21147,32064,,1,458964
21147,32064,,21147,32064,,21147,32064,,1,458973
27352,30856,33190,27352,30856,33190,27352,30856,33190,1,458982
22302,27450,,22302,27450,,22302,27450,,1,458991
21762,26910,,21762,26910,,21762,26910,,1,459091
19845,23345,,19845,23345,,19845,23345,,1,459107
24033,31530,,24033,31530,,24033,31530,,1,459204
26043,29544,,26043,29544,,26043,29544,,1,459259
26043,29544,,26043,29544,,26043,29544,,1,459268
10444,16672,,10444,16672,,10444,16672,,1,459310
20115,24290,,20115,24290,,20115,24290,,1,459417
,,15100,,,15100,,,15100,1,459435
17391,23292,,17391,23292,,17391,23292,,1,459444
22431,29926,,22431,29926,,22431,29926,,1,459587
22431,29926,,22431,29926,,22431,29926,,1,459596
22431,29926,,22431,29926,,22431,29926,,1,459602
22431,29926,,22431,29926,,22431,29926,,1,459611
22431,29926,,22431,29926,,22431,29926,,1,459620
22431,29926,,22431,29926,,22431,29926,,1,459639
22431,29926,,22431,29926,,22431,29926,,1,459648
22431,29926,,22431,29926,,22431,29926,,1,459657
22431,29926,,22431,29926,,22431,29926,,1,459666
22431,29926,,22431,29926,,22431,29926,,1,459675
22431,29926,,22431,29926,,22431,29926,,1,459684
22431,29926,,22431,29926,,22431,29926,,1,459693
22431,29926,,22431,29926,,22431,29926,,1,459709
22431,29926,,22431,29926,,22431,29926,,1,459718
19968,37622,,19968,37622,,19968,37622,,1,459727
17831,25124,,17831,25124,,17831,25124,,1,459833
14428,25163,,14428,25163,,14428,25163,,1,459842
20069,25163,,20069,25163,,20069,25163,,1,459851
19454,30774,,19454,30774,,19454,30774,,1,459930
21147,32064,,21147,32064,,21147,32064,,1,459994
18217,18685,,18217,18685,,18217,18685,,1,460020
21437,24943,,21437,24943,,21437,24943,,1,460039
19971,23467,,19971,23467,,19971,23467,,1,460048
21410,25820,,21410,25820,,21410,25820,,1,460075
,,,,,,,,,1,460181
,,,,,,,,,1,460190
,,,,,,,,,1,460206
15711,23235,,15711,23235,,15711,23235,,1,460215
20232,27846,,20232,27846,,20232,27846,,1,460358
29131,34854,,29131,34854,,29131,34854,,1,460385
7644,20156,,7644,20156,,13344,25856,,1,460394
7644,20156,,7644,20156,,13344,25856,,1,460464
21024,32382,,21024,32382,,21024,32382,,1,460482
21267,24763,,21267,24763,,21267,24763,,1,460613
13764,24519,,13764,24519,,13764,24519,,1,460640
,,,,,,,,,1,460659
18713,34313,,18713,34313,,18713,34313,,1,460668
9764,11544,,9764,11544,,9764,11544,,1,460677
12093,20077,,12093,20077,,12093,20077,,1,460738
33600,43600,,33600,43600,,33600,43600,,1,460747
18111,35918,,18111,35918,,18111,35918,,1,460756
18460,22321,,18460,22321,,18460,22321,,1,460774
16653,24276,,16653,24276,,16653,24276,,1,460783
18285,25229,,18285,25229,,18285,25229,,1,460817
18330,25274,,18330,25274,,18330,25274,,1,460826
